question,answer,difficulty,questionLanguageId,explanationId,canonicalProblemId
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Medium","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","4","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","3","Medium","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","27","Easy","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","27","Hard","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","4","Medium","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","4","Easy","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","4","Easy","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","27","Hard","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","27","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","27","Easy","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","3","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Easy","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","3","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","27","Hard","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","27","Easy","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","4","Medium","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","3","Hard","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","3","Medium","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","3","Medium","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","27","Easy","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","4","Easy","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","27","Hard","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","3","Hard","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","4","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","4","Easy","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","27","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Easy","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","27","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","27","Medium","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","4","Medium","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","4","Hard","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","27","Easy","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","4","Hard","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","3","Easy","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","27","Medium","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","27","Medium","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","27","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","27","Easy","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","3","Easy","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","3","Easy","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","4","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Hard","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","3","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","4","Hard","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Easy","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","3","Medium","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","4","Medium","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","3","Medium","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","3","Hard","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","4","Easy","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","3","Easy","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","4","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","3","Medium","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","3","Easy","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","3","Medium","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","3","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Medium","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","4","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","3","Medium","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","4","Medium","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","27","Medium","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","3","Medium","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","27","Easy","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","27","Easy","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","3","Easy","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","3","Medium","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","27","Hard","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","4","Easy","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","3","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","3","Hard","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","3","Medium","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","3","Hard","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","3","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","27","Medium","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","4","Hard","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","27","Medium","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","27","Easy","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","3","Medium","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","4","Easy","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","4","Medium","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","27","Medium","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","4","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","27","Medium","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","4","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","3","Easy","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","4","Medium","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Medium","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","4","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","27","Hard","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Medium","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","4","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","3","Easy","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","3","Easy","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","3","Medium","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","3","Easy","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","27","Hard","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","4","Easy","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","3","Medium","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","3","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","27","Easy","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","4","Medium","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","4","Medium","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","3","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","3","Medium","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Easy","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","4","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","27","Easy","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","3","Easy","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","27","Hard","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","27","Hard","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","3","Medium","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","4","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","3","Easy","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","4","Easy","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","27","Easy","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","27","Medium","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","3","Medium","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","4","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","3","Easy","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Medium","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","3","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","3","Easy","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","3","Medium","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","4","Hard","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","3","Medium","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","4","Easy","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","4","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","4","Easy","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","27","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","3","Easy","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","4","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","4","Medium","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","4","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","4","Easy","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Easy","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","3","Hard","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","27","Easy","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","4","Medium","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","4","Medium","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","27","Hard","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","27","Medium","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","27","Easy","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","3","Easy","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","27","Hard","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","3","Medium","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","27","Hard","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","4","Medium","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","4","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","4","Medium","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","4","Medium","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","27","Hard","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","27","Hard","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","27","Hard","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","3","Easy","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","27","Medium","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","27","Medium","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","3","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","27","Medium","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","27","Easy","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","4","Medium","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","4","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Medium","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","4","Medium","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","4","Medium","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Medium","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","3","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","3","Medium","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","27","Easy","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","3","Medium","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","4","Hard","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","3","Hard","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","4","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","3","Medium","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","3","Easy","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","27","Hard","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","3","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Hard","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","27","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","4","Hard","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","4","Easy","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","27","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","3","Hard","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","27","Easy","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","3","Medium","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","3","Hard","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","4","Easy","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","4","Easy","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","3","Medium","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","4","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","4","Medium","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","3","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","4","Medium","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","3","Easy","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","3","Easy","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","4","Hard","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","27","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","27","Medium","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","3","Easy","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","4","Medium","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","3","Hard","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","3","Hard","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","27","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","4","Medium","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","27","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","27","Easy","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","27","Medium","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Hard","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","3","Hard","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","27","Easy","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Easy","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","4","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","3","Hard","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","4","Easy","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","27","Easy","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","3","Medium","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","27","Easy","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","27","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","4","Hard","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","3","Hard","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","3","Medium","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","3","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","3","Easy","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","4","Medium","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","4","Easy","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Easy","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","3","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","27","Easy","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","27","Easy","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","3","Easy","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","3","Hard","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","27","Easy","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","3","Easy","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","4","Hard","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","27","Easy","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","4","Medium","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","3","Medium","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Medium","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","3","Medium","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","4","Easy","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","27","Easy","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","27","Medium","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","27","Medium","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","27","Hard","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","27","Medium","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","4","Easy","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","3","Medium","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","3","Medium","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","27","Easy","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","27","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","27","Easy","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","27","Medium","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","27","Easy","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","4","Medium","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","3","Easy","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","3","Hard","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","3","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","27","Easy","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","3","Hard","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","27","Easy","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","27","Easy","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","3","Medium","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","27","Easy","QL-090","ES-005","CP05"
"Find the value of \(32^{2/5}\).","3","Medium","QL-091","ES-005","CP05"
"Simplify \(125^{2/3}\).","4","Medium","QL-092","ES-005","CP05"
"What is the value of \(16^{3/2}\)?","27","Medium","QL-093","ES-005","CP05"
"Simplify \(49^{1/2}\).","27","Easy","QL-094","ES-005","CP05"
"Find the value of \(216^{1/3}\).","3","Hard","QL-095","ES-005","CP05"
"Express \(64^{1/2}\) in radical form and evaluate.","27","Hard","QL-096","ES-005","CP05"
"Find the value of the following fractional exponent: \(243^{1/5}\).","3","Medium","QL-097","ES-005","CP05"
"Rewrite \(32^{3/5}\) using roots and simplify.","4","Easy","QL-098","ES-005","CP05"
"Determine the value of \(625^{1/4}\).","4","Easy","QL-099","ES-005","CP05"
"Evaluate the following expression: \(27^{2/3}\).","4","Hard","QL-100","ES-005","CP05"
"Simplify \(16^{1/2}\).","4","Hard","QL-086","ES-005","CP05"
"Find the value of \(27^{1/3}\).","27","Medium","QL-087","ES-005","CP05"
"Simplify \(81^{1/2}\).","4","Easy","QL-088","ES-005","CP05"
"What is the value of \(64^{1/3}\)?","3","Medium","QL-089","ES-005","CP05"
"Simplify \(81^{3/4}\).","4","Medium","QL-090","ES-005","CP05"
"Simplify \(\frac{8^2 \times 2^{-3}}{4}\).","16","Easy","QL-101","ES-006","CP06"
"Find the value of \((9^{1/2})^3 \div 3^2\).","16","Easy","QL-102","ES-006","CP06"
"Simplify \(\frac{16^{3/4}}{2^{-1}}\).","3","Hard","QL-103","ES-006","CP06"
"What is the value of \(4^3 \times 2^{-2} \div 8\)?","16","Medium","QL-104","ES-006","CP06"
"Simplify \(\frac{27^{2/3} \times 3^2}{9}\).","16","Easy","QL-105","ES-006","CP06"
"Find the value of \(25^{1/2} \times 5^{-1}\).","2^1","Hard","QL-106","ES-006","CP06"
"Simplify \(\frac{32^{2/5}}{2^{-2}}\).","2^1","Medium","QL-107","ES-006","CP06"
"What is the simplified form of \((8^{1/3})^4 \div 2\)?","16","Medium","QL-108","ES-006","CP06"
"Simplify \(81^{1/2} \times 3^{-2}\).","2^1","Hard","QL-109","ES-006","CP06"
"Find the value of \(\frac{64^{1/2}}{2^2}\).","3","Hard","QL-110","ES-006","CP06"
"Simplify \(16^{1/4} \times 2^3 \div 2^{-1}\).","2^1","Medium","QL-111","ES-006","CP06"
"What is the value of \(\frac{125^{1/3} \times 5^2}{25}\)?","16","Easy","QL-112","ES-006","CP06"
"Simplify \((4^2)^3 \times 2^{-5}\).","16","Medium","QL-113","ES-006","CP06"
"Find the simplified value of \(\frac{9^3}{3^{-1} \times 27}\).","16","Medium","QL-114","ES-006","CP06"
"Simplify \(8^{-1} \times 2^6\).","2^1","Easy","QL-115","ES-006","CP06"
"What is the value of \(\frac{16^2}{4^{-1} \times 2^5}\)?","16","Easy","QL-116","ES-006","CP06"
"Simplify \(27^{1/3} \times 3^4 \div 9\).","16","Hard","QL-117","ES-006","CP06"
"Find the value of \(\frac{25^2 \times 5^{-3}}{5}\).","16","Medium","QL-118","ES-006","CP06"
"Simplify \(64^{2/3} \div 2^3\).","3","Hard","QL-119","ES-006","CP06"
"What is the simplified form of \(81^{3/4} \times 3^{-1}\)?","2^1","Easy","QL-120","ES-006","CP06"
"Evaluate the following:\n    \(\frac{32^{2/5} \times 2^{-1}}{4}\)","3","Easy","QL-121","ES-006","CP06"
"Find the value of:\n    \((16^{1/2})^3 \div 2^4\)","16","Medium","QL-122","ES-006","CP06"
"Simplify and find the answer:\n    \(27^{1/3} \times 3^{-2} \times 9\)","16","Medium","QL-123","ES-006","CP06"
"What is the result of:\n    \(\frac{81^{3/4}}{3^{-1}}\)","2^1","Easy","QL-124","ES-006","CP06"
"Determine the value of:\n    \(125^{2/3} \times 5^{-1}\)","2^1","Medium","QL-125","ES-006","CP06"
"The simplified value of \(64^{1/3} \times 2^4 \div 2^{-1}\) is:","2^1","Medium","QL-126","ES-006","CP06"
"On simplification, \(25^{3/2} \times 5^{-2}\) becomes:","16","Medium","QL-127","ES-006","CP06"
"Find the final value of:\n    \(\frac{8^2 \times 2^{-4}}{2}\)","2^1","Easy","QL-128","ES-006","CP06"
"Simplify the following expression:\n    \(49^{1/2} \times 7^{-1} \times 7^3\)","16","Medium","QL-129","ES-006","CP06"
"The value of the expression \(16^{3/4} \times 2^{-1}\) is:","3","Easy","QL-130","ES-006","CP06"
"Simplify \(\frac{8^2 \times 2^{-3}}{4}\).","2^1","Easy","QL-101","ES-006","CP06"
"Find the value of \((9^{1/2})^3 \div 3^2\).","3","Medium","QL-102","ES-006","CP06"
"Simplify \(\frac{16^{3/4}}{2^{-1}}\).","2^1","Medium","QL-103","ES-006","CP06"
"What is the value of \(4^3 \times 2^{-2} \div 8\)?","3","Medium","QL-104","ES-006","CP06"
"Simplify \(\frac{27^{2/3} \times 3^2}{9}\).","3","Easy","QL-105","ES-006","CP06"
"Find the value of \(25^{1/2} \times 5^{-1}\).","3","Easy","QL-106","ES-006","CP06"
"Simplify \(\frac{32^{2/5}}{2^{-2}}\).","16","Easy","QL-107","ES-006","CP06"
"What is the simplified form of \((8^{1/3})^4 \div 2\)?","16","Easy","QL-108","ES-006","CP06"
"Simplify \(81^{1/2} \times 3^{-2}\).","16","Hard","QL-109","ES-006","CP06"
"Find the value of \(\frac{64^{1/2}}{2^2}\).","16","Medium","QL-110","ES-006","CP06"
"Simplify \(16^{1/4} \times 2^3 \div 2^{-1}\).","16","Easy","QL-111","ES-006","CP06"
"What is the value of \(\frac{125^{1/3} \times 5^2}{25}\)?","16","Easy","QL-112","ES-006","CP06"
"Simplify \((4^2)^3 \times 2^{-5}\).","3","Hard","QL-113","ES-006","CP06"
"Find the simplified value of \(\frac{9^3}{3^{-1} \times 27}\).","16","Medium","QL-114","ES-006","CP06"
"Simplify \(8^{-1} \times 2^6\).","16","Easy","QL-115","ES-006","CP06"
"What is the value of \(\frac{16^2}{4^{-1} \times 2^5}\)?","2^1","Hard","QL-116","ES-006","CP06"
"Simplify \(27^{1/3} \times 3^4 \div 9\).","2^1","Medium","QL-117","ES-006","CP06"
"Find the value of \(\frac{25^2 \times 5^{-3}}{5}\).","16","Medium","QL-118","ES-006","CP06"
"Simplify \(64^{2/3} \div 2^3\).","2^1","Hard","QL-119","ES-006","CP06"
"What is the simplified form of \(81^{3/4} \times 3^{-1}\)?","3","Hard","QL-120","ES-006","CP06"
