question,answer,difficulty,questionLanguageId,explanationId,canonicalProblemId
"Find the decimal form of 7/18.","0.3(8)","Hard","QL-090","ES-005","CP-005"
"Write 1/5 in decimal form.","0.2","Hard","QL-088","ES-005","CP-005"
"Express 1/10 in decimal notation.","0.1","Easy","QL-099","ES-005","CP-005"
"Express 1/9 in decimal notation.","0.(1)","Medium","QL-099","ES-005","CP-005"
"Convert the fraction 1 to decimal form.","1","Medium","QL-091","ES-005","CP-005"
"Change 4/3 into a decimal.","1.(3)","Medium","QL-089","ES-005","CP-005"
"Find the decimal representation of 4/5.","0.8","Medium","QL-098","ES-005","CP-005"
"Find the decimal representation of 5/6.","0.8(3)","Easy","QL-098","ES-005","CP-005"
"Convert 7/2 into decimal form.","3.5","Easy","QL-086","ES-005","CP-005"
"Write 1/6 in decimal form.","0.1(6)","Hard","QL-088","ES-005","CP-005"
"Express the given fraction 1/5 as a decimal.","0.2","Medium","QL-092","ES-005","CP-005"
"Find the decimal form of 1/3.","0.(3)","Medium","QL-090","ES-005","CP-005"
"Write 2/3 as a decimal number.","0.(6)","Medium","QL-097","ES-005","CP-005"
"Write 1/2 as a decimal number.","0.5","Easy","QL-097","ES-005","CP-005"
"Determine the decimal form of 5/6.","0.8(3)","Medium","QL-100","ES-005","CP-005"
"Change 1/2 into a decimal.","0.5","Medium","QL-089","ES-005","CP-005"
"Find the decimal representation of 1/2.","0.5","Hard","QL-098","ES-005","CP-005"
"The decimal equivalent of 4/5 is:","0.8","Medium","QL-096","ES-005","CP-005"
"Convert 2/3 into decimal form.","0.(6)","Easy","QL-086","ES-005","CP-005"
"Find the decimal representation of 3/2.","1.5","Medium","QL-098","ES-005","CP-005"
"Determine the decimal form of 2/3.","0.(6)","Easy","QL-100","ES-005","CP-005"
"Write 3/5 in decimal form.","0.6","Easy","QL-088","ES-005","CP-005"
"Express 1/5 in decimal notation.","0.2","Medium","QL-099","ES-005","CP-005"
"Write 1/3 as a decimal number.","0.(3)","Hard","QL-097","ES-005","CP-005"
"The decimal equivalent of 1/5 is:","0.2","Hard","QL-096","ES-005","CP-005"
"Change the fraction 4/3 into decimal notation.","1.(3)","Medium","QL-095","ES-005","CP-005"
"Convert 8/5 into decimal form.","1.6","Easy","QL-086","ES-005","CP-005"
"Write 1/2 as a decimal number.","0.5","Hard","QL-097","ES-005","CP-005"
"Express 4/5 in decimal notation.","0.8","Medium","QL-099","ES-005","CP-005"
"The decimal equivalent of 4/3 is:","1.(3)","Medium","QL-096","ES-005","CP-005"
"Find the decimal form of 1.","1","Easy","QL-090","ES-005","CP-005"
"Write the decimal equivalent of 5/6.","0.8(3)","Medium","QL-093","ES-005","CP-005"
"Find the decimal form of 5/12.","0.41(6)","Easy","QL-090","ES-005","CP-005"
"Convert 1/2 into decimal form.","0.5","Medium","QL-086","ES-005","CP-005"
"Express 1 in decimal notation.","1","Easy","QL-099","ES-005","CP-005"
"The decimal equivalent of 1/2 is:","0.5","Easy","QL-096","ES-005","CP-005"
"Convert the fraction 1/3 to decimal form.","0.(3)","Easy","QL-091","ES-005","CP-005"
"Find the decimal value of 9/2.","4.5","Medium","QL-094","ES-005","CP-005"
"Determine the decimal form of 4/3.","1.(3)","Medium","QL-100","ES-005","CP-005"
"Express 4 in decimal notation.","4","Medium","QL-099","ES-005","CP-005"
"Write 1/6 as a decimal number.","0.1(6)","Hard","QL-097","ES-005","CP-005"
"Write 1 as a decimal number.","1","Easy","QL-097","ES-005","CP-005"
"Express the given fraction 2 as a decimal.","2","Medium","QL-092","ES-005","CP-005"
"Change 1/3 into a decimal.","0.(3)","Medium","QL-089","ES-005","CP-005"
"Find the decimal value of 2.","2","Medium","QL-094","ES-005","CP-005"
"Write 1 as a decimal number.","1","Easy","QL-097","ES-005","CP-005"
"Write the decimal equivalent of 3/5.","0.6","Medium","QL-093","ES-005","CP-005"
"Find the decimal value of 5/6.","0.8(3)","Medium","QL-094","ES-005","CP-005"
"Convert 2/5 into decimal form.","0.4","Medium","QL-086","ES-005","CP-005"
"Write 7/6 as a decimal number.","1.1(6)","Easy","QL-097","ES-005","CP-005"
"Write 3/2 as a decimal number.","1.5","Easy","QL-097","ES-005","CP-005"
"Write 1/3 as a decimal number.","0.(3)","Medium","QL-097","ES-005","CP-005"
"Change 4.81 into a fraction in simplest form.","481/100","Hard","QL-110","ES-006","CP-006"
"Find the fraction equal to 2.62.","131/50","Easy","QL-109","ES-006","CP-006"
"Determine the fraction form of 5.55.","111/20","Medium","QL-115","ES-006","CP-006"
"Express 6.854 as a fraction.","3427/500","Easy","QL-102","ES-006","CP-006"
"The fractional form of 8.8 is:","44/5","Medium","QL-111","ES-006","CP-006"
"Find the simplest fraction equivalent of 3.628.","907/250","Hard","QL-114","ES-006","CP-006"
"Write the fractional equivalent of 5.241.","5241/1000","Medium","QL-108","ES-006","CP-006"
"Convert the decimal 8.92 to a fraction.","223/25","Medium","QL-106","ES-006","CP-006"
"Convert the decimal 9.015 to a fraction.","1803/200","Medium","QL-106","ES-006","CP-006"
"Change 7.90 into a fraction.","79/10","Easy","QL-104","ES-006","CP-006"
"Express 7.36 as a fraction.","184/25","Hard","QL-102","ES-006","CP-006"
"Express 1.957 as a rational number.","1957/1000","Medium","QL-113","ES-006","CP-006"
"Write the fractional equivalent of 2.98.","149/50","Medium","QL-108","ES-006","CP-006"
"Write 3.65 as a fraction in lowest terms.","73/20","Easy","QL-112","ES-006","CP-006"
"Convert 5.12 into a fraction.","128/25","Medium","QL-101","ES-006","CP-006"
"Find the fraction form of 2.0.","2","Easy","QL-105","ES-006","CP-006"
"Express 4.9 as a rational number.","49/10","Easy","QL-113","ES-006","CP-006"
"Express 0.93 as a rational number.","93/100","Easy","QL-113","ES-006","CP-006"
"Write the fractional equivalent of 2.302.","1151/500","Hard","QL-108","ES-006","CP-006"
"Write the fractional equivalent of 1.0.","1","Hard","QL-108","ES-006","CP-006"
"Change 4.6 into a fraction.","23/5","Medium","QL-104","ES-006","CP-006"
"Change 3.5 into a fraction.","7/2","Medium","QL-104","ES-006","CP-006"
"Find the simplest fraction equivalent of 9.0.","9","Hard","QL-114","ES-006","CP-006"
"The fractional form of 8.9 is:","89/10","Medium","QL-111","ES-006","CP-006"
"Convert 8.477 into a fraction.","8477/1000","Easy","QL-101","ES-006","CP-006"
"Convert 7.5 into a fraction.","15/2","Medium","QL-101","ES-006","CP-006"
"Express 4.839 as a rational number.","4839/1000","Easy","QL-113","ES-006","CP-006"
"The fractional form of 8.5 is:","17/2","Medium","QL-111","ES-006","CP-006"
"Express 3.07 as a rational number.","307/100","Easy","QL-113","ES-006","CP-006"
"The fractional form of 0.5 is:","1/2","Hard","QL-111","ES-006","CP-006"
"Determine the fraction form of 1.3.","13/10","Medium","QL-115","ES-006","CP-006"
"Change 3.311 into a fraction.","3311/1000","Hard","QL-104","ES-006","CP-006"
"Express the given decimal 0.20 as a fraction.","1/5","Medium","QL-107","ES-006","CP-006"
"Find the fraction form of 6.79.","679/100","Medium","QL-105","ES-006","CP-006"
"Convert 0.9 into a fraction.","9/10","Easy","QL-101","ES-006","CP-006"
"Write 7.0 in fraction form.","7","Easy","QL-103","ES-006","CP-006"
"Change 1.16 into a fraction in simplest form.","29/25","Medium","QL-110","ES-006","CP-006"
"Change 5.4 into a fraction in simplest form.","27/5","Medium","QL-110","ES-006","CP-006"
"Find the fraction equal to 6.10.","61/10","Medium","QL-109","ES-006","CP-006"
"Find the fraction equal to 2.6.","13/5","Easy","QL-109","ES-006","CP-006"
"Express the given decimal 6.299 as a fraction.","6299/1000","Easy","QL-107","ES-006","CP-006"
"Convert the decimal 5.788 to a fraction.","1447/250","Easy","QL-106","ES-006","CP-006"
"Determine the fraction form of 5.369.","5369/1000","Medium","QL-115","ES-006","CP-006"
"Determine the fraction form of 1.3.","13/10","Medium","QL-115","ES-006","CP-006"
"Write the fractional equivalent of 2.61.","261/100","Hard","QL-108","ES-006","CP-006"
"Find the fraction form of 4.968.","621/125","Medium","QL-105","ES-006","CP-006"
"Find the fraction equal to 3.6.","18/5","Hard","QL-109","ES-006","CP-006"
"The fractional form of 2.1 is:","21/10","Hard","QL-111","ES-006","CP-006"
"Find the simplest fraction equivalent of 6.283.","6283/1000","Hard","QL-114","ES-006","CP-006"
"Determine the fraction form of 4.1.","41/10","Easy","QL-115","ES-006","CP-006"
"Find the fraction form of 3.28.","82/25","Medium","QL-105","ES-006","CP-006"
"Write 8.2 in fraction form.","41/5","Medium","QL-103","ES-006","CP-006"
"Write 1.540 as a fraction in lowest terms.","77/50","Medium","QL-112","ES-006","CP-006"
"Determine the fraction form of 2.65.","53/20","Hard","QL-115","ES-006","CP-006"
"Convert the decimal 6.3 to a fraction.","63/10","Medium","QL-106","ES-006","CP-006"
"Determine the fraction form of 5.19.","519/100","Medium","QL-115","ES-006","CP-006"
"The fractional form of 3.1 is:","31/10","Easy","QL-111","ES-006","CP-006"
"Find the simplest fraction equivalent of 4.6.","23/5","Easy","QL-114","ES-006","CP-006"
"Change 6.92 into a fraction in simplest form.","173/25","Medium","QL-110","ES-006","CP-006"
"Find the simplest fraction equivalent of 5.153.","5153/1000","Easy","QL-114","ES-006","CP-006"
"Convert the decimal 8.31 to a fraction.","831/100","Medium","QL-106","ES-006","CP-006"
"Write the fractional equivalent of 2.734.","1367/500","Easy","QL-108","ES-006","CP-006"
"Convert 8.61 into a fraction.","861/100","Hard","QL-101","ES-006","CP-006"
"Find the simplest fraction equivalent of 6.42.","321/50","Easy","QL-114","ES-006","CP-006"
"Express 0.27 as a rational number.","27/100","Medium","QL-113","ES-006","CP-006"
"The fractional form of 2.68 is:","67/25","Medium","QL-111","ES-006","CP-006"
"Express 0.4 as a fraction.","2/5","Medium","QL-102","ES-006","CP-006"
"Change 3.18 into a fraction.","159/50","Easy","QL-104","ES-006","CP-006"
"Determine the fraction form of 2.8.","14/5","Easy","QL-115","ES-006","CP-006"
"Write 4.3 as a fraction in lowest terms.","43/10","Medium","QL-112","ES-006","CP-006"
"Determine the fraction form of 5.7.","57/10","Hard","QL-115","ES-006","CP-006"
"Convert 1.163 into a fraction.","1163/1000","Medium","QL-101","ES-006","CP-006"
"Convert the decimal 7.466 to a fraction.","3733/500","Easy","QL-106","ES-006","CP-006"
"Convert the decimal 1.4 to a fraction.","7/5","Hard","QL-106","ES-006","CP-006"
"Find the simplest fraction equivalent of 0.10.","1/10","Medium","QL-114","ES-006","CP-006"
"Determine the fraction form of 3.2.","16/5","Medium","QL-115","ES-006","CP-006"
"Find the fraction form of 5.710.","571/100","Easy","QL-105","ES-006","CP-006"
"Find the fraction form of 7.285.","1457/200","Easy","QL-105","ES-006","CP-006"
"Write the fractional equivalent of 2.5.","5/2","Medium","QL-108","ES-006","CP-006"
"Convert the decimal 7.491 to a fraction.","7491/1000","Easy","QL-106","ES-006","CP-006"
"Determine the fraction form of 3.05.","61/20","Medium","QL-115","ES-006","CP-006"
"Express 4.78 as a fraction.","239/50","Medium","QL-102","ES-006","CP-006"
"Write 5.2 in fraction form.","26/5","Easy","QL-103","ES-006","CP-006"
"Find the fraction form of 8.12.","203/25","Hard","QL-105","ES-006","CP-006"
"Convert 0.65 into a fraction.","13/20","Easy","QL-101","ES-006","CP-006"
"Express 0.74 as a fraction.","37/50","Easy","QL-102","ES-006","CP-006"
"Write the fractional equivalent of 7.0.","7","Easy","QL-108","ES-006","CP-006"
"Change 7.48 into a fraction.","187/25","Easy","QL-104","ES-006","CP-006"
"Convert the decimal 4.6 to a fraction.","23/5","Hard","QL-106","ES-006","CP-006"
"Write 6.9 in fraction form.","69/10","Medium","QL-103","ES-006","CP-006"
"Find the fraction equal to 7.406.","3703/500","Medium","QL-109","ES-006","CP-006"
"Find the fraction form of 3.2.","16/5","Easy","QL-105","ES-006","CP-006"
"Change 1.3 into a fraction.","13/10","Hard","QL-104","ES-006","CP-006"
"Write 6.2 in fraction form.","31/5","Hard","QL-103","ES-006","CP-006"
"Write 2.898 as a fraction in lowest terms.","1449/500","Easy","QL-112","ES-006","CP-006"
"Convert 3.8 into a fraction.","19/5","Easy","QL-101","ES-006","CP-006"
"Find the fraction form of 8.7.","87/10","Easy","QL-105","ES-006","CP-006"
"Write 4.043 in fraction form.","4043/1000","Hard","QL-103","ES-006","CP-006"
"Express 2.262 as a fraction.","1131/500","Medium","QL-102","ES-006","CP-006"
"Express 1.47 as a fraction.","147/100","Hard","QL-102","ES-006","CP-006"
"Determine the fraction form of 6.3.","63/10","Easy","QL-115","ES-006","CP-006"
"Change 4.0 into a fraction.","4","Medium","QL-104","ES-006","CP-006"
"Find the fraction equal to 2.1.","21/10","Easy","QL-109","ES-006","CP-006"
"Express the given decimal 8.2 as a fraction.","41/5","Medium","QL-107","ES-006","CP-006"
"Convert 6.3 into a fraction.","63/10","Medium","QL-101","ES-006","CP-006"
"Find the fraction form of 7.755.","1551/200","Medium","QL-105","ES-006","CP-006"
"Find the simplest fraction equivalent of 0.466.","233/500","Medium","QL-114","ES-006","CP-006"
"Change 3.71 into a fraction in simplest form.","371/100","Medium","QL-110","ES-006","CP-006"
"Determine the fraction form of 0.22.","11/50","Medium","QL-115","ES-006","CP-006"
"Write 7.49 as a fraction in lowest terms.","749/100","Easy","QL-112","ES-006","CP-006"
"Express 4.71 as a fraction.","471/100","Medium","QL-102","ES-006","CP-006"
"Express 5.626 as a rational number.","2813/500","Easy","QL-113","ES-006","CP-006"
"Convert 4.09 into a fraction.","409/100","Easy","QL-101","ES-006","CP-006"
"Express 0.22 as a rational number.","11/50","Easy","QL-113","ES-006","CP-006"
"Convert 1.8 into a fraction.","9/5","Hard","QL-101","ES-006","CP-006"
"Find the simplest fraction equivalent of 3.822.","1911/500","Medium","QL-114","ES-006","CP-006"
"Express 2.81 as a rational number.","281/100","Easy","QL-113","ES-006","CP-006"
"Write 7.1 as a fraction in lowest terms.","71/10","Easy","QL-112","ES-006","CP-006"
"Determine the fraction form of 2.11.","211/100","Medium","QL-115","ES-006","CP-006"
"Express 8.3 as a rational number.","83/10","Medium","QL-113","ES-006","CP-006"
"Convert the decimal 3.56 to a fraction.","89/25","Easy","QL-106","ES-006","CP-006"
"Change 0.2 into a fraction.","1/5","Easy","QL-104","ES-006","CP-006"
"Find the simplest fraction equivalent of 6.5.","13/2","Easy","QL-114","ES-006","CP-006"
"Express 7.53 as a fraction.","753/100","Medium","QL-102","ES-006","CP-006"
"Find the fraction equal to 6.9.","69/10","Hard","QL-109","ES-006","CP-006"
"Find the fraction equal to 8.665.","1733/200","Easy","QL-109","ES-006","CP-006"
"Determine the fraction form of 5.380.","269/50","Medium","QL-115","ES-006","CP-006"
"Express 5.891 as a fraction.","5891/1000","Medium","QL-102","ES-006","CP-006"
"Write 5.126 as a fraction in lowest terms.","2563/500","Hard","QL-112","ES-006","CP-006"
"Change 1.75 into a fraction in simplest form.","7/4","Easy","QL-110","ES-006","CP-006"
"Write 5.85 as a fraction in lowest terms.","117/20","Medium","QL-112","ES-006","CP-006"
"Change 3.296 into a fraction in simplest form.","412/125","Easy","QL-110","ES-006","CP-006"
"Determine the fraction form of 5.19.","519/100","Medium","QL-115","ES-006","CP-006"
"Determine the fraction form of 3.286.","1643/500","Easy","QL-115","ES-006","CP-006"
"Express 7.531 as a rational number.","7531/1000","Medium","QL-113","ES-006","CP-006"
"Change 2.220 into a fraction in simplest form.","111/50","Easy","QL-110","ES-006","CP-006"
"Write 6.857 in fraction form.","6857/1000","Easy","QL-103","ES-006","CP-006"
"Write 8.7 in fraction form.","87/10","Easy","QL-103","ES-006","CP-006"
"Find the simplest fraction equivalent of 1.89.","189/100","Medium","QL-114","ES-006","CP-006"
"Express 7.90 as a fraction.","79/10","Medium","QL-102","ES-006","CP-006"
"Express 4.7 as a fraction.","47/10","Medium","QL-102","ES-006","CP-006"
"Find the fraction form of 2.2.","11/5","Medium","QL-105","ES-006","CP-006"
"Write the fractional equivalent of 2.7.","27/10","Hard","QL-108","ES-006","CP-006"
"The fractional form of 2.457 is:","2457/1000","Easy","QL-111","ES-006","CP-006"
"Convert 6.94 into a fraction.","347/50","Medium","QL-101","ES-006","CP-006"
"Determine the fraction form of 7.29.","729/100","Easy","QL-115","ES-006","CP-006"
"Express the given decimal 6.44 as a fraction.","161/25","Medium","QL-107","ES-006","CP-006"
"Express the given decimal 2.861 as a fraction.","2861/1000","Medium","QL-107","ES-006","CP-006"
"Write 5.420 as a fraction in lowest terms.","271/50","Hard","QL-112","ES-006","CP-006"
"Write 4.6 as a fraction in lowest terms.","23/5","Medium","QL-112","ES-006","CP-006"
"Convert the decimal 3.99 to a fraction.","399/100","Medium","QL-106","ES-006","CP-006"
"Change 1.126 into a fraction in simplest form.","563/500","Easy","QL-110","ES-006","CP-006"
"Write 3.599 in fraction form.","3599/1000","Medium","QL-103","ES-006","CP-006"
"Convert 2.896 into a fraction.","362/125","Easy","QL-101","ES-006","CP-006"
"Determine the fraction form of 4.769.","4769/1000","Medium","QL-115","ES-006","CP-006"
"The fractional form of 2.36 is:","59/25","Medium","QL-111","ES-006","CP-006"
"Change 5.131 into a fraction.","5131/1000","Easy","QL-104","ES-006","CP-006"
"Express 3.5 as a fraction.","7/2","Hard","QL-102","ES-006","CP-006"
"Write 2.39 in fraction form.","239/100","Easy","QL-103","ES-006","CP-006"
"Write 5.3 in fraction form.","53/10","Easy","QL-103","ES-006","CP-006"
"Find the fraction form of 4.08.","102/25","Medium","QL-105","ES-006","CP-006"
"Find the fraction form of 3.585.","717/200","Easy","QL-105","ES-006","CP-006"
"Find the simplest fraction equivalent of 0.748.","187/250","Easy","QL-114","ES-006","CP-006"
"Determine the fraction form of 4.05.","81/20","Hard","QL-115","ES-006","CP-006"
"Change 4.52 into a fraction.","113/25","Medium","QL-104","ES-006","CP-006"
"Change 2.27 into a fraction.","227/100","Medium","QL-104","ES-006","CP-006"
"Express 6.7 as a rational number.","67/10","Easy","QL-113","ES-006","CP-006"
"Find the simplest fraction equivalent of 4.143.","4143/1000","Hard","QL-114","ES-006","CP-006"
"Find the simplest fraction equivalent of 1.88.","47/25","Hard","QL-114","ES-006","CP-006"
"Write 5.617 in fraction form.","5617/1000","Hard","QL-103","ES-006","CP-006"
"Find the fraction equal to 2.05.","41/20","Medium","QL-109","ES-006","CP-006"
"Convert the decimal 2.228 to a fraction.","557/250","Medium","QL-106","ES-006","CP-006"
"Determine the fraction form of 8.8.","44/5","Medium","QL-115","ES-006","CP-006"
"Write 0.12 in fraction form.","3/25","Medium","QL-103","ES-006","CP-006"
"Write the fractional equivalent of 8.775.","351/40","Medium","QL-108","ES-006","CP-006"
"Find the fraction form of 7.808.","976/125","Easy","QL-105","ES-006","CP-006"
"The fractional form of 3.597 is:","3597/1000","Medium","QL-111","ES-006","CP-006"
"Express 2.110 as a rational number.","211/100","Easy","QL-113","ES-006","CP-006"
"Write 1.45 in fraction form.","29/20","Hard","QL-103","ES-006","CP-006"
"Write 5.5 in fraction form.","11/2","Hard","QL-103","ES-006","CP-006"
"Write 6.50 as a fraction in lowest terms.","13/2","Medium","QL-112","ES-006","CP-006"
"The fractional form of 6.85 is:","137/20","Medium","QL-111","ES-006","CP-006"
"Express 0.1 as a fraction.","1/10","Easy","QL-102","ES-006","CP-006"
"Express 4.75 as a rational number.","19/4","Medium","QL-113","ES-006","CP-006"
"Express 7.10 as a rational number.","71/10","Easy","QL-113","ES-006","CP-006"
"The fractional form of 5.8 is:","29/5","Medium","QL-111","ES-006","CP-006"
"Find the fraction form of 8.3.","83/10","Medium","QL-105","ES-006","CP-006"
"Find the fraction equal to 8.55.","171/20","Medium","QL-109","ES-006","CP-006"
"Change 1.960 into a fraction.","49/25","Hard","QL-104","ES-006","CP-006"
"Find the fraction form of 1.77.","177/100","Hard","QL-105","ES-006","CP-006"
"Convert 2.43 into a fraction.","243/100","Hard","QL-101","ES-006","CP-006"
"Write 4.346 as a fraction in lowest terms.","2173/500","Hard","QL-112","ES-006","CP-006"
"Find the fraction equal to 4.0.","4","Medium","QL-109","ES-006","CP-006"
"Change 4.468 into a fraction in simplest form.","1117/250","Hard","QL-110","ES-006","CP-006"
"The fractional form of 3.15 is:","63/20","Easy","QL-111","ES-006","CP-006"
"Express 7.006 as a rational number.","3503/500","Medium","QL-113","ES-006","CP-006"
"Write the fractional equivalent of 1.999.","1999/1000","Easy","QL-108","ES-006","CP-006"
"Change 6.672 into a fraction in simplest form.","834/125","Easy","QL-110","ES-006","CP-006"
"Convert the decimal 4.321 to a fraction.","4321/1000","Easy","QL-106","ES-006","CP-006"
"Change 1.1 into a fraction in simplest form.","11/10","Medium","QL-110","ES-006","CP-006"
"The fractional form of 7.6 is:","38/5","Easy","QL-111","ES-006","CP-006"
"Express 1.16 as a rational number.","29/25","Medium","QL-113","ES-006","CP-006"
"Write the fractional equivalent of 5.09.","509/100","Easy","QL-108","ES-006","CP-006"
"Change 6.82 into a fraction in simplest form.","341/50","Medium","QL-110","ES-006","CP-006"
"Convert 0.4 into a fraction.","2/5","Hard","QL-101","ES-006","CP-006"
"Write 6.442 as a fraction in lowest terms.","3221/500","Easy","QL-112","ES-006","CP-006"
"Find the fraction equal to 6.659.","6659/1000","Medium","QL-109","ES-006","CP-006"
"Find the fraction equal to 1.268.","317/250","Hard","QL-109","ES-006","CP-006"
"Express 0.31 as a fraction.","31/100","Medium","QL-102","ES-006","CP-006"
"Change 2.40 into a fraction.","12/5","Easy","QL-104","ES-006","CP-006"
"Determine the fraction form of 5.66.","283/50","Easy","QL-115","ES-006","CP-006"
"Express 1.139 as a fraction.","1139/1000","Medium","QL-102","ES-006","CP-006"
"Find the fraction equal to 7.44.","186/25","Hard","QL-109","ES-006","CP-006"
"Express 6.2 as a rational number.","31/5","Hard","QL-113","ES-006","CP-006"
"Find the simplest fraction equivalent of 7.9.","79/10","Medium","QL-114","ES-006","CP-006"
"Convert 4.8 into a fraction.","24/5","Easy","QL-101","ES-006","CP-006"
"Write the fractional equivalent of 0.838.","419/500","Medium","QL-108","ES-006","CP-006"
"Change 1.11 into a fraction.","111/100","Hard","QL-104","ES-006","CP-006"
"Express 5.1 as a rational number.","51/10","Hard","QL-113","ES-006","CP-006"
"The fractional form of 4.2 is:","21/5","Hard","QL-111","ES-006","CP-006"
"Write 2.0 as a fraction in lowest terms.","2","Medium","QL-112","ES-006","CP-006"
"Find the fraction equal to 5.084.","1271/250","Easy","QL-109","ES-006","CP-006"
"Determine the fraction form of 1.2.","6/5","Easy","QL-115","ES-006","CP-006"
"Express 1.68 as a fraction.","42/25","Easy","QL-102","ES-006","CP-006"
"The fractional form of 8.0 is:","8","Easy","QL-111","ES-006","CP-006"
"Write the fractional equivalent of 5.1.","51/10","Hard","QL-108","ES-006","CP-006"
"Write 4.63 as a fraction in lowest terms.","463/100","Easy","QL-112","ES-006","CP-006"
"Write 8.206 in fraction form.","4103/500","Medium","QL-103","ES-006","CP-006"
"Express 0.65 as a rational number.","13/20","Hard","QL-113","ES-006","CP-006"
"Express 7.124 as a fraction.","1781/250","Medium","QL-102","ES-006","CP-006"
"Write the fractional equivalent of 2.3.","23/10","Medium","QL-108","ES-006","CP-006"
"Change 8.71 into a fraction in simplest form.","871/100","Medium","QL-110","ES-006","CP-006"
"Convert 1.58 into a fraction.","79/50","Hard","QL-101","ES-006","CP-006"
"Find the simplest fraction equivalent of 2.387.","2387/1000","Medium","QL-114","ES-006","CP-006"
"Find the fraction form of 7.88.","197/25","Easy","QL-105","ES-006","CP-006"
"Write 4.6 in fraction form.","23/5","Medium","QL-103","ES-006","CP-006"
"The fractional form of 2.3 is:","23/10","Easy","QL-111","ES-006","CP-006"
"Express 7.01 as a rational number.","701/100","Medium","QL-113","ES-006","CP-006"
"Find the fraction equal to 7.186.","3593/500","Easy","QL-109","ES-006","CP-006"
"Express 2.31 as a rational number.","231/100","Medium","QL-113","ES-006","CP-006"
"Express the given decimal 7.4 as a fraction.","37/5","Easy","QL-107","ES-006","CP-006"
"Express the given decimal 8.56 as a fraction.","214/25","Easy","QL-107","ES-006","CP-006"
"Determine the fraction form of 5.603.","5603/1000","Hard","QL-115","ES-006","CP-006"
"Express 5.092 as a rational number.","1273/250","Easy","QL-113","ES-006","CP-006"
"Express 5.19 as a fraction.","519/100","Medium","QL-102","ES-006","CP-006"
"Change 8.64 into a fraction.","216/25","Medium","QL-104","ES-006","CP-006"
"Convert 3.151 into a fraction.","3151/1000","Medium","QL-101","ES-006","CP-006"
"Write 3.3 as a fraction in lowest terms.","33/10","Easy","QL-112","ES-006","CP-006"
"Find the simplest fraction equivalent of 8.0.","8","Hard","QL-114","ES-006","CP-006"
"Write 3.64 as a fraction in lowest terms.","91/25","Hard","QL-112","ES-006","CP-006"
"Write 5.14 in fraction form.","257/50","Medium","QL-103","ES-006","CP-006"
"Express the given decimal 7.0 as a fraction.","7","Hard","QL-107","ES-006","CP-006"
"Find the simplest fraction equivalent of 8.7.","87/10","Medium","QL-114","ES-006","CP-006"
"Write the fractional equivalent of 7.23.","723/100","Easy","QL-108","ES-006","CP-006"
"Change 2.5 into a fraction.","5/2","Easy","QL-104","ES-006","CP-006"
"Write the fractional equivalent of 4.69.","469/100","Medium","QL-108","ES-006","CP-006"
"Express 3.322 as a rational number.","1661/500","Easy","QL-113","ES-006","CP-006"
"The fractional form of 1.6 is:","8/5","Easy","QL-111","ES-006","CP-006"
"The fractional form of 4.160 is:","104/25","Easy","QL-111","ES-006","CP-006"
"Express the given decimal 6.959 as a fraction.","6959/1000","Hard","QL-107","ES-006","CP-006"
"Find the fraction equal to 3.09.","309/100","Easy","QL-109","ES-006","CP-006"
"Find the fraction form of 1.38.","69/50","Easy","QL-105","ES-006","CP-006"
"Change 5.501 into a fraction in simplest form.","5501/1000","Easy","QL-110","ES-006","CP-006"
"Find the simplest fraction equivalent of 6.80.","34/5","Medium","QL-114","ES-006","CP-006"
"Change 0.37 into a fraction in simplest form.","37/100","Hard","QL-110","ES-006","CP-006"
"Change 8.3 into a fraction in simplest form.","83/10","Easy","QL-110","ES-006","CP-006"
"Express 2.313 as a fraction.","2313/1000","Easy","QL-102","ES-006","CP-006"
"Express 7.3 as a rational number.","73/10","Medium","QL-113","ES-006","CP-006"
"Express 3.37 as a rational number.","337/100","Medium","QL-113","ES-006","CP-006"
"Find the simplest fraction equivalent of 3.02.","151/50","Easy","QL-114","ES-006","CP-006"
"Express the given decimal 5.20 as a fraction.","26/5","Hard","QL-107","ES-006","CP-006"
"Express 0.59 as a fraction.","59/100","Hard","QL-102","ES-006","CP-006"
"Determine the fraction form of 5.02.","251/50","Medium","QL-115","ES-006","CP-006"
"Express 5.287 as a rational number.","5287/1000","Medium","QL-113","ES-006","CP-006"
"Write the fractional equivalent of 3.9.","39/10","Medium","QL-108","ES-006","CP-006"
"Change 1.47 into a fraction in simplest form.","147/100","Easy","QL-110","ES-006","CP-006"
"Convert 2.964 into a fraction.","741/250","Easy","QL-101","ES-006","CP-006"
"Convert 8.37 into a fraction.","837/100","Easy","QL-101","ES-006","CP-006"
"Express 0.5 as a rational number.","1/2","Easy","QL-113","ES-006","CP-006"
"Express 3.021 as a rational number.","3021/1000","Hard","QL-113","ES-006","CP-006"
"Convert 6.997 into a fraction.","6997/1000","Easy","QL-101","ES-006","CP-006"
"Find the simplest fraction equivalent of 5.918.","2959/500","Medium","QL-114","ES-006","CP-006"
"Express 4.2 as a rational number.","21/5","Medium","QL-113","ES-006","CP-006"
"The fractional form of 0.7 is:","7/10","Easy","QL-111","ES-006","CP-006"
"Express 5.2 as a fraction.","26/5","Medium","QL-102","ES-006","CP-006"
"Express 5.36 as a rational number.","134/25","Easy","QL-113","ES-006","CP-006"
"Convert 8.09 into a fraction.","809/100","Easy","QL-101","ES-006","CP-006"
