"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Divisor","Remainder","Quotient","Dividend","Lower Bound","Upper Bound"
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:193","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 85

Quotient = 6

Remainder = 1","14","Rearrange the division formula and simplify.

Answer:

14","14","1","6","85","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:194","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 2772, quotient = 308, and remainder = 0.","9","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

9","9","0","308","2772","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:195","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 1815

Quotient = 47

Remainder = 29","38","Rearrange the division formula and simplify.

Answer:

38","38","29","47","1815","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:196","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 7651 gives quotient 231 and remainder 28. Determine the divisor.","33","Rearrange the division formula and simplify.

Answer:

33","33","28","231","7651","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:197","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 195, quotient = 32, and remainder = 3.","6","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

6","6","3","32","195","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:198","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 703

Quotient = 140

Remainder = 3","5","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

5","5","3","140","703","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:199","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 271 gives quotient 22 and remainder 7. Determine the divisor.","12","Rearrange the division formula and simplify.

Answer:

12","12","7","22","271","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:200","CP-006","Hard","Missing Component","QL-019","ES-004","A dividend 4140 gives quotient 1035 and remainder 0. Determine the divisor.","4","Rearrange the division formula and simplify.

Answer:

4","4","0","1035","4140","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:201","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 4987

Quotient = 166

Remainder = 7","30","Rearrange the division formula and simplify.

Answer:

30","30","7","166","4987","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:202","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 6558

Quotient = 312

Remainder = 6","21","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

21","21","6","312","6558","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:203","CP-006","Easy","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 845

Quotient = 44

Remainder = 9","19","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

19","19","9","44","845","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:204","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 196, quotient = 11, and remainder = 9.","17","Rearrange the division formula and simplify.

Answer:

17","17","9","11","196","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:205","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 360

Quotient = 51

Remainder = 3","7","Rearrange the division formula and simplify.

Answer:

7","7","3","51","360","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:206","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 2867, quotient = 318, and remainder = 5.","9","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

9","9","5","318","2867","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:207","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 116, quotient = 6, and remainder = 14.","17","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

17","17","14","6","116","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:208","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 265

Quotient = 17

Remainder = 10","15","Rearrange the division formula and simplify.

Answer:

15","15","10","17","265","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:209","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 38 gives quotient 2 and remainder 0. Determine the divisor.","19","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

19","19","0","2","38","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:210","CP-006","Hard","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 178179

Quotient = 4688

Remainder = 35","38","Rearrange the division formula and simplify.

Answer:

38","38","35","4688","178179","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:211","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 32 gives quotient 3 and remainder 2. Determine the divisor.","10","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

10","10","2","3","32","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:212","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 1299, quotient = 92, and remainder = 11.","14","Rearrange the division formula and simplify.

Answer:

14","14","11","92","1299","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:213","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 856, quotient = 45, and remainder = 1.","19","Rearrange the division formula and simplify.

Answer:

19","19","1","45","856","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:214","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 5619, quotient = 401, and remainder = 5.","14","Rearrange the division formula and simplify.

Answer:

14","14","5","401","5619","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:215","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 16706 gives quotient 379 and remainder 30. Determine the divisor.","44","Rearrange the division formula and simplify.

Answer:

44","44","30","379","16706","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:216","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 728, quotient = 242, and remainder = 2.","3","Rearrange the division formula and simplify.

Answer:

3","3","2","242","728","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:217","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 3036, quotient = 77, and remainder = 33.","39","Rearrange the division formula and simplify.

Answer:

39","39","33","77","3036","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:218","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 5968

Quotient = 170

Remainder = 18","35","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

35","35","18","170","5968","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:219","CP-006","Hard","Missing Component","QL-019","ES-004","A dividend 118067 gives quotient 2071 and remainder 20. Determine the divisor.","57","Rearrange the division formula and simplify.

Answer:

57","57","20","2071","118067","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:220","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 6354

Quotient = 264

Remainder = 18","24","Rearrange the division formula and simplify.

Answer:

24","24","18","264","6354","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:221","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 13635, quotient = 439, and remainder = 26.","31","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

31","31","26","439","13635","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:222","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 5186

Quotient = 152

Remainder = 18","34","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

34","34","18","152","5186","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:223","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 12783

Quotient = 311

Remainder = 32","41","Rearrange the division formula and simplify.

Answer:

41","41","32","311","12783","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:224","CP-006","Hard","Missing Component","QL-019","ES-004","A dividend 349734 gives quotient 3974 and remainder 22. Determine the divisor.","88","Rearrange the division formula and simplify.

Answer:

88","88","22","3974","349734","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:225","CP-006","Hard","Missing Component","QL-019","ES-003","A dividend 97033 gives quotient 2310 and remainder 13. Determine the divisor.","42","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

42","42","13","2310","97033","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:226","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 4844 gives quotient 302 and remainder 12. Determine the divisor.","16","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

16","16","12","302","4844","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:227","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 525

Quotient = 105

Remainder = 0","5","Rearrange the division formula and simplify.

Answer:

5","5","0","105","525","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:228","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 54, quotient = 27, and remainder = 0.","2","Rearrange the division formula and simplify.

Answer:

2","2","0","27","54","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:229","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 7799

Quotient = 159

Remainder = 8","49","Rearrange the division formula and simplify.

Answer:

49","49","8","159","7799","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:230","CP-006","Hard","Missing Component","QL-018","ES-004","Find the divisor if dividend = 78491, quotient = 1286, and remainder = 45.","61","Rearrange the division formula and simplify.

Answer:

61","61","45","1286","78491","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:231","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 500

Quotient = 25

Remainder = 0","20","Rearrange the division formula and simplify.

Answer:

20","20","0","25","500","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:232","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 6725 gives quotient 140 and remainder 5. Determine the divisor.","48","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

48","48","5","140","6725","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:233","CP-006","Hard","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 32040

Quotient = 1780

Remainder = 0","18","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

18","18","0","1780","32040","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:234","CP-006","Hard","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 254819

Quotient = 3107

Remainder = 45","82","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

82","82","45","3107","254819","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:235","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 9422, quotient = 448, and remainder = 14.","21","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

21","21","14","448","9422","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:236","CP-006","Hard","Missing Component","QL-018","ES-003","Find the divisor if dividend = 82134, quotient = 1392, and remainder = 6.","59","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

59","59","6","1392","82134","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:237","CP-006","Hard","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 273742

Quotient = 4025

Remainder = 42","68","Rearrange the division formula and simplify.

Answer:

68","68","42","4025","273742","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:238","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 167 gives quotient 12 and remainder 11. Determine the divisor.","13","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

13","13","11","12","167","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:239","CP-006","Hard","Missing Component","QL-018","ES-004","Find the divisor if dividend = 90452, quotient = 2261, and remainder = 12.","40","Rearrange the division formula and simplify.

Answer:

40","40","12","2261","90452","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:240","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 252, quotient = 42, and remainder = 0.","6","Rearrange the division formula and simplify.

Answer:

6","6","0","42","252","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:241","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 6521 gives quotient 144 and remainder 41. Determine the divisor.","45","Rearrange the division formula and simplify.

Answer:

45","45","41","144","6521","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:242","CP-006","Hard","Missing Component","QL-019","ES-003","A dividend 18846 gives quotient 241 and remainder 48. Determine the divisor.","78","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

78","78","48","241","18846","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:243","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 221

Quotient = 18

Remainder = 5","12","Rearrange the division formula and simplify.

Answer:

12","12","5","18","221","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:244","CP-006","Hard","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 447840

Quotient = 4665

Remainder = 0","96","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

96","96","0","4665","447840","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:245","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 61 gives quotient 12 and remainder 1. Determine the divisor.","5","Rearrange the division formula and simplify.

Answer:

5","5","1","12","61","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:246","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 696 gives quotient 49 and remainder 10. Determine the divisor.","14","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

14","14","10","49","696","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:247","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 2729, quotient = 341, and remainder = 1.","8","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

8","8","1","341","2729","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:248","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 588

Quotient = 29

Remainder = 8","20","Rearrange the division formula and simplify.

Answer:

20","20","8","29","588","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:249","CP-006","Easy","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 271

Quotient = 30

Remainder = 1","9","Rearrange the division formula and simplify.

Answer:

9","9","1","30","271","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:250","CP-006","Hard","Missing Component","QL-018","ES-004","Find the divisor if dividend = 35711, quotient = 615, and remainder = 41.","58","Rearrange the division formula and simplify.

Answer:

58","58","41","615","35711","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:251","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 298, quotient = 33, and remainder = 1.","9","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

9","9","1","33","298","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:252","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 13854

Quotient = 337

Remainder = 37","41","Rearrange the division formula and simplify.

Answer:

41","41","37","337","13854","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:253","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 10722

Quotient = 255

Remainder = 12","42","Rearrange the division formula and simplify.

Answer:

42","42","12","255","10722","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:254","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 1441, quotient = 180, and remainder = 1.","8","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

8","8","1","180","1441","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:255","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 10862, quotient = 217, and remainder = 12.","50","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

50","50","12","217","10862","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:256","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 1483

Quotient = 52

Remainder = 27","28","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

28","28","27","52","1483","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:257","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 4227, quotient = 384, and remainder = 3.","11","Rearrange the division formula and simplify.

Answer:

11","11","3","384","4227","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:258","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 6909

Quotient = 431

Remainder = 13","16","Rearrange the division formula and simplify.

Answer:

16","16","13","431","6909","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:259","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 857, quotient = 45, and remainder = 2.","19","Rearrange the division formula and simplify.

Answer:

19","19","2","45","857","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:260","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 5952

Quotient = 425

Remainder = 2","14","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

14","14","2","425","5952","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:261","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 151, quotient = 16, and remainder = 7.","9","Rearrange the division formula and simplify.

Answer:

9","9","7","16","151","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:262","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 692 gives quotient 43 and remainder 4. Determine the divisor.","16","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

16","16","4","43","692","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:263","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 154, quotient = 10, and remainder = 4.","15","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

15","15","4","10","154","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:264","CP-006","Hard","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 39128

Quotient = 1778

Remainder = 12","22","Rearrange the division formula and simplify.

Answer:

22","22","12","1778","39128","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:265","CP-006","Medium","Missing Component","QL-019","ES-004","A dividend 14909 gives quotient 414 and remainder 5. Determine the divisor.","36","Rearrange the division formula and simplify.

Answer:

36","36","5","414","14909","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:266","CP-006","Hard","Missing Component","QL-019","ES-003","A dividend 20076 gives quotient 1673 and remainder 0. Determine the divisor.","12","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

12","12","0","1673","20076","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:267","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 119, quotient = 14, and remainder = 7.","8","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

8","8","7","14","119","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:268","CP-006","Hard","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 15766

Quotient = 194

Remainder = 52","81","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

81","81","52","194","15766","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:269","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 10677

Quotient = 427

Remainder = 2","25","Rearrange the division formula and simplify.

Answer:

25","25","2","427","10677","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:270","CP-006","Medium","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 1501

Quotient = 79

Remainder = 0","19","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

19","19","0","79","1501","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:271","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 538, quotient = 29, and remainder = 16.","18","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

18","18","16","29","538","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:272","CP-006","Medium","Missing Component","QL-018","ES-004","Find the divisor if dividend = 452, quotient = 50, and remainder = 2.","9","Rearrange the division formula and simplify.

Answer:

9","9","2","50","452","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:273","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 352, quotient = 35, and remainder = 2.","10","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

10","10","2","35","352","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:274","CP-006","Hard","Missing Component","QL-020","ES-003","Divisor = ?

Dividend = 27921

Quotient = 423

Remainder = 3","66","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

66","66","3","423","27921","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:275","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 154 gives quotient 11 and remainder 11. Determine the divisor.","13","Rearrange the division formula and simplify.

Answer:

13","13","11","11","154","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:276","CP-006","Medium","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 9693

Quotient = 387

Remainder = 18","25","Rearrange the division formula and simplify.

Answer:

25","25","18","387","9693","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:277","CP-006","Easy","Missing Component","QL-019","ES-003","A dividend 826 gives quotient 45 and remainder 16. Determine the divisor.","18","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

18","18","16","45","826","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:278","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 455, quotient = 30, and remainder = 5.","15","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

15","15","5","30","455","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:279","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 70, quotient = 35, and remainder = 0.","2","Rearrange the division formula and simplify.

Answer:

2","2","0","35","70","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:280","CP-006","Easy","Missing Component","QL-018","ES-004","Find the divisor if dividend = 232, quotient = 29, and remainder = 0.","8","Rearrange the division formula and simplify.

Answer:

8","8","0","29","232","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:281","CP-006","Hard","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 304575

Quotient = 4351

Remainder = 5","70","Rearrange the division formula and simplify.

Answer:

70","70","5","4351","304575","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:282","CP-006","Hard","Missing Component","QL-019","ES-003","A dividend 19146 gives quotient 368 and remainder 10. Determine the divisor.","52","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

52","52","10","368","19146","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:283","CP-006","Hard","Missing Component","QL-020","ES-004","Divisor = ?

Dividend = 132743

Quotient = 3087

Remainder = 2","43","Rearrange the division formula and simplify.

Answer:

43","43","2","3087","132743","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:284","CP-006","Easy","Missing Component","QL-019","ES-004","A dividend 6 gives quotient 1 and remainder 0. Determine the divisor.","6","Rearrange the division formula and simplify.

Answer:

6","6","0","1","6","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:285","CP-006","Medium","Missing Component","QL-018","ES-003","Find the divisor if dividend = 13235, quotient = 357, and remainder = 26.","37","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

37","37","26","357","13235","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:286","CP-006","Hard","Missing Component","QL-019","ES-004","A dividend 6048 gives quotient 3024 and remainder 0. Determine the divisor.","2","Rearrange the division formula and simplify.

Answer:

2","2","0","3024","6048","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:287","CP-006","Medium","Missing Component","QL-019","ES-003","A dividend 4117 gives quotient 187 and remainder 3. Determine the divisor.","22","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

22","22","3","187","4117","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:288","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 884, quotient = 49, and remainder = 2.","18","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

18","18","2","49","884","",""
"NS-REM-002:CP-006:NS-REM-002-HUMAN-REVIEW-500:CP-006:289","CP-006","Easy","Missing Component","QL-018","ES-003","Find the divisor if dividend = 73, quotient = 36, and remainder = 1.","2","Use Dividend = Divisor * Quotient + Remainder.

Substitute the known values.

Answer:

2","2","1","36","73","",""
