Chapter,Question ID,CP,QL ID,Natural Language,Exam Realism,Mathematical Clarity,Context Quality,Diversity,MCQ Readiness,Explanation Alignment,Overall Rating,Editorial Comments
PCT-003,PCT-CP-010:PCT-QL-020:PCT-003:en:259,PCT-CP-010,PCT-QL-020,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-008:PCT-003:en:453,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-008:PCT-003:en:433,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-001:PCT-QL-002:PCT-003:en:330,PCT-CP-001,PCT-QL-002,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-005:PCT-003:en:282,PCT-CP-003,PCT-QL-005,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-002:PCT-QL-003:PCT-003:en:361,PCT-CP-002,PCT-QL-003,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-019:PCT-003:en:249,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-005:PCT-003:en:222,PCT-CP-003,PCT-QL-005,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-005:PCT-QL-010:PCT-003:en:14,PCT-CP-005,PCT-QL-010,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-006:PCT-003:en:92,PCT-CP-003,PCT-QL-006,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-020:PCT-003:en:239,PCT-CP-010,PCT-QL-020,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-009:PCT-QL-018:PCT-003:en:398,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-001:PCT-QL-001:PCT-003:en:220,PCT-CP-001,PCT-QL-001,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-011:PCT-003:en:205,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-008:PCT-003:en:313,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-010:PCT-QL-019:PCT-003:en:429,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-008:PCT-QL-016:PCT-003:en:377,PCT-CP-008,PCT-QL-016,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-003,PCT-CP-005:PCT-QL-009:PCT-003:en:264,PCT-CP-005,PCT-QL-009,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-008:PCT-QL-015:PCT-003:en:327,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-008:PCT-QL-015:PCT-003:en:347,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-005:PCT-QL-010:PCT-003:en:114,PCT-CP-005,PCT-QL-010,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-011:PCT-003:en:445,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-006:PCT-003:en:312,PCT-CP-003,PCT-QL-006,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-004:PCT-QL-008:PCT-003:en:493,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-006:PCT-QL-012:PCT-003:en:175,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-006:PCT-003:en:72,PCT-CP-003,PCT-QL-006,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-007:PCT-QL-013:PCT-003:en:226,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-003,PCT-CP-003:PCT-QL-005:PCT-003:en:342,PCT-CP-003,PCT-QL-005,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-019:PCT-004:en:49,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-005:PCT-QL-009:PCT-004:en:284,PCT-CP-005,PCT-QL-009,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-012:PCT-004:en:335,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-003:PCT-QL-005:PCT-004:en:302,PCT-CP-003,PCT-QL-005,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-006:PCT-QL-012:PCT-004:en:295,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-002:PCT-QL-003:PCT-004:en:141,PCT-CP-002,PCT-QL-003,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-019:PCT-004:en:69,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-004:PCT-QL-008:PCT-004:en:33,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-012:PCT-004:en:355,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-008:PCT-QL-015:PCT-004:en:227,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-011:PCT-004:en:65,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-005:PCT-QL-009:PCT-004:en:124,PCT-CP-005,PCT-QL-009,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-007:PCT-QL-013:PCT-004:en:226,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-002:PCT-QL-004:PCT-004:en:451,PCT-CP-002,PCT-QL-004,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-018:PCT-004:en:378,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-007:PCT-QL-013:PCT-004:en:386,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-001:PCT-QL-002:PCT-004:en:370,PCT-CP-001,PCT-QL-002,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-002:PCT-QL-004:PCT-004:en:211,PCT-CP-002,PCT-QL-004,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-008:PCT-QL-015:PCT-004:en:147,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-008:PCT-QL-015:PCT-004:en:187,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-004:PCT-QL-008:PCT-004:en:473,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-018:PCT-004:en:318,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-018:PCT-004:en:398,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-020:PCT-004:en:359,PCT-CP-010,PCT-QL-020,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-002:PCT-QL-003:PCT-004:en:441,PCT-CP-002,PCT-QL-003,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-017:PCT-004:en:488,PCT-CP-009,PCT-QL-017,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-017:PCT-004:en:408,PCT-CP-009,PCT-QL-017,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-003:PCT-QL-006:PCT-004:en:132,PCT-CP-003,PCT-QL-006,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-002:PCT-QL-004:PCT-004:en:391,PCT-CP-002,PCT-QL-004,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-005:PCT-QL-009:PCT-004:en:24,PCT-CP-005,PCT-QL-009,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-005:PCT-QL-009:PCT-004:en:64,PCT-CP-005,PCT-QL-009,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-018:PCT-004:en:58,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-005:PCT-QL-010:PCT-004:en:14,PCT-CP-005,PCT-QL-010,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-020:PCT-004:en:339,PCT-CP-010,PCT-QL-020,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-009:PCT-QL-017:PCT-004:en:468,PCT-CP-009,PCT-QL-017,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-019:PCT-004:en:169,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-002:PCT-QL-003:PCT-004:en:41,PCT-CP-002,PCT-QL-003,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-012:PCT-004:en:375,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-007:PCT-QL-014:PCT-004:en:16,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-008:PCT-QL-016:PCT-004:en:277,PCT-CP-008,PCT-QL-016,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-007:PCT-QL-014:PCT-004:en:76,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-001:PCT-QL-002:PCT-004:en:170,PCT-CP-001,PCT-QL-002,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-018:PCT-004:en:78,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-003:PCT-QL-005:PCT-004:en:382,PCT-CP-003,PCT-QL-005,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-005:PCT-QL-009:PCT-004:en:104,PCT-CP-005,PCT-QL-009,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-003:PCT-QL-005:PCT-004:en:322,PCT-CP-003,PCT-QL-005,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-005:PCT-QL-010:PCT-004:en:74,PCT-CP-005,PCT-QL-010,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-020:PCT-004:en:319,PCT-CP-010,PCT-QL-020,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-009:PCT-QL-017:PCT-004:en:448,PCT-CP-009,PCT-QL-017,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-002:PCT-QL-004:PCT-004:en:271,PCT-CP-002,PCT-QL-004,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-004:PCT-QL-008:PCT-004:en:13,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-019:PCT-004:en:189,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-019:PCT-004:en:109,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-007:PCT-QL-013:PCT-004:en:326,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-007:PCT-QL-013:PCT-004:en:346,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-012:PCT-004:en:435,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-008:PCT-QL-015:PCT-004:en:167,PCT-CP-008,PCT-QL-015,4,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-020:PCT-004:en:499,PCT-CP-010,PCT-QL-020,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-010:PCT-QL-020:PCT-004:en:419,PCT-CP-010,PCT-QL-020,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-006:PCT-QL-011:PCT-004:en:5,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-005:PCT-QL-009:PCT-004:en:84,PCT-CP-005,PCT-QL-009,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-011:PCT-004:en:345,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-017:PCT-004:en:68,PCT-CP-009,PCT-QL-017,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-007:PCT-QL-014:PCT-004:en:476,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-002:PCT-QL-004:PCT-004:en:171,PCT-CP-002,PCT-QL-004,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-003:PCT-QL-005:PCT-004:en:242,PCT-CP-003,PCT-QL-005,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-003:PCT-QL-006:PCT-004:en:112,PCT-CP-003,PCT-QL-006,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-001:PCT-QL-001:PCT-004:en:360,PCT-CP-001,PCT-QL-001,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-020:PCT-004:en:479,PCT-CP-010,PCT-QL-020,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-003:PCT-QL-006:PCT-004:en:292,PCT-CP-003,PCT-QL-006,5,5,5,5,4,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-001:PCT-QL-002:PCT-004:en:110,PCT-CP-001,PCT-QL-002,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-011:PCT-004:en:325,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-005:PCT-QL-010:PCT-004:en:114,PCT-CP-005,PCT-QL-010,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-017:PCT-004:en:88,PCT-CP-009,PCT-QL-017,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-002:PCT-QL-003:PCT-004:en:461,PCT-CP-002,PCT-QL-003,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-002:PCT-QL-004:PCT-004:en:111,PCT-CP-002,PCT-QL-004,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-018:PCT-004:en:258,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-008:PCT-QL-016:PCT-004:en:257,PCT-CP-008,PCT-QL-016,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-007:PCT-QL-014:PCT-004:en:36,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-007:PCT-QL-014:PCT-004:en:96,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-003:PCT-QL-005:PCT-004:en:62,PCT-CP-003,PCT-QL-005,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-005:PCT-QL-010:PCT-004:en:134,PCT-CP-005,PCT-QL-010,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-005:PCT-QL-010:PCT-004:en:174,PCT-CP-005,PCT-QL-010,5,5,5,5,3,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-019:PCT-004:en:289,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-009:PCT-QL-018:PCT-004:en:238,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-012:PCT-004:en:455,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-012:PCT-004:en:495,PCT-CP-006,PCT-QL-012,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-008:PCT-QL-016:PCT-004:en:357,PCT-CP-008,PCT-QL-016,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-010:PCT-QL-020:PCT-004:en:439,PCT-CP-010,PCT-QL-020,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-010:PCT-QL-019:PCT-004:en:229,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-003:PCT-QL-005:PCT-004:en:462,PCT-CP-003,PCT-QL-005,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-009:PCT-QL-018:PCT-004:en:298,PCT-CP-009,PCT-QL-018,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-003:PCT-QL-005:PCT-004:en:42,PCT-CP-003,PCT-QL-005,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-007:PCT-QL-014:PCT-004:en:496,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-010:PCT-QL-019:PCT-004:en:249,PCT-CP-010,PCT-QL-019,5,5,5,5,3,4,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-004:PCT-QL-008:PCT-004:en:193,PCT-CP-004,PCT-QL-008,5,5,5,5,4,4,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-007:PCT-QL-014:PCT-004:en:356,PCT-CP-007,PCT-QL-014,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-003:PCT-QL-005:PCT-004:en:222,PCT-CP-003,PCT-QL-005,4,2,5,2,3,4,4,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar."
PCT-004,PCT-CP-007:PCT-QL-013:PCT-004:en:166,PCT-CP-007,PCT-QL-013,4,4,4,5,4,5,5,PASS,Reads naturally and feels close to an exam-book stem.
PCT-004,PCT-CP-006:PCT-QL-011:PCT-004:en:205,PCT-CP-006,PCT-QL-011,5,5,5,5,3,5,4,PASS,Reads naturally and feels close to an exam-book stem.
PCT-005,PCT-CP-005:PCT-QL-009:PCT-005:en:204,PCT-CP-005,PCT-QL-009,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:330,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-009:PCT-QL-018:PCT-005:en:158,PCT-CP-009,PCT-QL-018,3,2,3,2,1,3,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. Too much information is packed into one sentence for a one-read solve. The stem is usable, but distractor design would be fairly predictable. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-006:PCT-QL-012:PCT-005:en:115,PCT-CP-006,PCT-QL-012,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-009:PCT-005:en:84,PCT-CP-005,PCT-QL-009,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-003:PCT-QL-005:PCT-005:en:442,PCT-CP-003,PCT-QL-005,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-010:PCT-QL-019:PCT-005:en:369,PCT-CP-010,PCT-QL-019,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-001:PCT-QL-002:PCT-005:en:90,PCT-CP-001,PCT-QL-002,5,5,5,5,1,5,4,NEEDS IMPROVEMENT,Feels too close to neighbouring templates in the same chapter.
PCT-005,PCT-CP-004:PCT-QL-007:PCT-005:en:343,PCT-CP-004,PCT-QL-007,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-009:PCT-005:en:24,PCT-CP-005,PCT-QL-009,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-010:PCT-005:en:494,PCT-CP-005,PCT-QL-010,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-003:PCT-QL-005:PCT-005:en:242,PCT-CP-003,PCT-QL-005,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-006:PCT-QL-011:PCT-005:en:365,PCT-CP-006,PCT-QL-011,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-001:PCT-QL-001:PCT-005:en:220,PCT-CP-001,PCT-QL-001,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-009:PCT-QL-017:PCT-005:en:48,PCT-CP-009,PCT-QL-017,3,2,4,2,1,3,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The stem is usable, but distractor design would be fairly predictable. The explanation works mathematically, but it does not fully echo the stem/context."
PCT-005,PCT-CP-005:PCT-QL-009:PCT-005:en:464,PCT-CP-005,PCT-QL-009,3,2,5,2,1,4,3,REWRITE,"The stem is clear, but the context is generic rather than exam-familiar. Feels too close to neighbouring templates in the same chapter. The explanation works mathematically, but it does not fully echo the stem/context."
