"questionId","qlId","difficulty","context","explanationText","explanationLines","approval","reviewerNotes","status"
"PCT-CP-002:PCT-QL-217:25273","PCT-QL-217","Hard","income","We can use the known percentage of the income to find the required one. | We know that 10% of the income is 150 income. | Because 10% has 10 equal parts, dividing 150 income by 10 gives 1% of the income. | $$1\% = 150\text{ income} \div 10 = 15\text{ income}$$ | The required share is 15% of the income. | Since 1% is one part, multiply its value by 15 to get 15% of the income. | $$15\% = 15\text{ income} \times 15 = 225\text{ income}$$ | This is consistent because 10 copies of the 1% value make 150 income. | $$15\text{ income} \times 10 = 150\text{ income}$$ | This means the required income count is 225 income.","[""We can use the known percentage of the income to find the required one."",""We know that 10% of the income is 150 income."",""Because 10% has 10 equal parts, dividing 150 income by 10 gives 1% of the income. | $$1\\% = 150\\text{ income} \\div 10 = 15\\text{ income}$$"",""The required share is 15% of the income."",""Since 1% is one part, multiply its value by 15 to get 15% of the income. | $$15\\% = 15\\text{ income} \\times 15 = 225\\text{ income}$$"",""This is consistent because 10 copies of the 1% value make 150 income. | $$15\\text{ income} \\times 10 = 150\\text{ income}$$"",""This means the required income count is 225 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25275","PCT-QL-217","Medium","income","We are finding a new percentage of the income. | In this question, 20% of the income stands for 600 income. | Because 20% of the income has 20 equal 1% parts, divide 600 income by 20. | $$1\% = 600\text{ income} \div 20 = 30\text{ income}$$ | Next, use the 1% value to find 25% of the income. | Because 1% is known, multiply its value by 25 to get 25% of the income. | $$25\% = 30\text{ income} \times 25 = 750\text{ income}$$ | Therefore, 25% of the income represents 750 income.","[""We are finding a new percentage of the income."",""In this question, 20% of the income stands for 600 income."",""Because 20% of the income has 20 equal 1% parts, divide 600 income by 20. | $$1\\% = 600\\text{ income} \\div 20 = 30\\text{ income}$$"",""Next, use the 1% value to find 25% of the income."",""Because 1% is known, multiply its value by 25 to get 25% of the income. | $$25\\% = 30\\text{ income} \\times 25 = 750\\text{ income}$$"",""Therefore, 25% of the income represents 750 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25276","PCT-QL-217","Hard","expenditure","We need to move from one percentage of the expenditure to another. | In this question, 25% of the expenditure stands for 500 expenditure. | Because 25% has 25 equal parts, dividing 500 expenditure by 25 gives 1% of the expenditure. | $$1\% = 500\text{ expenditure} \div 25 = 20\text{ expenditure}$$ | Next, use the 1% value to find 30% of the expenditure. | Since 1% is one part, multiply its value by 30 to get 30% of the expenditure. | $$30\% = 20\text{ expenditure} \times 30 = 600\text{ expenditure}$$ | The given relation is recovered when the 1% value is multiplied by 25. | $$20\text{ expenditure} \times 25 = 500\text{ expenditure}$$ | Therefore, 30% of the expenditure represents 600 expenditure.","[""We need to move from one percentage of the expenditure to another."",""In this question, 25% of the expenditure stands for 500 expenditure."",""Because 25% has 25 equal parts, dividing 500 expenditure by 25 gives 1% of the expenditure. | $$1\\% = 500\\text{ expenditure} \\div 25 = 20\\text{ expenditure}$$"",""Next, use the 1% value to find 30% of the expenditure."",""Since 1% is one part, multiply its value by 30 to get 30% of the expenditure. | $$30\\% = 20\\text{ expenditure} \\times 30 = 600\\text{ expenditure}$$"",""The given relation is recovered when the 1% value is multiplied by 25. | $$20\\text{ expenditure} \\times 25 = 500\\text{ expenditure}$$"",""Therefore, 30% of the expenditure represents 600 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25300","PCT-QL-217","Hard","income","We are comparing two percentages of the income. | In this question, 50% of the income stands for 500 income. | Because 50% has 50 equal parts, dividing 500 income by 50 gives 1% of the income. | $$1\% = 500\text{ income} \div 50 = 10\text{ income}$$ | Next, use the 1% value to find 30% of the income. | Since 1% is one part, multiply its value by 30 to get 30% of the income. | $$30\% = 10\text{ income} \times 30 = 300\text{ income}$$ | The given relation is recovered when the 1% value is multiplied by 50. | $$10\text{ income} \times 50 = 500\text{ income}$$ | Therefore, 30% of the income represents 300 income.","[""We are comparing two percentages of the income."",""In this question, 50% of the income stands for 500 income."",""Because 50% has 50 equal parts, dividing 500 income by 50 gives 1% of the income. | $$1\\% = 500\\text{ income} \\div 50 = 10\\text{ income}$$"",""Next, use the 1% value to find 30% of the income."",""Since 1% is one part, multiply its value by 30 to get 30% of the income. | $$30\\% = 10\\text{ income} \\times 30 = 300\\text{ income}$$"",""The given relation is recovered when the 1% value is multiplied by 50. | $$10\\text{ income} \\times 50 = 500\\text{ income}$$"",""Therefore, 30% of the income represents 300 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25301","PCT-QL-217","Easy","saving","We can use the known percentage of the saving to find the required one. | We know that 20% of the saving is 400 saving. | Because 20% of the saving has 20 equal 1% parts, divide 400 saving by 20. | $$1\% = 400\text{ saving} \div 20 = 20\text{ saving}$$ | The required share is 40% of the saving. | Use the 1% value 40 times to get 40% of the saving. | $$40\% = 20\text{ saving} \times 40 = 800\text{ saving}$$ | This means the required saving count is 800 saving.","[""We can use the known percentage of the saving to find the required one."",""We know that 20% of the saving is 400 saving."",""Because 20% of the saving has 20 equal 1% parts, divide 400 saving by 20. | $$1\\% = 400\\text{ saving} \\div 20 = 20\\text{ saving}$$"",""The required share is 40% of the saving."",""Use the 1% value 40 times to get 40% of the saving. | $$40\\% = 20\\text{ saving} \\times 40 = 800\\text{ saving}$$"",""This means the required saving count is 800 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25302","PCT-QL-217","Medium","salary","We need to move from one percentage of the salary to another. | 25% of the salary equals 300 salary. | Because 25% of the salary has 25 equal 1% parts, divide 300 salary by 25. | $$1\% = 300\text{ salary} \div 25 = 12\text{ salary}$$ | Now we need 50% of the salary. | Because 1% is known, multiply its value by 50 to get 50% of the salary. | $$50\% = 12\text{ salary} \times 50 = 600\text{ salary}$$ | Therefore, 50% of the salary represents 600 salary.","[""We need to move from one percentage of the salary to another."",""25% of the salary equals 300 salary."",""Because 25% of the salary has 25 equal 1% parts, divide 300 salary by 25. | $$1\\% = 300\\text{ salary} \\div 25 = 12\\text{ salary}$$"",""Now we need 50% of the salary."",""Because 1% is known, multiply its value by 50 to get 50% of the salary. | $$50\\% = 12\\text{ salary} \\times 50 = 600\\text{ salary}$$"",""Therefore, 50% of the salary represents 600 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25304","PCT-QL-217","Easy","saving","We know one percentage of the saving and need another. | Here, 200 saving represents 40% of the saving. | Because 40% of the saving has 40 equal 1% parts, divide 200 saving by 40. | $$1\% = 200\text{ saving} \div 40 = 5\text{ saving}$$ | We can now move from 1% to 10% of the saving. | Use the 1% value 10 times to get 10% of the saving. | $$10\% = 5\text{ saving} \times 10 = 50\text{ saving}$$ | This means the required saving count is 50 saving.","[""We know one percentage of the saving and need another."",""Here, 200 saving represents 40% of the saving."",""Because 40% of the saving has 40 equal 1% parts, divide 200 saving by 40. | $$1\\% = 200\\text{ saving} \\div 40 = 5\\text{ saving}$$"",""We can now move from 1% to 10% of the saving."",""Use the 1% value 10 times to get 10% of the saving. | $$10\\% = 5\\text{ saving} \\times 10 = 50\\text{ saving}$$"",""This means the required saving count is 50 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25305","PCT-QL-217","Medium","income","We are finding a new percentage of the income. | The question gives 45% of the income as 150 income. | Because 45% of the income has 45 equal 1% parts, divide 150 income by 45. | $$1\% = 150\text{ income} \div 45 = \approx 3.33\text{ income}$$ | The percentage we still need is 15%. | Because 1% is known, multiply its value by 15 to get 15% of the income. | $$15\% = \approx 3.33\text{ income} \times 15 = 50\text{ income}$$ | Therefore, 15% of the income represents 50 income.","[""We are finding a new percentage of the income."",""The question gives 45% of the income as 150 income."",""Because 45% of the income has 45 equal 1% parts, divide 150 income by 45. | $$1\\% = 150\\text{ income} \\div 45 = \\approx 3.33\\text{ income}$$"",""The percentage we still need is 15%."",""Because 1% is known, multiply its value by 15 to get 15% of the income. | $$15\\% = \\approx 3.33\\text{ income} \\times 15 = 50\\text{ income}$$"",""Therefore, 15% of the income represents 50 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25307","PCT-QL-217","Easy","income","We are working with two percentages of the income. | Start with the given relation: 20% of the income is 600 income. | Because 20% of the income has 20 equal 1% parts, divide 600 income by 20. | $$1\% = 600\text{ income} \div 20 = 30\text{ income}$$ | Now turn the 1% value into 25% of the income. | Use the 1% value 25 times to get 25% of the income. | $$25\% = 30\text{ income} \times 25 = 750\text{ income}$$ | This means the required income count is 750 income.","[""We are working with two percentages of the income."",""Start with the given relation: 20% of the income is 600 income."",""Because 20% of the income has 20 equal 1% parts, divide 600 income by 20. | $$1\\% = 600\\text{ income} \\div 20 = 30\\text{ income}$$"",""Now turn the 1% value into 25% of the income."",""Use the 1% value 25 times to get 25% of the income. | $$25\\% = 30\\text{ income} \\times 25 = 750\\text{ income}$$"",""This means the required income count is 750 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25308","PCT-QL-217","Medium","saving","We are comparing two percentages of the saving. | The question gives 25% of the saving as 500 saving. | Because 25% of the saving has 25 equal 1% parts, divide 500 saving by 25. | $$1\% = 500\text{ saving} \div 25 = 20\text{ saving}$$ | Next, use the 1% value to find 30% of the saving. | Because 1% is known, multiply its value by 30 to get 30% of the saving. | $$30\% = 20\text{ saving} \times 30 = 600\text{ saving}$$ | So 30% of the saving is 600 saving.","[""We are comparing two percentages of the saving."",""The question gives 25% of the saving as 500 saving."",""Because 25% of the saving has 25 equal 1% parts, divide 500 saving by 25. | $$1\\% = 500\\text{ saving} \\div 25 = 20\\text{ saving}$$"",""Next, use the 1% value to find 30% of the saving."",""Because 1% is known, multiply its value by 30 to get 30% of the saving. | $$30\\% = 20\\text{ saving} \\times 30 = 600\\text{ saving}$$"",""So 30% of the saving is 600 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25330","PCT-QL-217","Hard","income","We can see that both percentage values belong to the income. | 100 income is the value of 40% of the income. | Because 40% has 40 equal parts, dividing 100 income by 40 gives 1% of the income. | $$1\% = 100\text{ income} \div 40 = 2.5\text{ income}$$ | We can now move from 1% to 20% of the income. | Since 1% is one part, multiply its value by 20 to get 20% of the income. | $$20\% = 2.5\text{ income} \times 20 = 50\text{ income}$$ | Check: multiplying the 1% value by 40 returns 100 income. | $$2.5\text{ income} \times 40 = 100\text{ income}$$ | So the share of the income represented by 20% is 50 income.","[""We can see that both percentage values belong to the income."",""100 income is the value of 40% of the income."",""Because 40% has 40 equal parts, dividing 100 income by 40 gives 1% of the income. | $$1\\% = 100\\text{ income} \\div 40 = 2.5\\text{ income}$$"",""We can now move from 1% to 20% of the income."",""Since 1% is one part, multiply its value by 20 to get 20% of the income. | $$20\\% = 2.5\\text{ income} \\times 20 = 50\\text{ income}$$"",""Check: multiplying the 1% value by 40 returns 100 income. | $$2.5\\text{ income} \\times 40 = 100\\text{ income}$$"",""So the share of the income represented by 20% is 50 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25332","PCT-QL-217","Medium","income","We need to move from one percentage of the income to another. | 50% of the income equals 500 income. | Because 50% of the income has 50 equal 1% parts, divide 500 income by 50. | $$1\% = 500\text{ income} \div 50 = 10\text{ income}$$ | Our target is 30% of the income. | Because 1% is known, multiply its value by 30 to get 30% of the income. | $$30\% = 10\text{ income} \times 30 = 300\text{ income}$$ | So 30% of the income is 300 income.","[""We need to move from one percentage of the income to another."",""50% of the income equals 500 income."",""Because 50% of the income has 50 equal 1% parts, divide 500 income by 50. | $$1\\% = 500\\text{ income} \\div 50 = 10\\text{ income}$$"",""Our target is 30% of the income."",""Because 1% is known, multiply its value by 30 to get 30% of the income. | $$30\\% = 10\\text{ income} \\times 30 = 300\\text{ income}$$"",""So 30% of the income is 300 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25336","PCT-QL-217","Hard","salary","We are finding a new percentage of the salary. | The question gives 40% of the salary as 200 salary. | Because 40% has 40 equal parts, dividing 200 salary by 40 gives 1% of the salary. | $$1\% = 200\text{ salary} \div 40 = 5\text{ salary}$$ | Next, use the 1% value to find 10% of the salary. | Since 1% is one part, multiply its value by 10 to get 10% of the salary. | $$10\% = 5\text{ salary} \times 10 = 50\text{ salary}$$ | Going back to 40% reproduces the given 200 salary. | $$5\text{ salary} \times 40 = 200\text{ salary}$$ | So 10% of the salary is 50 salary.","[""We are finding a new percentage of the salary."",""The question gives 40% of the salary as 200 salary."",""Because 40% has 40 equal parts, dividing 200 salary by 40 gives 1% of the salary. | $$1\\% = 200\\text{ salary} \\div 40 = 5\\text{ salary}$$"",""Next, use the 1% value to find 10% of the salary."",""Since 1% is one part, multiply its value by 10 to get 10% of the salary. | $$10\\% = 5\\text{ salary} \\times 10 = 50\\text{ salary}$$"",""Going back to 40% reproduces the given 200 salary. | $$5\\text{ salary} \\times 40 = 200\\text{ salary}$$"",""So 10% of the salary is 50 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25337","PCT-QL-217","Easy","income","We will first connect the known percentage of the income with the required percentage. | The given information is 45% of the income = 150 income. | Because 45% of the income has 45 equal 1% parts, divide 150 income by 45. | $$1\% = 150\text{ income} \div 45 = \approx 3.33\text{ income}$$ | Now we need 15% of the income. | Use the 1% value 15 times to get 15% of the income. | $$15\% = \approx 3.33\text{ income} \times 15 = 50\text{ income}$$ | So 15% of the income is 50 income.","[""We will first connect the known percentage of the income with the required percentage."",""The given information is 45% of the income = 150 income."",""Because 45% of the income has 45 equal 1% parts, divide 150 income by 45. | $$1\\% = 150\\text{ income} \\div 45 = \\approx 3.33\\text{ income}$$"",""Now we need 15% of the income."",""Use the 1% value 15 times to get 15% of the income. | $$15\\% = \\approx 3.33\\text{ income} \\times 15 = 50\\text{ income}$$"",""So 15% of the income is 50 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25338","PCT-QL-217","Medium","saving","We are finding a new percentage of the saving. | In this question, 50% of the saving stands for 100 saving. | Because 50% of the saving has 50 equal 1% parts, divide 100 saving by 50. | $$1\% = 100\text{ saving} \div 50 = 2\text{ saving}$$ | Next, use the 1% value to find 20% of the saving. | Because 1% is known, multiply its value by 20 to get 20% of the saving. | $$20\% = 2\text{ saving} \times 20 = 40\text{ saving}$$ | Therefore, 20% of the saving represents 40 saving.","[""We are finding a new percentage of the saving."",""In this question, 50% of the saving stands for 100 saving."",""Because 50% of the saving has 50 equal 1% parts, divide 100 saving by 50. | $$1\\% = 100\\text{ saving} \\div 50 = 2\\text{ saving}$$"",""Next, use the 1% value to find 20% of the saving."",""Because 1% is known, multiply its value by 20 to get 20% of the saving. | $$20\\% = 2\\text{ saving} \\times 20 = 40\\text{ saving}$$"",""Therefore, 20% of the saving represents 40 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25339","PCT-QL-217","Hard","expenditure","We are finding a new percentage of the expenditure. | The given information is 60% of the expenditure = 600 expenditure. | Because 60% has 60 equal parts, dividing 600 expenditure by 60 gives 1% of the expenditure. | $$1\% = 600\text{ expenditure} \div 60 = 10\text{ expenditure}$$ | Now we need 25% of the expenditure. | Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\% = 10\text{ expenditure} \times 25 = 250\text{ expenditure}$$ | As a check, the 1% value used 60 times gives 600 expenditure. | $$10\text{ expenditure} \times 60 = 600\text{ expenditure}$$ | So 25% of the expenditure is 250 expenditure.","[""We are finding a new percentage of the expenditure."",""The given information is 60% of the expenditure = 600 expenditure."",""Because 60% has 60 equal parts, dividing 600 expenditure by 60 gives 1% of the expenditure. | $$1\\% = 600\\text{ expenditure} \\div 60 = 10\\text{ expenditure}$$"",""Now we need 25% of the expenditure."",""Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\\% = 10\\text{ expenditure} \\times 25 = 250\\text{ expenditure}$$"",""As a check, the 1% value used 60 times gives 600 expenditure. | $$10\\text{ expenditure} \\times 60 = 600\\text{ expenditure}$$"",""So 25% of the expenditure is 250 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25361","PCT-QL-217","Easy","salary","We need to move from one percentage of the salary to another. | 10% of the salary equals 150 salary. | Because 10% of the salary has 10 equal 1% parts, divide 150 salary by 10. | $$1\% = 150\text{ salary} \div 10 = 15\text{ salary}$$ | Now we need 15% of the salary. | Use the 1% value 15 times to get 15% of the salary. | $$15\% = 15\text{ salary} \times 15 = 225\text{ salary}$$ | Therefore, 15% of the salary represents 225 salary.","[""We need to move from one percentage of the salary to another."",""10% of the salary equals 150 salary."",""Because 10% of the salary has 10 equal 1% parts, divide 150 salary by 10. | $$1\\% = 150\\text{ salary} \\div 10 = 15\\text{ salary}$$"",""Now we need 15% of the salary."",""Use the 1% value 15 times to get 15% of the salary. | $$15\\% = 15\\text{ salary} \\times 15 = 225\\text{ salary}$$"",""Therefore, 15% of the salary represents 225 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25363","PCT-QL-217","Hard","saving","We are finding a new percentage of the saving. | In this question, 20% of the saving stands for 600 saving. | Because 20% has 20 equal parts, dividing 600 saving by 20 gives 1% of the saving. | $$1\% = 600\text{ saving} \div 20 = 30\text{ saving}$$ | The percentage we still need is 25%. | Since 1% is one part, multiply its value by 25 to get 25% of the saving. | $$25\% = 30\text{ saving} \times 25 = 750\text{ saving}$$ | The given relation is recovered when the 1% value is multiplied by 20. | $$30\text{ saving} \times 20 = 600\text{ saving}$$ | So 25% of the saving is 750 saving.","[""We are finding a new percentage of the saving."",""In this question, 20% of the saving stands for 600 saving."",""Because 20% has 20 equal parts, dividing 600 saving by 20 gives 1% of the saving. | $$1\\% = 600\\text{ saving} \\div 20 = 30\\text{ saving}$$"",""The percentage we still need is 25%."",""Since 1% is one part, multiply its value by 25 to get 25% of the saving. | $$25\\% = 30\\text{ saving} \\times 25 = 750\\text{ saving}$$"",""The given relation is recovered when the 1% value is multiplied by 20. | $$30\\text{ saving} \\times 20 = 600\\text{ saving}$$"",""So 25% of the saving is 750 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-217:25364","PCT-QL-217","Easy","income","We need to move from one percentage of the income to another. | 50% of the income equals 500 income. | Because 50% of the income has 50 equal 1% parts, divide 500 income by 50. | $$1\% = 500\text{ income} \div 50 = 10\text{ income}$$ | Our target is 30% of the income. | Use the 1% value 30 times to get 30% of the income. | $$30\% = 10\text{ income} \times 30 = 300\text{ income}$$ | So 30% of the income is 300 income.","[""We need to move from one percentage of the income to another."",""50% of the income equals 500 income."",""Because 50% of the income has 50 equal 1% parts, divide 500 income by 50. | $$1\\% = 500\\text{ income} \\div 50 = 10\\text{ income}$$"",""Our target is 30% of the income."",""Use the 1% value 30 times to get 30% of the income. | $$30\\% = 10\\text{ income} \\times 30 = 300\\text{ income}$$"",""So 30% of the income is 300 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38010","PCT-QL-317","Hard","salary","We know one percentage of the salary and need another. | Here, 100 salary represents 25% of the salary. | Because 25% has 25 equal parts, dividing 100 salary by 25 gives 1% of the salary. | $$1\% = 100\text{ salary} \div 25 = 4\text{ salary}$$ | The question asks for 20% of the salary. | Since 1% is one part, multiply its value by 20 to get 20% of the salary. | $$20\% = 4\text{ salary} \times 20 = 80\text{ salary}$$ | The check agrees with the question: 25% gives 100 salary. | $$4\text{ salary} \times 25 = 100\text{ salary}$$ | So the share of the salary represented by 20% is 80 salary.","[""We know one percentage of the salary and need another."",""Here, 100 salary represents 25% of the salary."",""Because 25% has 25 equal parts, dividing 100 salary by 25 gives 1% of the salary. | $$1\\% = 100\\text{ salary} \\div 25 = 4\\text{ salary}$$"",""The question asks for 20% of the salary."",""Since 1% is one part, multiply its value by 20 to get 20% of the salary. | $$20\\% = 4\\text{ salary} \\times 20 = 80\\text{ salary}$$"",""The check agrees with the question: 25% gives 100 salary. | $$4\\text{ salary} \\times 25 = 100\\text{ salary}$$"",""So the share of the salary represented by 20% is 80 salary.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38011","PCT-QL-317","Easy","expenditure","We need to move from one percentage of the expenditure to another. | The question gives 60% of the expenditure as 600 expenditure. | Because 60% of the expenditure has 60 equal 1% parts, divide 600 expenditure by 60. | $$1\% = 600\text{ expenditure} \div 60 = 10\text{ expenditure}$$ | The percentage we still need is 25%. | Use the 1% value 25 times to get 25% of the expenditure. | $$25\% = 10\text{ expenditure} \times 25 = 250\text{ expenditure}$$ | Therefore, 25% of the expenditure represents 250 expenditure.","[""We need to move from one percentage of the expenditure to another."",""The question gives 60% of the expenditure as 600 expenditure."",""Because 60% of the expenditure has 60 equal 1% parts, divide 600 expenditure by 60. | $$1\\% = 600\\text{ expenditure} \\div 60 = 10\\text{ expenditure}$$"",""The percentage we still need is 25%."",""Use the 1% value 25 times to get 25% of the expenditure. | $$25\\% = 10\\text{ expenditure} \\times 25 = 250\\text{ expenditure}$$"",""Therefore, 25% of the expenditure represents 250 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38013","PCT-QL-317","Hard","expenditure","We will first connect the known percentage of the expenditure with the required percentage. | The question gives 10% of the expenditure as 400 expenditure. | Because 10% has 10 equal parts, dividing 400 expenditure by 10 gives 1% of the expenditure. | $$1\% = 400\text{ expenditure} \div 10 = 40\text{ expenditure}$$ | The percentage we still need is 40%. | Since 1% is one part, multiply its value by 40 to get 40% of the expenditure. | $$40\% = 40\text{ expenditure} \times 40 = 1,600\text{ expenditure}$$ | Going back to 10% reproduces the given 400 expenditure. | $$40\text{ expenditure} \times 10 = 400\text{ expenditure}$$ | Therefore, 40% of the expenditure represents 1,600 expenditure.","[""We will first connect the known percentage of the expenditure with the required percentage."",""The question gives 10% of the expenditure as 400 expenditure."",""Because 10% has 10 equal parts, dividing 400 expenditure by 10 gives 1% of the expenditure. | $$1\\% = 400\\text{ expenditure} \\div 10 = 40\\text{ expenditure}$$"",""The percentage we still need is 40%."",""Since 1% is one part, multiply its value by 40 to get 40% of the expenditure. | $$40\\% = 40\\text{ expenditure} \\times 40 = 1,600\\text{ expenditure}$$"",""Going back to 10% reproduces the given 400 expenditure. | $$40\\text{ expenditure} \\times 10 = 400\\text{ expenditure}$$"",""Therefore, 40% of the expenditure represents 1,600 expenditure.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38014","PCT-QL-317","Easy","saving","We can use the known percentage of the saving to find the required one. | We know that 15% of the saving is 300 saving. | Because 15% of the saving has 15 equal 1% parts, divide 300 saving by 15. | $$1\% = 300\text{ saving} \div 15 = 20\text{ saving}$$ | The required share is 50% of the saving. | Use the 1% value 50 times to get 50% of the saving. | $$50\% = 20\text{ saving} \times 50 = 1,000\text{ saving}$$ | This means the required saving count is 1,000 saving.","[""We can use the known percentage of the saving to find the required one."",""We know that 15% of the saving is 300 saving."",""Because 15% of the saving has 15 equal 1% parts, divide 300 saving by 15. | $$1\\% = 300\\text{ saving} \\div 15 = 20\\text{ saving}$$"",""The required share is 50% of the saving."",""Use the 1% value 50 times to get 50% of the saving. | $$50\\% = 20\\text{ saving} \\times 50 = 1,000\\text{ saving}$$"",""This means the required saving count is 1,000 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38015","PCT-QL-317","Medium","income","We can see that both percentage values belong to the income. | 250 income is the value of 20% of the income. | Because 20% of the income has 20 equal 1% parts, divide 250 income by 20. | $$1\% = 250\text{ income} \div 20 = 12.5\text{ income}$$ | We can now move from 1% to 60% of the income. | Because 1% is known, multiply its value by 60 to get 60% of the income. | $$60\% = 12.5\text{ income} \times 60 = 750\text{ income}$$ | So the share of the income represented by 60% is 750 income.","[""We can see that both percentage values belong to the income."",""250 income is the value of 20% of the income."",""Because 20% of the income has 20 equal 1% parts, divide 250 income by 20. | $$1\\% = 250\\text{ income} \\div 20 = 12.5\\text{ income}$$"",""We can now move from 1% to 60% of the income."",""Because 1% is known, multiply its value by 60 to get 60% of the income. | $$60\\% = 12.5\\text{ income} \\times 60 = 750\\text{ income}$$"",""So the share of the income represented by 60% is 750 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38016","PCT-QL-317","Hard","saving","We can use the known percentage of the saving to find the required one. | We know that 50% of the saving is 200 saving. | Because 50% has 50 equal parts, dividing 200 saving by 50 gives 1% of the saving. | $$1\% = 200\text{ saving} \div 50 = 4\text{ saving}$$ | The required share is 10% of the saving. | Since 1% is one part, multiply its value by 10 to get 10% of the saving. | $$10\% = 4\text{ saving} \times 10 = 40\text{ saving}$$ | This is consistent because 50 copies of the 1% value make 200 saving. | $$4\text{ saving} \times 50 = 200\text{ saving}$$ | This means the required saving count is 40 saving.","[""We can use the known percentage of the saving to find the required one."",""We know that 50% of the saving is 200 saving."",""Because 50% has 50 equal parts, dividing 200 saving by 50 gives 1% of the saving. | $$1\\% = 200\\text{ saving} \\div 50 = 4\\text{ saving}$$"",""The required share is 10% of the saving."",""Since 1% is one part, multiply its value by 10 to get 10% of the saving. | $$10\\% = 4\\text{ saving} \\times 10 = 40\\text{ saving}$$"",""This is consistent because 50 copies of the 1% value make 200 saving. | $$4\\text{ saving} \\times 50 = 200\\text{ saving}$$"",""This means the required saving count is 40 saving.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38042","PCT-QL-317","Medium","income","We will first connect the known percentage of the income with the required percentage. | The given information is 25% of the income = 100 income. | Because 25% of the income has 25 equal 1% parts, divide 100 income by 25. | $$1\% = 100\text{ income} \div 25 = 4\text{ income}$$ | Our target is 20% of the income. | Because 1% is known, multiply its value by 20 to get 20% of the income. | $$20\% = 4\text{ income} \times 20 = 80\text{ income}$$ | Therefore, 20% of the income represents 80 income.","[""We will first connect the known percentage of the income with the required percentage."",""The given information is 25% of the income = 100 income."",""Because 25% of the income has 25 equal 1% parts, divide 100 income by 25. | $$1\\% = 100\\text{ income} \\div 25 = 4\\text{ income}$$"",""Our target is 20% of the income."",""Because 1% is known, multiply its value by 20 to get 20% of the income. | $$20\\% = 4\\text{ income} \\times 20 = 80\\text{ income}$$"",""Therefore, 20% of the income represents 80 income.""]","","","PENDING_REVIEW"
"PCT-CP-002:PCT-QL-317:38043","PCT-QL-317","Hard","expenditure","We will first connect the known percentage of the expenditure with the required percentage. | The question gives 30% of the expenditure as 600 expenditure. | Because 30% has 30 equal parts, dividing 600 expenditure by 30 gives 1% of the expenditure. | $$1\% = 600\text{ expenditure} \div 30 = 20\text{ expenditure}$$ | Next, use the 1% value to find 25% of the expenditure. | Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\% = 20\text{ expenditure} \times 25 = 500\text{ expenditure}$$ | Going back to 30% reproduces the given 600 expenditure. | $$20\text{ expenditure} \times 30 = 600\text{ expenditure}$$ | So 25% of the expenditure is 500 expenditure.","[""We will first connect the known percentage of the expenditure with the required percentage."",""The question gives 30% of the expenditure as 600 expenditure."",""Because 30% has 30 equal parts, dividing 600 expenditure by 30 gives 1% of the expenditure. | $$1\\% = 600\\text{ expenditure} \\div 30 = 20\\text{ expenditure}$$"",""Next, use the 1% value to find 25% of the expenditure."",""Since 1% is one part, multiply its value by 25 to get 25% of the expenditure. | $$25\\% = 20\\text{ expenditure} \\times 25 = 500\\text{ expenditure}$$"",""Going back to 30% reproduces the given 600 expenditure. | $$20\\text{ expenditure} \\times 30 = 600\\text{ expenditure}$$"",""So 25% of the expenditure is 500 expenditure.""]","","","PENDING_REVIEW"
