archetypeId,canonicalProblemId,questionId,difficultyBand,questionLanguageId,stem,answer,explanationStyleId,n,expression,zeroCount,base,exponent,numberA,numberB
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:302,Easy,QL-015,Find the least n such that n! contains 799 trailing zeros.,3200,ES-003,,,799,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:303,Easy,QL-014,Determine the smallest integer whose factorial ends with 2 zeros.,10,ES-003,,,2,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:304,Hard,QL-013,What is the least value of n for which n! has exactly 243 trailing zeros?,980,ES-003,,,243,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:305,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 20.,85,ES-003,,,20,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:306,Easy,QL-014,Determine the smallest integer whose factorial ends with 1238 zeros.,4965,ES-003,,,1238,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:307,Easy,QL-015,Find the least n such that n! contains 1131 trailing zeros.,4530,ES-003,,,1131,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:308,Medium,QL-015,Find the least n such that n! contains 62 trailing zeros.,250,ES-003,,,62,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:309,Easy,QL-013,What is the least value of n for which n! has exactly 4 trailing zeros?,20,ES-003,,,4,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:310,Easy,QL-014,Determine the smallest integer whose factorial ends with 1802 zeros.,7220,ES-003,,,1802,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:311,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 46.,190,ES-003,,,46,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:312,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 8.,35,ES-003,,,8,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:313,Medium,QL-014,Determine the smallest integer whose factorial ends with 1555 zeros.,6235,ES-003,,,1555,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:314,Hard,QL-014,Determine the smallest integer whose factorial ends with 21 zeros.,90,ES-003,,,21,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:315,Medium,QL-013,What is the least value of n for which n! has exactly 37 trailing zeros?,150,ES-003,,,37,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:316,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 614.,2470,ES-003,,,614,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:317,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 1.,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:318,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 1.,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:319,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 409.,1645,ES-003,,,409,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:320,Medium,QL-012,Find the smallest number whose factorial contains exactly 172 trailing zeros.,695,ES-003,,,172,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:321,Hard,QL-012,Find the smallest number whose factorial contains exactly 90 trailing zeros.,370,ES-003,,,90,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:322,Easy,QL-012,Find the smallest number whose factorial contains exactly 95 trailing zeros.,385,ES-003,,,95,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:323,Hard,QL-014,Determine the smallest integer whose factorial ends with 2789 zeros.,11170,ES-003,,,2789,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:324,Easy,QL-014,Determine the smallest integer whose factorial ends with 425 zeros.,1710,ES-003,,,425,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:325,Medium,QL-014,Determine the smallest integer whose factorial ends with 15 zeros.,65,ES-003,,,15,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:326,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 46.,190,ES-003,,,46,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:327,Hard,QL-014,Determine the smallest integer whose factorial ends with 299 zeros.,1205,ES-003,,,299,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:328,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 2612.,10460,ES-003,,,2612,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:329,Easy,QL-013,What is the least value of n for which n! has exactly 50 trailing zeros?,205,ES-003,,,50,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:330,Medium,QL-013,What is the least value of n for which n! has exactly 107 trailing zeros?,435,ES-003,,,107,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:331,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 18.,75,ES-003,,,18,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:332,Hard,QL-015,Find the least n such that n! contains 24 trailing zeros.,100,ES-003,,,24,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:333,Hard,QL-013,What is the least value of n for which n! has exactly 6 trailing zeros?,25,ES-003,,,6,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:334,Medium,QL-014,Determine the smallest integer whose factorial ends with 52 zeros.,215,ES-003,,,52,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:335,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 259.,1045,ES-003,,,259,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:336,Medium,QL-013,What is the least value of n for which n! has exactly 25 trailing zeros?,105,ES-003,,,25,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:337,Medium,QL-013,What is the least value of n for which n! has exactly 1 trailing zeros?,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:338,Hard,QL-012,Find the smallest number whose factorial contains exactly 8 trailing zeros.,35,ES-003,,,8,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:339,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 25.,105,ES-003,,,25,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:340,Easy,QL-015,Find the least n such that n! contains 1 trailing zeros.,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:341,Medium,QL-013,What is the least value of n for which n! has exactly 1 trailing zeros?,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:342,Hard,QL-012,Find the smallest number whose factorial contains exactly 383 trailing zeros.,1540,ES-003,,,383,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:343,Medium,QL-012,Find the smallest number whose factorial contains exactly 2071 trailing zeros.,8295,ES-003,,,2071,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:344,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 231.,930,ES-003,,,231,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:345,Medium,QL-012,Find the smallest number whose factorial contains exactly 1 trailing zeros.,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:346,Easy,QL-012,Find the smallest number whose factorial contains exactly 1994 trailing zeros.,7990,ES-003,,,1994,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:347,Easy,QL-014,Determine the smallest integer whose factorial ends with 1998 zeros.,8000,ES-003,,,1998,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:348,Easy,QL-012,Find the smallest number whose factorial contains exactly 368 trailing zeros.,1480,ES-003,,,368,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:349,Medium,QL-012,Find the smallest number whose factorial contains exactly 12 trailing zeros.,50,ES-003,,,12,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:350,Medium,QL-013,What is the least value of n for which n! has exactly 3 trailing zeros?,15,ES-003,,,3,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:351,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 44.,180,ES-003,,,44,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:352,Medium,QL-014,Determine the smallest integer whose factorial ends with 22 zeros.,95,ES-003,,,22,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:353,Easy,QL-013,What is the least value of n for which n! has exactly 2 trailing zeros?,10,ES-003,,,2,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:354,Easy,QL-014,Determine the smallest integer whose factorial ends with 20 zeros.,85,ES-003,,,20,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:355,Medium,QL-013,What is the least value of n for which n! has exactly 2338 trailing zeros?,9370,ES-003,,,2338,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:356,Easy,QL-013,What is the least value of n for which n! has exactly 3 trailing zeros?,15,ES-003,,,3,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:357,Medium,QL-012,Find the smallest number whose factorial contains exactly 3 trailing zeros.,15,ES-003,,,3,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:358,Hard,QL-013,What is the least value of n for which n! has exactly 3 trailing zeros?,15,ES-003,,,3,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:359,Medium,QL-012,Find the smallest number whose factorial contains exactly 509 trailing zeros.,2045,ES-003,,,509,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:360,Hard,QL-013,What is the least value of n for which n! has exactly 2 trailing zeros?,10,ES-003,,,2,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:361,Medium,QL-015,Find the least n such that n! contains 136 trailing zeros.,550,ES-003,,,136,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:362,Easy,QL-013,What is the least value of n for which n! has exactly 2 trailing zeros?,10,ES-003,,,2,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:363,Medium,QL-012,Find the smallest number whose factorial contains exactly 500 trailing zeros.,2005,ES-003,,,500,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:364,Hard,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 125.,505,ES-003,,,125,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:365,Hard,QL-014,Determine the smallest integer whose factorial ends with 15 zeros.,65,ES-003,,,15,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:366,Hard,QL-015,Find the least n such that n! contains 136 trailing zeros.,550,ES-003,,,136,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:367,Easy,QL-012,Find the smallest number whose factorial contains exactly 27 trailing zeros.,115,ES-003,,,27,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:368,Easy,QL-012,Find the smallest number whose factorial contains exactly 2 trailing zeros.,10,ES-003,,,2,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:369,Hard,QL-015,Find the least n such that n! contains 2 trailing zeros.,10,ES-003,,,2,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:370,Easy,QL-013,What is the least value of n for which n! has exactly 84 trailing zeros?,345,ES-003,,,84,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:371,Medium,QL-014,Determine the smallest integer whose factorial ends with 26 zeros.,110,ES-003,,,26,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:372,Medium,QL-014,Determine the smallest integer whose factorial ends with 250 zeros.,1005,ES-003,,,250,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:373,Easy,QL-014,Determine the smallest integer whose factorial ends with 602 zeros.,2420,ES-003,,,602,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:374,Hard,QL-012,Find the smallest number whose factorial contains exactly 1 trailing zeros.,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:375,Medium,QL-013,What is the least value of n for which n! has exactly 21 trailing zeros?,90,ES-003,,,21,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:376,Easy,QL-013,What is the least value of n for which n! has exactly 2260 trailing zeros?,9050,ES-003,,,2260,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:377,Medium,QL-013,What is the least value of n for which n! has exactly 1 trailing zeros?,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:378,Hard,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 4.,20,ES-003,,,4,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:379,Easy,QL-014,Determine the smallest integer whose factorial ends with 80 zeros.,325,ES-003,,,80,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:380,Medium,QL-013,What is the least value of n for which n! has exactly 12 trailing zeros?,50,ES-003,,,12,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:381,Hard,QL-015,Find the least n such that n! contains 2 trailing zeros.,10,ES-003,,,2,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:382,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 28.,120,ES-003,,,28,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:383,Easy,QL-013,What is the least value of n for which n! has exactly 37 trailing zeros?,150,ES-003,,,37,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:384,Easy,QL-014,Determine the smallest integer whose factorial ends with 101 zeros.,410,ES-003,,,101,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:385,Easy,QL-014,Determine the smallest integer whose factorial ends with 49 zeros.,200,ES-003,,,49,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:386,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 117.,475,ES-003,,,117,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:387,Medium,QL-012,Find the smallest number whose factorial contains exactly 22 trailing zeros.,95,ES-003,,,22,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:388,Easy,QL-014,Determine the smallest integer whose factorial ends with 570 zeros.,2290,ES-003,,,570,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:389,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 9.,40,ES-003,,,9,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:390,Medium,QL-012,Find the smallest number whose factorial contains exactly 351 trailing zeros.,1410,ES-003,,,351,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:391,Easy,QL-012,Find the smallest number whose factorial contains exactly 19 trailing zeros.,80,ES-003,,,19,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:392,Easy,QL-012,Find the smallest number whose factorial contains exactly 488 trailing zeros.,1960,ES-003,,,488,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:393,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 1265.,5070,ES-003,,,1265,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:394,Easy,QL-015,Find the least n such that n! contains 592 trailing zeros.,2375,ES-003,,,592,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:395,Easy,QL-014,Determine the smallest integer whose factorial ends with 761 zeros.,3055,ES-003,,,761,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:396,Medium,QL-013,What is the least value of n for which n! has exactly 1163 trailing zeros?,4660,ES-003,,,1163,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:397,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 7.,30,ES-003,,,7,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:398,Hard,QL-015,Find the least n such that n! contains 398 trailing zeros.,1600,ES-003,,,398,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:399,Easy,QL-015,Find the least n such that n! contains 2756 trailing zeros.,11035,ES-003,,,2756,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:400,Hard,QL-014,Determine the smallest integer whose factorial ends with 2 zeros.,10,ES-003,,,2,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:401,Hard,QL-013,What is the least value of n for which n! has exactly 6 trailing zeros?,25,ES-003,,,6,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:402,Easy,QL-012,Find the smallest number whose factorial contains exactly 13 trailing zeros.,55,ES-003,,,13,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:403,Medium,QL-015,Find the least n such that n! contains 370 trailing zeros.,1490,ES-003,,,370,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:404,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 1.,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:405,Hard,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 582.,2340,ES-003,,,582,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:406,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 2.,10,ES-003,,,2,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:407,Medium,QL-015,Find the least n such that n! contains 20 trailing zeros.,85,ES-003,,,20,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:408,Medium,QL-015,Find the least n such that n! contains 1572 trailing zeros.,6295,ES-003,,,1572,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:409,Easy,QL-015,Find the least n such that n! contains 1336 trailing zeros.,5355,ES-003,,,1336,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:410,Hard,QL-013,What is the least value of n for which n! has exactly 2791 trailing zeros?,11175,ES-003,,,2791,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:411,Hard,QL-013,What is the least value of n for which n! has exactly 2748 trailing zeros?,11000,ES-003,,,2748,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:412,Hard,QL-015,Find the least n such that n! contains 1619 trailing zeros.,6485,ES-003,,,1619,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:413,Easy,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 399.,1605,ES-003,,,399,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:414,Easy,QL-012,Find the smallest number whose factorial contains exactly 281 trailing zeros.,1130,ES-003,,,281,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:415,Medium,QL-014,Determine the smallest integer whose factorial ends with 112 zeros.,455,ES-003,,,112,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:416,Easy,QL-015,Find the least n such that n! contains 255 trailing zeros.,1025,ES-003,,,255,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:417,Medium,QL-012,Find the smallest number whose factorial contains exactly 1807 trailing zeros.,7240,ES-003,,,1807,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:418,Medium,QL-014,Determine the smallest integer whose factorial ends with 711 zeros.,2855,ES-003,,,711,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:419,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 13.,55,ES-003,,,13,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:420,Easy,QL-015,Find the least n such that n! contains 13 trailing zeros.,55,ES-003,,,13,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:421,Easy,QL-015,Find the least n such that n! contains 264 trailing zeros.,1065,ES-003,,,264,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:422,Hard,QL-012,Find the smallest number whose factorial contains exactly 58 trailing zeros.,240,ES-003,,,58,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:423,Easy,QL-014,Determine the smallest integer whose factorial ends with 2356 zeros.,9430,ES-003,,,2356,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:424,Medium,QL-014,Determine the smallest integer whose factorial ends with 1033 zeros.,4140,ES-003,,,1033,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:425,Hard,QL-012,Find the smallest number whose factorial contains exactly 1464 trailing zeros.,5870,ES-003,,,1464,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:426,Hard,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 133.,540,ES-003,,,133,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:427,Hard,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 1374.,5505,ES-003,,,1374,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:428,Medium,QL-012,Find the smallest number whose factorial contains exactly 2532 trailing zeros.,10135,ES-003,,,2532,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:429,Hard,QL-015,Find the least n such that n! contains 103 trailing zeros.,420,ES-003,,,103,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:430,Easy,QL-013,What is the least value of n for which n! has exactly 1 trailing zeros?,5,ES-003,,,1,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:431,Easy,QL-013,What is the least value of n for which n! has exactly 108 trailing zeros?,440,ES-003,,,108,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:432,Medium,QL-016,Identify the smallest number whose factorial has a trailing-zero count of 166.,670,ES-003,,,166,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:433,Medium,QL-014,Determine the smallest integer whose factorial ends with 21 zeros.,90,ES-003,,,21,,,,
NS-TRAIL-001,CP-003,NS-TRAIL-001:CP-003:ns-trail-001-human-review-repair:CP-003:434,Easy,QL-015,Find the least n such that n! contains 514 trailing zeros.,2065,ES-003,,,514,,,,
