questionId,cpId,stem,answer,difficulty,questionLanguageId,explanationStyleId
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:31,CP-003,"A number selected from the list 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Medium,QL-037,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:32,CP-003,"A number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Medium,QL-026,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:33,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:34,CP-003,The HCF of a number and 96 is 24. The number is greater than 120 and less than 150. Find the number.,120,Medium,QL-018,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:35,CP-003,"Among 56, 63, 84 and 100, which number has HCF 14 with 42?",56,Easy,QL-022,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:36,CP-003,A number exceeds 95 by 25. Its HCF with 50 is 10. Find the number.,120,Easy,QL-031,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:37,CP-003,A number has HCF 18 with 36. It is divisible by 18 and not divisible by 36. Find the number.,18,Easy,QL-030,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:38,CP-003,A number satisfies the given conditions. Its HCF with 96 is 24 and it lies between 120 and 150. Find the number.,120,Medium,QL-036,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:39,CP-003,The HCF of a number and 96 is 24. The number is greater than 120 and less than 150. Find the number.,120,Easy,QL-018,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:40,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-034,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:41,CP-003,"A number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Medium,QL-026,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:42,CP-003,"A number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Medium,QL-026,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:43,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:44,CP-003,A number is greater than 120 and less than 150. Its HCF with 96 is 24. Find the number.,120,Easy,QL-039,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:45,CP-003,"Among 40, 60, 75 and 90, which number has HCF 15 with 30?",75,Medium,QL-022,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:46,CP-003,"A number chosen from 56, 63, 84 and 100 has HCF 14 with 42. Find the number.",56,Easy,QL-023,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:47,CP-003,"Find the number which is divisible by 15, not divisible by 45, and has HCF 15 with 60.",15,Medium,QL-028,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:48,CP-003,"A number chosen from 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Easy,QL-023,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:49,CP-003,"Which number in the list 40, 60, 75 and 90 gives HCF 15 with 30?",75,Easy,QL-025,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:50,CP-003,"Which number in the list 48, 54, 72 and 90 gives HCF 12 with 36?",48,Medium,QL-025,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:51,CP-003,"From 56, 63, 84 and 100, find the number whose HCF with 42 is 14.",56,Easy,QL-024,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:52,CP-003,Find the number lying between 100 and 130 whose HCF with 54 is 18.,126,Medium,QL-019,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:53,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-032,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:54,CP-003,"The required number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Easy,QL-029,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:55,CP-003,"Find the number which is divisible by 18, not divisible by 36, and has HCF 18 with 36.",18,Medium,QL-028,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:56,CP-003,"A number has HCF 14 with 42. It is chosen from 56, 63, 84 and 100. Find the number.",56,Easy,QL-040,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:57,CP-003,Find the number lying between 120 and 150 whose HCF with 96 is 24.,120,Medium,QL-019,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:58,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Hard,QL-034,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:59,CP-003,A number is greater than 60 and less than 80. Its HCF with 72 is 12. Find the number.,60,Easy,QL-039,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:60,CP-003,"One of the numbers 48, 54, 72 and 90 has HCF 12 with 36. Find that number.",48,Easy,QL-021,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:61,CP-003,"A number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Medium,QL-026,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:62,CP-003,"Find the number which is divisible by 15, not divisible by 45, and has HCF 15 with 60.",15,Medium,QL-028,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:63,CP-003,"The required number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Easy,QL-029,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:64,CP-003,The HCF of 54 and an unknown number is 18. The unknown number is from 100 to 130. Find it.,126,Medium,QL-020,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:65,CP-003,"A number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Medium,QL-026,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:66,CP-003,The HCF of 96 and a number is 24. The number lies between 120 and 150. Find the number.,120,Medium,QL-016,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:67,CP-003,The HCF of 72 and an unknown number is 12. The unknown number is from 60 to 80. Find it.,60,Easy,QL-020,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:68,CP-003,A number is greater than 120 and less than 150. Its HCF with 96 is 24. Find the number.,120,Medium,QL-039,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:69,CP-003,A number satisfies the given conditions. Its HCF with 96 is 24 and it lies between 120 and 150. Find the number.,120,Medium,QL-036,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:70,CP-003,"From 56, 63, 84 and 100, find the number whose HCF with 42 is 14.",56,Easy,QL-024,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:71,CP-003,A number satisfies the given conditions. Its HCF with 72 is 12 and it lies between 60 and 80. Find the number.,60,Medium,QL-036,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:72,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-032,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:73,CP-003,A number is divisible by 20 but not by 40. Its HCF with 40 is 20. Find the number.,20,Medium,QL-027,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:74,CP-003,"Find the number which is divisible by 20, not divisible by 40, and has HCF 20 with 40.",20,Easy,QL-028,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:75,CP-003,A number is divisible by 15 but not by 45. Its HCF with 60 is 15. Find the number.,15,Easy,QL-038,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:76,CP-003,A number satisfies the given conditions. Its HCF with 96 is 24 and it lies between 120 and 150. Find the number.,120,Easy,QL-036,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:77,CP-003,"A number chosen from 48, 54, 72 and 90 has HCF 12 with 36. Find the number.",48,Easy,QL-023,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:78,CP-003,A number between 60 and 80 has HCF 12 with 72. Find the number.,60,Easy,QL-017,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:79,CP-003,A number between 100 and 130 has HCF 18 with 54. Find the number.,126,Hard,QL-017,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:80,CP-003,"A number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Easy,QL-026,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:81,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:82,CP-003,The HCF of 72 and a number is 12. The number lies between 60 and 80. Find the number.,60,Medium,QL-016,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:83,CP-003,A number between 60 and 80 has HCF 12 with 72. Find the number.,60,Easy,QL-017,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:84,CP-003,A number is divisible by 20 but not by 40. Its HCF with 40 is 20. Find the number.,20,Easy,QL-027,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:85,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:86,CP-003,The HCF of 96 and an unknown number is 24. The unknown number is from 120 to 150. Find it.,120,Hard,QL-020,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:87,CP-003,"One of the numbers 40, 60, 75 and 90 has HCF 15 with 30. Find that number.",75,Medium,QL-021,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:88,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:89,CP-003,The value of a number is 95 plus 25. Its HCF with 50 is 10. Find the number.,120,Hard,QL-035,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:90,CP-003,The HCF of 96 and a number is 24. The number lies between 120 and 150. Find the number.,120,Hard,QL-016,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:91,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:92,CP-003,"A number has HCF 14 with 42. It is chosen from 56, 63, 84 and 100. Find the number.",56,Medium,QL-040,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:93,CP-003,The value of a number is 100 plus 20. Its HCF with 84 is 12. Find the number.,120,Easy,QL-035,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:94,CP-003,"Which number in the list 48, 54, 72 and 90 gives HCF 12 with 36?",48,Medium,QL-025,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:95,CP-003,"From 56, 63, 84 and 100, find the number whose HCF with 42 is 14.",56,Easy,QL-024,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:96,CP-003,"A number chosen from 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Hard,QL-023,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:97,CP-003,"A number chosen from 56, 63, 84 and 100 has HCF 14 with 42. Find the number.",56,Medium,QL-023,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:98,CP-003,A number between 60 and 80 has HCF 12 with 72. Find the number.,60,Easy,QL-017,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:99,CP-003,"Which number in the list 48, 54, 72 and 90 gives HCF 12 with 36?",48,Easy,QL-025,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:100,CP-003,A number is obtained by adding 25 to 95. Its HCF with 50 is 10. Find the number.,120,Easy,QL-033,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:101,CP-003,A number exceeds 100 by 20. Its HCF with 84 is 12. Find the number.,120,Easy,QL-031,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:102,CP-003,The HCF of 72 and a number is 12. The number lies between 60 and 80. Find the number.,60,Hard,QL-016,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:103,CP-003,"A number has HCF 15 with 30. It is chosen from 40, 60, 75 and 90. Find the number.",75,Easy,QL-040,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:104,CP-003,"One of the numbers 40, 60, 75 and 90 has HCF 15 with 30. Find that number.",75,Hard,QL-021,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:105,CP-003,"One of the numbers 40, 60, 75 and 90 has HCF 15 with 30. Find that number.",75,Hard,QL-021,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:106,CP-003,"A number selected from the list 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Medium,QL-037,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:107,CP-003,"From 56, 63, 84 and 100, find the number whose HCF with 42 is 14.",56,Medium,QL-024,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:108,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Hard,QL-034,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:109,CP-003,A number between 60 and 80 has HCF 12 with 72. Find the number.,60,Easy,QL-017,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:110,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:111,CP-003,"Among 56, 63, 84 and 100, which number has HCF 14 with 42?",56,Easy,QL-022,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:112,CP-003,"A number selected from the list 48, 54, 72 and 90 has HCF 12 with 36. Find the number.",48,Easy,QL-037,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:113,CP-003,A number between 60 and 80 has HCF 12 with 72. Find the number.,60,Hard,QL-017,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:114,CP-003,A number has HCF 15 with 60. It is divisible by 15 and not divisible by 45. Find the number.,15,Easy,QL-030,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:115,CP-003,A number is divisible by 20 but not by 40. Its HCF with 40 is 20. Find the number.,20,Easy,QL-027,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:116,CP-003,"Which number in the list 56, 63, 84 and 100 gives HCF 14 with 42?",56,Hard,QL-025,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:117,CP-003,"Which number in the list 40, 60, 75 and 90 gives HCF 15 with 30?",75,Easy,QL-025,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:118,CP-003,A number exceeds 100 by 20. Its HCF with 84 is 12. Find the number.,120,Easy,QL-031,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:119,CP-003,Find the number lying between 60 and 80 whose HCF with 72 is 12.,60,Easy,QL-019,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:120,CP-003,A number is obtained by adding 25 to 95. Its HCF with 50 is 10. Find the number.,120,Easy,QL-033,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:121,CP-003,A number exceeds 100 by 20. Its HCF with 84 is 12. Find the number.,120,Medium,QL-031,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:122,CP-003,A number satisfies the given conditions. Its HCF with 72 is 12 and it lies between 60 and 80. Find the number.,60,Easy,QL-036,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:123,CP-003,A number is greater than 60 and less than 80. Its HCF with 72 is 12. Find the number.,60,Medium,QL-039,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:124,CP-003,"The required number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Medium,QL-029,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:125,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:126,CP-003,A number satisfies the given conditions. Its HCF with 96 is 24 and it lies between 120 and 150. Find the number.,120,Easy,QL-036,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:127,CP-003,A number is obtained by adding 20 to 100. Its HCF with 84 is 12. Find the number.,120,Easy,QL-033,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:128,CP-003,"Among 40, 60, 75 and 90, which number has HCF 15 with 30?",75,Easy,QL-022,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:129,CP-003,A number has HCF 20 with 40. It is divisible by 20 and not divisible by 40. Find the number.,20,Easy,QL-030,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:130,CP-003,"Which number in the list 40, 60, 75 and 90 gives HCF 15 with 30?",75,Medium,QL-025,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:131,CP-003,"A number is divisible by 18 but not by 36. If its HCF with 36 is 18, find the number.",18,Easy,QL-026,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:132,CP-003,A number is obtained by adding 20 to 100. Its HCF with 84 is 12. Find the number.,120,Hard,QL-033,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:133,CP-003,A number has HCF 20 with 40. It is divisible by 20 and not divisible by 40. Find the number.,20,Easy,QL-030,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:134,CP-003,"Find the number which is divisible by 18, not divisible by 36, and has HCF 18 with 36.",18,Hard,QL-028,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:135,CP-003,"One of the numbers 56, 63, 84 and 100 has HCF 14 with 42. Find that number.",56,Easy,QL-021,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:136,CP-003,"Which number in the list 56, 63, 84 and 100 gives HCF 14 with 42?",56,Easy,QL-025,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:137,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Hard,QL-034,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:138,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:139,CP-003,"A number has HCF 12 with 36. It is chosen from 48, 54, 72 and 90. Find the number.",48,Easy,QL-040,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:140,CP-003,"Among 48, 54, 72 and 90, which number has HCF 12 with 36?",48,Medium,QL-022,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:141,CP-003,A number between 120 and 150 has HCF 24 with 96. Find the number.,120,Easy,QL-017,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:142,CP-003,A number exceeds 95 by 25. Its HCF with 50 is 10. Find the number.,120,Easy,QL-031,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:143,CP-003,A number is divisible by 20 but not by 40. Its HCF with 40 is 20. Find the number.,20,Hard,QL-027,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:144,CP-003,"A number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Medium,QL-026,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:145,CP-003,The HCF of 54 and a number is 18. The number lies between 100 and 130. Find the number.,126,Medium,QL-016,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:146,CP-003,The value of a number is 95 plus 25. Its HCF with 50 is 10. Find the number.,120,Easy,QL-035,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:147,CP-003,"A number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Hard,QL-026,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:148,CP-003,The HCF of 72 and a number is 12. The number lies between 60 and 80. Find the number.,60,Medium,QL-016,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:149,CP-003,The HCF of 54 and an unknown number is 18. The unknown number is from 100 to 130. Find it.,126,Medium,QL-020,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:150,CP-003,A number exceeds 100 by 20. Its HCF with 84 is 12. Find the number.,120,Medium,QL-031,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:151,CP-003,"Find the number which is divisible by 15, not divisible by 45, and has HCF 15 with 60.",15,Medium,QL-028,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:152,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:153,CP-003,A number exceeds 95 by 25. Its HCF with 50 is 10. Find the number.,120,Medium,QL-031,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:154,CP-003,A number has HCF 18 with 36. It is divisible by 18 and not divisible by 36. Find the number.,18,Medium,QL-030,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:155,CP-003,"A number is 30 less than 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-032,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:156,CP-003,A number is divisible by 15 but not by 45. Its HCF with 60 is 15. Find the number.,15,Medium,QL-038,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:157,CP-003,The value of a number is 95 plus 25. Its HCF with 50 is 10. Find the number.,120,Easy,QL-035,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:158,CP-003,"Which number in the list 56, 63, 84 and 100 gives HCF 14 with 42?",56,Medium,QL-025,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:159,CP-003,"A number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Hard,QL-026,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:160,CP-003,Find the number lying between 60 and 80 whose HCF with 72 is 12.,60,Medium,QL-019,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:161,CP-003,"Among 48, 54, 72 and 90, which number has HCF 12 with 36?",48,Medium,QL-022,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:162,CP-003,"A number has HCF 15 with 30. It is chosen from 40, 60, 75 and 90. Find the number.",75,Hard,QL-040,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:163,CP-003,"Find the number which is divisible by 18, not divisible by 36, and has HCF 18 with 36.",18,Easy,QL-028,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:164,CP-003,"A number chosen from 40, 60, 75 and 90 has HCF 15 with 30. Find the number.",75,Medium,QL-023,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:165,CP-003,"Among 56, 63, 84 and 100, which number has HCF 14 with 42?",56,Easy,QL-022,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:166,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Easy,QL-034,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:167,CP-003,"The required number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Easy,QL-029,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:168,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:169,CP-003,"The required number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Medium,QL-029,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:170,CP-003,"Find the number which is divisible by 20, not divisible by 40, and has HCF 20 with 40.",20,Medium,QL-028,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:171,CP-003,"Among 56, 63, 84 and 100, which number has HCF 14 with 42?",56,Easy,QL-022,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:172,CP-003,The HCF of 72 and an unknown number is 12. The unknown number is from 60 to 80. Find it.,60,Medium,QL-020,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:173,CP-003,A number is divisible by 18 but not by 36. Its HCF with 36 is 18. Find the number.,18,Hard,QL-038,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:174,CP-003,A number between 120 and 150 has HCF 24 with 96. Find the number.,120,Medium,QL-017,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:175,CP-003,The HCF of a number and 54 is 18. The number is greater than 100 and less than 130. Find the number.,126,Medium,QL-018,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:176,CP-003,"One of the numbers 48, 54, 72 and 90 has HCF 12 with 36. Find that number.",48,Easy,QL-021,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:177,CP-003,"A number is obtained by subtracting 30 from 150. If its HCF with 45 is 15, find the number.",120,Medium,QL-034,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:178,CP-003,"A number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Easy,QL-026,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:179,CP-003,"A number has HCF 14 with 42. It is chosen from 56, 63, 84 and 100. Find the number.",56,Easy,QL-040,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:180,CP-003,"Among 40, 60, 75 and 90, which number has HCF 15 with 30?",75,Easy,QL-022,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:181,CP-003,"The required number is divisible by 15 but not by 45. If its HCF with 60 is 15, find the number.",15,Medium,QL-029,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:182,CP-003,A number is greater than 60 and less than 80. Its HCF with 72 is 12. Find the number.,60,Hard,QL-039,ES-006
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:183,CP-003,"A number is divisible by 20 but not by 40. If its HCF with 40 is 20, find the number.",20,Easy,QL-026,ES-005
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:184,CP-003,A number exceeds 95 by 25. Its HCF with 50 is 10. Find the number.,120,Easy,QL-031,ES-004
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:185,CP-003,A number has HCF 18 with 36. It is divisible by 18 and not divisible by 36. Find the number.,18,Medium,QL-030,ES-003
NS-HCF-001:CP-003:ns-hcf-001-human-review:CP-003:186,CP-003,A number exceeds 95 by 25. Its HCF with 50 is 10. Find the number.,120,Easy,QL-031,ES-006
