Question ID,CP,Pattern ID,Instance ID,Divisor,Target Remainder,Difficulty Band,Question Language ID,Explanation Style ID,Question,Answer,Explanation
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:445:0,CP-004,REM-SP-3-3,NS-REM-001:REM-SP-3-3:49x:0,5,2,Easy,QL-014,ES-003,Count the valid values of x.,2,"Substitute possible values of x and check the remainder.

Valid values:

2, 7

Answer:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:446:2,CP-004,REM-SP-5-1,NS-REM-001:REM-SP-5-1:x8743:2,3,1,Hard,QL-013,ES-004,Find the number of possible values of x.,3,"Valid values of x:

3, 6, 9

Required answer:

3"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:447:2,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:834x:2,7,4,Easy,QL-012,ES-005,How many values of x satisfy the given condition?,2,"Checking all possible values gives:

1, 8

Hence the answer is:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:448:3,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:956x:3,4,1,Easy,QL-013,ES-002,Find the number of possible values of x.,3,"The required remainder is 1.

Valid values of x:

1, 5, 9

Answer:

3"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:449:0,CP-004,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x90:0,3,2,Easy,QL-013,ES-002,Find the number of possible values of x.,3,"The required remainder is 2.

Valid values of x:

2, 5, 8

Answer:

3"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:450:0,CP-004,REM-SP-5-2,NS-REM-001:REM-SP-5-2:3x321:0,11,9,Medium,QL-012,ES-003,How many values of x satisfy the given condition?,1,"Substitute possible values of x and check the remainder.

Valid values:

7

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:451:1,CP-004,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x78:1,9,2,Easy,QL-013,ES-001,Find the number of possible values of x.,1,"Check all possible values of x.

Valid values:

5

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:452:0,CP-004,REM-SP-5-2,NS-REM-001:REM-SP-5-2:6x965:0,17,3,Medium,QL-014,ES-001,Count the valid values of x.,1,"Check all possible values of x.

Valid values:

0

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:453:0,CP-004,REM-SP-5-3,NS-REM-001:REM-SP-5-3:20x21:0,9,6,Hard,QL-012,ES-003,How many values of x satisfy the given condition?,1,"Substitute possible values of x and check the remainder.

Valid values:

1

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:454:1,CP-004,REM-SP-6-2,NS-REM-001:REM-SP-6-2:6x7092:1,14,10,Hard,QL-012,ES-005,How many values of x satisfy the given condition?,2,"Checking all possible values gives:

0, 7

Hence the answer is:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:455:1,CP-004,REM-SP-5-2,NS-REM-001:REM-SP-5-2:6x387:1,7,4,Hard,QL-012,ES-003,How many values of x satisfy the given condition?,2,"Substitute possible values of x and check the remainder.

Valid values:

1, 8

Answer:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:456:4,CP-004,REM-SP-5-4,NS-REM-001:REM-SP-5-4:909x3:4,17,3,Medium,QL-014,ES-003,Count the valid values of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:457:1,CP-004,REM-SP-4-2,NS-REM-001:REM-SP-4-2:1x85:1,13,6,Medium,QL-013,ES-004,Find the number of possible values of x.,1,"Valid values of x:

0

Required answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:458:0,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:612x:0,2,1,Easy,QL-013,ES-005,Find the number of possible values of x.,5,"Checking all possible values gives:

1, 3, 5, 7, 9

Hence the answer is:

5"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:459:3,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:134x:3,17,0,Medium,QL-012,ES-003,How many values of x satisfy the given condition?,1,"Substitute possible values of x and check the remainder.

Valid values:

3

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:460:2,CP-004,REM-SP-3-2,NS-REM-001:REM-SP-3-2:5x4:2,7,1,Easy,QL-013,ES-003,Find the number of possible values of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

5

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:461:3,CP-004,REM-SP-6-4,NS-REM-001:REM-SP-6-4:921x58:3,7,2,Hard,QL-013,ES-005,Find the number of possible values of x.,2,"Checking all possible values gives:

2, 9

Hence the answer is:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:462:3,CP-004,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x21658:3,27,13,Hard,QL-014,ES-003,Count the valid values of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

9

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:463:6,CP-004,REM-SP-5-4,NS-REM-001:REM-SP-5-4:509x5:6,19,4,Medium,QL-012,ES-005,How many values of x satisfy the given condition?,1,"Checking all possible values gives:

0

Hence the answer is:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:464:5,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:456x:5,9,6,Easy,QL-014,ES-004,Count the valid values of x.,2,"Valid values of x:

0, 9

Required answer:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:465:0,CP-004,REM-SP-6-5,NS-REM-001:REM-SP-6-5:1092x4:0,9,5,Hard,QL-013,ES-002,Find the number of possible values of x.,1,"The required remainder is 5.

Valid values of x:

7

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:466:0,CP-004,REM-SP-3-2,NS-REM-001:REM-SP-3-2:1x8:0,18,10,Hard,QL-012,ES-005,How many values of x satisfy the given condition?,1,"Checking all possible values gives:

1

Hence the answer is:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:467:0,CP-004,REM-SP-5-4,NS-REM-001:REM-SP-5-4:421x5:0,16,11,Medium,QL-014,ES-004,Count the valid values of x.,1,"Valid values of x:

5

Required answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:468:1,CP-004,REM-SP-5-2,NS-REM-001:REM-SP-5-2:1x387:1,11,6,Medium,QL-014,ES-004,Count the valid values of x.,1,"Valid values of x:

8

Required answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:469:1,CP-004,REM-SP-5-5,NS-REM-001:REM-SP-5-5:6094x:1,27,10,Hard,QL-014,ES-003,Count the valid values of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

9

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:470:2,CP-004,REM-SP-3-3,NS-REM-001:REM-SP-3-3:35x:2,15,13,Hard,QL-014,ES-001,Count the valid values of x.,1,"Check all possible values of x.

Valid values:

8

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:471:0,CP-004,REM-SP-6-6,NS-REM-001:REM-SP-6-6:76521x:0,4,0,Hard,QL-012,ES-001,How many values of x satisfy the given condition?,2,"Check all possible values of x.

Valid values:

2, 6

Answer:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:472:4,CP-004,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x09436:4,15,11,Hard,QL-014,ES-002,Count the valid values of x.,3,"The required remainder is 11.

Valid values of x:

1, 4, 7

Answer:

3"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:473:0,CP-004,REM-SP-5-5,NS-REM-001:REM-SP-5-5:4436x:0,5,0,Hard,QL-012,ES-002,How many values of x satisfy the given condition?,2,"The required remainder is 0.

Valid values of x:

0, 5

Answer:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:474:3,CP-004,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x0:3,7,4,Easy,QL-012,ES-002,How many values of x satisfy the given condition?,2,"The required remainder is 4.

Valid values of x:

1, 8

Answer:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:475:1,CP-004,REM-SP-4-2,NS-REM-001:REM-SP-4-2:8x61:1,13,7,Medium,QL-014,ES-001,Count the valid values of x.,1,"Check all possible values of x.

Valid values:

5

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:476:7,CP-004,REM-SP-6-2,NS-REM-001:REM-SP-6-2:9x1876:7,9,4,Hard,QL-012,ES-004,How many values of x satisfy the given condition?,2,"Valid values of x:

0, 9

Required answer:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:477:3,CP-004,REM-SP-6-5,NS-REM-001:REM-SP-6-5:5096x4:3,3,2,Hard,QL-013,ES-003,Find the number of possible values of x.,3,"Substitute possible values of x and check the remainder.

Valid values:

2, 5, 8

Answer:

3"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:478:0,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:434x:0,17,5,Medium,QL-012,ES-001,How many values of x satisfy the given condition?,1,"Check all possible values of x.

Valid values:

0

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:479:9,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:934x:9,5,3,Easy,QL-014,ES-003,Count the valid values of x.,2,"Substitute possible values of x and check the remainder.

Valid values:

3, 8

Answer:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:480:1,CP-004,REM-SP-5-2,NS-REM-001:REM-SP-5-2:1x987:1,13,12,Medium,QL-013,ES-001,Find the number of possible values of x.,1,"Check all possible values of x.

Valid values:

3

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:481:0,CP-004,REM-SP-3-3,NS-REM-001:REM-SP-3-3:43x:0,6,5,Easy,QL-012,ES-003,How many values of x satisfy the given condition?,2,"Substitute possible values of x and check the remainder.

Valid values:

1, 7

Answer:

2"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:482:2,CP-004,REM-SP-3-2,NS-REM-001:REM-SP-3-2:1x6:2,9,6,Easy,QL-012,ES-002,How many values of x satisfy the given condition?,1,"The required remainder is 6.

Valid values of x:

8

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:483:0,CP-004,REM-SP-3-3,NS-REM-001:REM-SP-3-3:53x:0,8,5,Easy,QL-013,ES-002,Find the number of possible values of x.,1,"The required remainder is 5.

Valid values of x:

3

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:484:1,CP-004,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x09654:1,9,3,Hard,QL-014,ES-002,Count the valid values of x.,1,"The required remainder is 3.

Valid values of x:

6

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:485:0,CP-004,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x34:0,9,1,Easy,QL-012,ES-004,How many values of x satisfy the given condition?,1,"Valid values of x:

3

Required answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:486:0,CP-004,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x6:0,4,2,Easy,QL-012,ES-004,How many values of x satisfy the given condition?,5,"Valid values of x:

0, 2, 4, 6, 8

Required answer:

5"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:487:0,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:712x:0,2,1,Easy,QL-013,ES-002,Find the number of possible values of x.,5,"The required remainder is 1.

Valid values of x:

1, 3, 5, 7, 9

Answer:

5"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:488:6,CP-004,REM-SP-3-2,NS-REM-001:REM-SP-3-2:6x0:6,3,1,Easy,QL-014,ES-005,Count the valid values of x.,3,"Checking all possible values gives:

1, 4, 7

Hence the answer is:

3"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:489:2,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:856x:2,11,10,Medium,QL-014,ES-004,Count the valid values of x.,1,"Valid values of x:

8

Required answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:490:0,CP-004,REM-SP-5-4,NS-REM-001:REM-SP-5-4:787x5:0,90,75,Hard,QL-014,ES-004,Count the valid values of x.,1,"Valid values of x:

3

Required answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:491:0,CP-004,REM-SP-4-1,NS-REM-001:REM-SP-4-1:x789:0,9,8,Easy,QL-014,ES-001,Count the valid values of x.,1,"Check all possible values of x.

Valid values:

2

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:492:1,CP-004,REM-SP-6-6,NS-REM-001:REM-SP-6-6:86543x:1,6,0,Hard,QL-012,ES-005,How many values of x satisfy the given condition?,1,"Checking all possible values gives:

4

Hence the answer is:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:493:1,CP-004,REM-SP-4-2,NS-REM-001:REM-SP-4-2:2x29:1,13,2,Medium,QL-013,ES-002,Find the number of possible values of x.,1,"The required remainder is 2.

Valid values of x:

3

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:494:2,CP-004,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x87432:2,7,6,Hard,QL-012,ES-004,How many values of x satisfy the given condition?,1,"Valid values of x:

5

Required answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:495:1,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:678x:1,7,1,Easy,QL-012,ES-001,How many values of x satisfy the given condition?,1,"Check all possible values of x.

Valid values:

4

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:496:0,CP-004,REM-SP-5-4,NS-REM-001:REM-SP-5-4:265x9:0,24,19,Medium,QL-014,ES-003,Count the valid values of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

3

Answer:

1"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:497:0,CP-004,REM-SP-3-2,NS-REM-001:REM-SP-3-2:4x8:0,4,0,Easy,QL-013,ES-004,Find the number of possible values of x.,5,"Valid values of x:

0, 2, 4, 6, 8

Required answer:

5"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:498:1,CP-004,REM-SP-6-4,NS-REM-001:REM-SP-6-4:521x98:1,2,0,Hard,QL-014,ES-003,Count the valid values of x.,10,"Substitute possible values of x and check the remainder.

Valid values:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Answer:

10"
NS-REM-001:CP-004:ns-rem-001-pre-freeze:CP-004:499:1,CP-004,REM-SP-4-4,NS-REM-001:REM-SP-4-4:756x:1,9,1,Easy,QL-012,ES-005,How many values of x satisfy the given condition?,1,"Checking all possible values gives:

1

Hence the answer is:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:0:1,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:6874x:1,16,8,Medium,QL-016,ES-003,Find the total of all possible values of x.,4,"Substitute possible values of x and check the remainder.

Valid values:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:1:1,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:4x05:1,3,1,Easy,QL-016,ES-004,Find the total of all possible values of x.,12,"Valid values of x:

1, 4, 7

Required answer:

12"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:2:3,CP-005,REM-SP-6-2,NS-REM-001:REM-SP-6-2:5x7654:3,18,14,Hard,QL-015,ES-002,Find the sum of all valid values of x.,5,"The required remainder is 14.

Valid values of x:

5

Answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:3:1,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:590x:1,9,4,Easy,QL-015,ES-004,Find the sum of all valid values of x.,8,"Valid values of x:

8

Required answer:

8"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:4:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:37x:0,20,15,Hard,QL-015,ES-004,Find the sum of all valid values of x.,5,"Valid values of x:

5

Required answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:5:3,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:809x5:3,20,5,Medium,QL-017,ES-004,Add all valid values of x.,20,"Valid values of x:

0, 2, 4, 6, 8

Required answer:

20"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:6:0,CP-005,REM-SP-6-5,NS-REM-001:REM-SP-6-5:8650x2:0,9,0,Hard,QL-015,ES-003,Find the sum of all valid values of x.,6,"Substitute possible values of x and check the remainder.

Valid values:

6

Answer:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:7:0,CP-005,REM-SP-5-1,NS-REM-001:REM-SP-5-1:x4387:0,17,5,Medium,QL-017,ES-002,Add all valid values of x.,1,"The required remainder is 5.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:8:2,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:37x:2,3,2,Easy,QL-015,ES-001,Find the sum of all valid values of x.,12,"Check all possible values of x.

Valid values:

1, 4, 7

Answer:

12"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:9:2,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:34387x:2,9,6,Hard,QL-016,ES-003,Find the total of all possible values of x.,8,"Substitute possible values of x and check the remainder.

Valid values:

8

Answer:

8"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:10:1,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:156x:1,11,2,Medium,QL-015,ES-003,Find the sum of all valid values of x.,4,"Substitute possible values of x and check the remainder.

Valid values:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:11:0,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:987x3:0,11,4,Medium,QL-015,ES-005,Find the sum of all valid values of x.,7,"Checking all possible values gives:

7

Hence the answer is:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:12:1,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:690x:1,5,3,Easy,QL-016,ES-003,Find the total of all possible values of x.,11,"Substitute possible values of x and check the remainder.

Valid values:

3, 8

Answer:

11"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:13:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:35x:0,13,8,Hard,QL-016,ES-002,Find the total of all possible values of x.,9,"The required remainder is 8.

Valid values of x:

9

Answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:14:3,CP-005,REM-SP-6-3,NS-REM-001:REM-SP-6-3:36x870:3,11,3,Hard,QL-016,ES-003,Find the total of all possible values of x.,1,"Substitute possible values of x and check the remainder.

Valid values:

1

Answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:15:0,CP-005,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x56:0,11,8,Hard,QL-016,ES-003,Find the total of all possible values of x.,7,"Substitute possible values of x and check the remainder.

Valid values:

7

Answer:

7"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:16:1,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:3x309:1,2,1,Hard,QL-015,ES-005,Find the sum of all valid values of x.,45,"Checking all possible values gives:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Hence the answer is:

45"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:17:0,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:6x83:0,4,3,Easy,QL-017,ES-004,Add all valid values of x.,45,"Valid values of x:

0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Required answer:

45"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:18:1,CP-005,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x34:1,7,4,Easy,QL-015,ES-002,Find the sum of all valid values of x.,6,"The required remainder is 4.

Valid values of x:

6

Answer:

6"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:19:0,CP-005,REM-SP-3-1,NS-REM-001:REM-SP-3-1:x34:0,3,0,Easy,QL-017,ES-003,Add all valid values of x.,15,"Substitute possible values of x and check the remainder.

Valid values:

2, 5, 8

Answer:

15"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:20:0,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:578x:0,19,5,Medium,QL-015,ES-001,Find the sum of all valid values of x.,1,"Check all possible values of x.

Valid values:

1

Answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:21:0,CP-005,REM-SP-6-2,NS-REM-001:REM-SP-6-2:9x3870:0,24,6,Hard,QL-016,ES-002,Find the total of all possible values of x.,18,"The required remainder is 6.

Valid values of x:

0, 3, 6, 9

Answer:

18"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:22:2,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:634x:2,19,17,Medium,QL-016,ES-001,Find the total of all possible values of x.,4,"Check all possible values of x.

Valid values:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:23:0,CP-005,REM-SP-6-4,NS-REM-001:REM-SP-6-4:765x70:0,90,70,Hard,QL-017,ES-004,Add all valid values of x.,9,"Valid values of x:

0, 9

Required answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:24:0,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:2x45:0,45,5,Hard,QL-017,ES-003,Add all valid values of x.,3,"Substitute possible values of x and check the remainder.

Valid values:

3

Answer:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:25:2,CP-005,REM-SP-6-2,NS-REM-001:REM-SP-6-2:1x1876:2,14,2,Hard,QL-015,ES-001,Find the sum of all valid values of x.,9,"Check all possible values of x.

Valid values:

1, 8

Answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:26:1,CP-005,REM-SP-3-2,NS-REM-001:REM-SP-3-2:2x0:1,18,10,Hard,QL-016,ES-005,Find the total of all possible values of x.,8,"Checking all possible values gives:

8

Hence the answer is:

8"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:27:1,CP-005,REM-SP-6-1,NS-REM-001:REM-SP-6-1:x87654:1,7,1,Hard,QL-015,ES-005,Find the sum of all valid values of x.,3,"Checking all possible values gives:

3

Hence the answer is:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:28:1,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:70943x:1,2,0,Hard,QL-016,ES-001,Find the total of all possible values of x.,20,"Check all possible values of x.

Valid values:

0, 2, 4, 6, 8

Answer:

20"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:29:0,CP-005,REM-SP-6-2,NS-REM-001:REM-SP-6-2:6x9436:0,13,10,Hard,QL-015,ES-004,Find the sum of all valid values of x.,9,"Valid values of x:

9

Required answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:30:2,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:18721x:2,12,10,Hard,QL-015,ES-002,Find the sum of all valid values of x.,0,"The required remainder is 10.

Valid values of x:

0

Answer:

0"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:31:2,CP-005,REM-SP-6-5,NS-REM-001:REM-SP-6-5:8870x2:2,27,1,Hard,QL-015,ES-002,Find the sum of all valid values of x.,3,"The required remainder is 1.

Valid values of x:

3

Answer:

3"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:32:1,CP-005,REM-SP-4-4,NS-REM-001:REM-SP-4-4:434x:1,19,16,Medium,QL-016,ES-005,Find the total of all possible values of x.,8,"Checking all possible values gives:

8

Hence the answer is:

8"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:33:0,CP-005,REM-SP-6-3,NS-REM-001:REM-SP-6-3:62x098:0,27,24,Hard,QL-015,ES-005,Find the sum of all valid values of x.,8,"Checking all possible values gives:

8

Hence the answer is:

8"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:34:2,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:1214x:2,14,10,Medium,QL-015,ES-004,Find the sum of all valid values of x.,8,"Valid values of x:

8

Required answer:

8"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:35:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:27x:0,10,5,Easy,QL-015,ES-004,Find the sum of all valid values of x.,5,"Valid values of x:

5

Required answer:

5"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:36:0,CP-005,REM-SP-6-2,NS-REM-001:REM-SP-6-2:3x7214:0,13,1,Hard,QL-017,ES-002,Add all valid values of x.,1,"The required remainder is 1.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:37:0,CP-005,REM-SP-3-3,NS-REM-001:REM-SP-3-3:13x:0,9,8,Easy,QL-015,ES-003,Find the sum of all valid values of x.,4,"Substitute possible values of x and check the remainder.

Valid values:

4

Answer:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:38:2,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:1216x:2,3,0,Hard,QL-015,ES-001,Find the sum of all valid values of x.,15,"Check all possible values of x.

Valid values:

2, 5, 8

Answer:

15"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:39:3,CP-005,REM-SP-6-6,NS-REM-001:REM-SP-6-6:90921x:3,14,10,Hard,QL-015,ES-002,Find the sum of all valid values of x.,2,"The required remainder is 10.

Valid values of x:

2

Answer:

2"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:40:4,CP-005,REM-SP-5-4,NS-REM-001:REM-SP-5-4:821x5:4,3,1,Hard,QL-017,ES-002,Add all valid values of x.,18,"The required remainder is 1.

Valid values of x:

0, 3, 6, 9

Answer:

18"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:41:1,CP-005,REM-SP-4-2,NS-REM-001:REM-SP-4-2:9x07:1,7,0,Easy,QL-016,ES-003,Find the total of all possible values of x.,9,"Substitute possible values of x and check the remainder.

Valid values:

1, 8

Answer:

9"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:42:3,CP-005,REM-SP-5-5,NS-REM-001:REM-SP-5-5:3876x:3,13,11,Medium,QL-016,ES-005,Find the total of all possible values of x.,4,"Checking all possible values gives:

4

Hence the answer is:

4"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:43:1,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:5x509:1,27,20,Hard,QL-017,ES-002,Add all valid values of x.,1,"The required remainder is 20.

Valid values of x:

1

Answer:

1"
NS-REM-001:CP-005:ns-rem-001-pre-freeze:CP-005:44:0,CP-005,REM-SP-5-2,NS-REM-001:REM-SP-5-2:5x187:0,24,19,Medium,QL-015,ES-001,Find the sum of all valid values of x.,12,"Check all possible values of x.

Valid values:

1, 4, 7

Answer:

12"
