canonicalProblemId,questionId,difficulty,questionLanguageId,explanationStyleId,stem,answer,explanation
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:26,Easy,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:27,Medium,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:28,Easy,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:29,Easy,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:30,Medium,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:31,Medium,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:32,Hard,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:33,Hard,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:34,Medium,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:35,Medium,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:36,Easy,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:37,Hard,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:38,Hard,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:39,Hard,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:40,Medium,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:41,Medium,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:42,Medium,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:43,Hard,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:44,Medium,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:45,Hard,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:46,Medium,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:47,Easy,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:48,Hard,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:49,Easy,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:50,Easy,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:51,Easy,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:52,Medium,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:53,Medium,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:54,Medium,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:55,Easy,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:56,Hard,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:57,Hard,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:58,Easy,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:59,Easy,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:60,Medium,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:61,Medium,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:62,Medium,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:63,Easy,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:64,Medium,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:65,Medium,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:66,Hard,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:67,Easy,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:68,Easy,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:69,Hard,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:70,Medium,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:71,Medium,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:72,Hard,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:73,Medium,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:74,Medium,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:75,Medium,QL-011,ES-003,"The LCM of 12 and a number x is 60. If x belongs to 8, 18, 20 and 25, find x.",20,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(12, 8)=24\ \times\\18: \operatorname{LCM}(12, 18)=36\ \times\\20: \operatorname{LCM}(12, 20)=60\ \checkmark\\25: \operatorname{LCM}(12, 25)=300\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 20."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:76,Hard,QL-014,ES-003,"The LCM of 24 and x is 120. If x is an even number less than 60, find x.",40,"The required value must make the LCM equal to 120.

Check each permitted value.

16: \operatorname{LCM}(24, 16)=48\ \times\\25: \operatorname{LCM}(24, 25)=600\ \times\\40: \operatorname{LCM}(24, 40)=120\ \checkmark\\80: \operatorname{LCM}(24, 80)=240\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 40."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:77,Easy,QL-013,ES-003,"The LCM of 20 and x is 60. If x is divisible by 6, find x.",12,"The required value must make the LCM equal to 60.

Check each permitted value.

8: \operatorname{LCM}(20, 8)=40\ \times\\12: \operatorname{LCM}(20, 12)=60\ \checkmark\\25: \operatorname{LCM}(20, 25)=100\ \times\\40: \operatorname{LCM}(20, 40)=40\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 12."
CP-003,NS-LCM-001:CP-003:ns-lcm-001-human-review:CP-003:78,Medium,QL-012,ES-003,"The LCM of 18 and x is 90. If x lies between 40 and 50, find x.",45,"The required value must make the LCM equal to 90.

Check each permitted value.

30: \operatorname{LCM}(18, 30)=90\ \times\\36: \operatorname{LCM}(18, 36)=36\ \times\\45: \operatorname{LCM}(18, 45)=90\ \checkmark\\54: \operatorname{LCM}(18, 54)=54\ \times

Reject the values that do not produce the required LCM.

Only one value satisfies all conditions.

Hence x = 45."
