"Question ID","Canonical Problem","Difficulty","Topology","Question Language ID","Explanation Style ID","Question","Answer","Explanation","Number","Lower Bound","Upper Bound","Range Width","Position"
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:361","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 10 and 51.","47","List all prime numbers in the given range.

The greatest prime among them is 47.

Answer: 47","","10","51","41",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:362","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 47 and 91.","89","List all prime numbers in the given range.

The greatest prime among them is 89.

Answer: 89","","47","91","44",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:363","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 41 and 50.","47","List all prime numbers in the given range.

The greatest prime among them is 47.

Answer: 47","","41","50","9",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:364","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 46 and 92.","89","List all prime numbers in the given range.

The greatest prime among them is 89.

Answer: 89","","46","92","46",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:365","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 3261 and 4168.","4159","List all prime numbers in the given range.

The greatest prime among them is 4159.

Answer: 4159","","3261","4168","907",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:366","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 16 and 52.","47","List all prime numbers in the given range.

The greatest prime among them is 47.

Answer: 47","","16","52","36",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:367","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 656 and 1445.","1439","List all prime numbers in the given range.

The greatest prime among them is 1439.

Answer: 1439","","656","1445","789",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:368","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 111 and 211.","211","List all prime numbers in the given range.

The greatest prime among them is 211.

Answer: 211","","111","211","100",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:369","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 713 and 842.","839","List all prime numbers in the given range.

The greatest prime among them is 839.

Answer: 839","","713","842","129",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:370","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 472 and 615.","613","List all prime numbers in the given range.

The greatest prime among them is 613.

Answer: 613","","472","615","143",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:371","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 636 and 698.","691","List all prime numbers in the given range.

The greatest prime among them is 691.

Answer: 691","","636","698","62",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:372","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 25 and 70.","67","List all prime numbers in the given range.

The greatest prime among them is 67.

Answer: 67","","25","70","45",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:373","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 81 and 107.","107","List all prime numbers in the given range.

The greatest prime among them is 107.

Answer: 107","","81","107","26",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:374","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 4304 and 4447.","4447","List all prime numbers in the given range.

The greatest prime among them is 4447.

Answer: 4447","","4304","4447","143",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:375","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 866 and 910.","907","List all prime numbers in the given range.

The greatest prime among them is 907.

Answer: 907","","866","910","44",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:376","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 49 and 82.","79","List all prime numbers in the given range.

The greatest prime among them is 79.

Answer: 79","","49","82","33",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:377","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 1772 and 2246.","2243","List all prime numbers in the given range.

The greatest prime among them is 2243.

Answer: 2243","","1772","2246","474",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:378","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 21 and 26.","23","List all prime numbers in the given range.

The greatest prime among them is 23.

Answer: 23","","21","26","5",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:379","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 75 and 115.","113","List all prime numbers in the given range.

The greatest prime among them is 113.

Answer: 113","","75","115","40",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:380","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 2 and 10.","7","List all prime numbers in the given range.

The greatest prime among them is 7.

Answer: 7","","2","10","8",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:381","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 17 and 54.","53","List all prime numbers in the given range.

The greatest prime among them is 53.

Answer: 53","","17","54","37",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:382","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 2224 and 2962.","2957","List all prime numbers in the given range.

The greatest prime among them is 2957.

Answer: 2957","","2224","2962","738",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:383","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 988 and 1063.","1063","List all prime numbers in the given range.

The greatest prime among them is 1063.

Answer: 1063","","988","1063","75",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:384","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 62 and 80.","79","List all prime numbers in the given range.

The greatest prime among them is 79.

Answer: 79","","62","80","18",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:385","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 12 and 27.","23","List all prime numbers in the given range.

The greatest prime among them is 23.

Answer: 23","","12","27","15",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:386","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 1938 and 2606.","2593","List all prime numbers in the given range.

The greatest prime among them is 2593.

Answer: 2593","","1938","2606","668",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:387","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 3247 and 4239.","4231","List all prime numbers in the given range.

The greatest prime among them is 4231.

Answer: 4231","","3247","4239","992",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:388","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 233 and 475.","467","List all prime numbers in the given range.

The greatest prime among them is 467.

Answer: 467","","233","475","242",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:389","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 336 and 539.","523","List all prime numbers in the given range.

The greatest prime among them is 523.

Answer: 523","","336","539","203",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:390","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 732 and 899.","887","List all prime numbers in the given range.

The greatest prime among them is 887.

Answer: 887","","732","899","167",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:391","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 2939 and 3800.","3797","List all prime numbers in the given range.

The greatest prime among them is 3797.

Answer: 3797","","2939","3800","861",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:392","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 74 and 83.","83","List all prime numbers in the given range.

The greatest prime among them is 83.

Answer: 83","","74","83","9",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:393","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 20 and 70.","67","List all prime numbers in the given range.

The greatest prime among them is 67.

Answer: 67","","20","70","50",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:394","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 27 and 56.","53","List all prime numbers in the given range.

The greatest prime among them is 53.

Answer: 53","","27","56","29",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:395","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 4268 and 4626.","4621","List all prime numbers in the given range.

The greatest prime among them is 4621.

Answer: 4621","","4268","4626","358",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:396","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 9 and 54.","53","List all prime numbers in the given range.

The greatest prime among them is 53.

Answer: 53","","9","54","45",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:397","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 4884 and 5267.","5261","List all prime numbers in the given range.

The greatest prime among them is 5261.

Answer: 5261","","4884","5267","383",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:398","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 1470 and 2219.","2213","List all prime numbers in the given range.

The greatest prime among them is 2213.

Answer: 2213","","1470","2219","749",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:399","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 325 and 439.","439","List all prime numbers in the given range.

The greatest prime among them is 439.

Answer: 439","","325","439","114",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:400","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 445 and 514.","509","List all prime numbers in the given range.

The greatest prime among them is 509.

Answer: 509","","445","514","69",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:401","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 162 and 230.","229","List all prime numbers in the given range.

The greatest prime among them is 229.

Answer: 229","","162","230","68",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:402","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 866 and 1540.","1531","List all prime numbers in the given range.

The greatest prime among them is 1531.

Answer: 1531","","866","1540","674",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:403","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 4 and 22.","19","List all prime numbers in the given range.

The greatest prime among them is 19.

Answer: 19","","4","22","18",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:404","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 25 and 66.","61","List all prime numbers in the given range.

The greatest prime among them is 61.

Answer: 61","","25","66","41",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:405","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 100 and 142.","139","List all prime numbers in the given range.

The greatest prime among them is 139.

Answer: 139","","100","142","42",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:406","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 164 and 391.","389","List all prime numbers in the given range.

The greatest prime among them is 389.

Answer: 389","","164","391","227",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:407","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 589 and 689.","683","List all prime numbers in the given range.

The greatest prime among them is 683.

Answer: 683","","589","689","100",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:408","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 229 and 454.","449","List all prime numbers in the given range.

The greatest prime among them is 449.

Answer: 449","","229","454","225",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:409","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 2390 and 3146.","3137","List all prime numbers in the given range.

The greatest prime among them is 3137.

Answer: 3137","","2390","3146","756",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:410","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 4066 and 4556.","4549","List all prime numbers in the given range.

The greatest prime among them is 4549.

Answer: 4549","","4066","4556","490",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:411","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 72 and 321.","317","List all prime numbers in the given range.

The greatest prime among them is 317.

Answer: 317","","72","321","249",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:412","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 321 and 513.","509","List all prime numbers in the given range.

The greatest prime among them is 509.

Answer: 509","","321","513","192",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:413","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 357 and 600.","599","List all prime numbers in the given range.

The greatest prime among them is 599.

Answer: 599","","357","600","243",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:414","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 61 and 71.","71","List all prime numbers in the given range.

The greatest prime among them is 71.

Answer: 71","","61","71","10",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:415","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 9 and 14.","13","List all prime numbers in the given range.

The greatest prime among them is 13.

Answer: 13","","9","14","5",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:416","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 249 and 309.","307","List all prime numbers in the given range.

The greatest prime among them is 307.

Answer: 307","","249","309","60",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:417","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 281 and 486.","479","List all prime numbers in the given range.

The greatest prime among them is 479.

Answer: 479","","281","486","205",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:418","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 30 and 76.","73","List all prime numbers in the given range.

The greatest prime among them is 73.

Answer: 73","","30","76","46",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:419","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 307 and 440.","439","List all prime numbers in the given range.

The greatest prime among them is 439.

Answer: 439","","307","440","133",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:420","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 672 and 723.","719","List all prime numbers in the given range.

The greatest prime among them is 719.

Answer: 719","","672","723","51",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:421","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 98 and 116.","113","List all prime numbers in the given range.

The greatest prime among them is 113.

Answer: 113","","98","116","18",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:422","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 3914 and 4262.","4261","List all prime numbers in the given range.

The greatest prime among them is 4261.

Answer: 4261","","3914","4262","348",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:423","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 62 and 112.","109","List all prime numbers in the given range.

The greatest prime among them is 109.

Answer: 109","","62","112","50",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:424","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 116 and 213.","211","List all prime numbers in the given range.

The greatest prime among them is 211.

Answer: 211","","116","213","97",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:425","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 57 and 93.","89","List all prime numbers in the given range.

The greatest prime among them is 89.

Answer: 89","","57","93","36",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:426","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 30 and 75.","73","List all prime numbers in the given range.

The greatest prime among them is 73.

Answer: 73","","30","75","45",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:427","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 988 and 1020.","1019","List all prime numbers in the given range.

The greatest prime among them is 1019.

Answer: 1019","","988","1020","32",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:428","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 2 and 31.","31","List all prime numbers in the given range.

The greatest prime among them is 31.

Answer: 31","","2","31","29",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:429","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 56 and 74.","73","List all prime numbers in the given range.

The greatest prime among them is 73.

Answer: 73","","56","74","18",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:430","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 739 and 1305.","1303","List all prime numbers in the given range.

The greatest prime among them is 1303.

Answer: 1303","","739","1305","566",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:431","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 2702 and 3072.","3067","List all prime numbers in the given range.

The greatest prime among them is 3067.

Answer: 3067","","2702","3072","370",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:432","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 811 and 1361.","1361","List all prime numbers in the given range.

The greatest prime among them is 1361.

Answer: 1361","","811","1361","550",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:433","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 22 and 55.","53","List all prime numbers in the given range.

The greatest prime among them is 53.

Answer: 53","","22","55","33",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:434","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 27 and 51.","47","List all prime numbers in the given range.

The greatest prime among them is 47.

Answer: 47","","27","51","24",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:435","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 434 and 657.","653","List all prime numbers in the given range.

The greatest prime among them is 653.

Answer: 653","","434","657","223",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:436","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 96 and 110.","109","List all prime numbers in the given range.

The greatest prime among them is 109.

Answer: 109","","96","110","14",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:437","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 65 and 252.","251","List all prime numbers in the given range.

The greatest prime among them is 251.

Answer: 251","","65","252","187",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:438","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 89 and 123.","113","List all prime numbers in the given range.

The greatest prime among them is 113.

Answer: 113","","89","123","34",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:439","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 913 and 950.","947","List all prime numbers in the given range.

The greatest prime among them is 947.

Answer: 947","","913","950","37",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:440","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 1652 and 1860.","1847","List all prime numbers in the given range.

The greatest prime among them is 1847.

Answer: 1847","","1652","1860","208",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:441","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 85 and 105.","103","List all prime numbers in the given range.

The greatest prime among them is 103.

Answer: 103","","85","105","20",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:442","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 60 and 77.","73","List all prime numbers in the given range.

The greatest prime among them is 73.

Answer: 73","","60","77","17",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:443","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 494 and 588.","587","List all prime numbers in the given range.

The greatest prime among them is 587.

Answer: 587","","494","588","94",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:444","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 373 and 546.","541","List all prime numbers in the given range.

The greatest prime among them is 541.

Answer: 541","","373","546","173",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:445","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 15 and 55.","53","List all prime numbers in the given range.

The greatest prime among them is 53.

Answer: 53","","15","55","40",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:446","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 216 and 253.","251","List all prime numbers in the given range.

The greatest prime among them is 251.

Answer: 251","","216","253","37",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:447","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 96 and 108.","107","List all prime numbers in the given range.

The greatest prime among them is 107.

Answer: 107","","96","108","12",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:448","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 530 and 683.","683","List all prime numbers in the given range.

The greatest prime among them is 683.

Answer: 683","","530","683","153",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:449","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 367 and 429.","421","List all prime numbers in the given range.

The greatest prime among them is 421.

Answer: 421","","367","429","62",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:450","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 176 and 298.","293","List all prime numbers in the given range.

The greatest prime among them is 293.

Answer: 293","","176","298","122",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:451","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 409 and 466.","463","List all prime numbers in the given range.

The greatest prime among them is 463.

Answer: 463","","409","466","57",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:452","CP-004","Hard","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 2345 and 2792.","2791","List all prime numbers in the given range.

The greatest prime among them is 2791.

Answer: 2791","","2345","2792","447",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:453","CP-004","Easy","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 59 and 86.","83","List all prime numbers in the given range.

The greatest prime among them is 83.

Answer: 83","","59","86","27",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:454","CP-004","Medium","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 897 and 1053.","1051","List all prime numbers in the given range.

The greatest prime among them is 1051.

Answer: 1051","","897","1053","156",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:455","CP-004","Medium","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 965 and 1202.","1201","List all prime numbers in the given range.

The greatest prime among them is 1201.

Answer: 1201","","965","1202","237",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:456","CP-004","Easy","Range Search Maximum","QL-009","ES-005","Find the greatest prime number between 91 and 111.","109","List all prime numbers in the given range.

The greatest prime among them is 109.

Answer: 109","","91","111","20",""
"NS-PRM-001:CP-004:NS-PRM-001-HUMAN-REVIEW-500-PER-CP:CP-004:457","CP-004","Hard","Range Search Maximum","QL-010","ES-005","Determine the largest prime number between 691 and 1356.","1327","List all prime numbers in the given range.

The greatest prime among them is 1327.

Answer: 1327","","691","1356","665",""
