"questionId","qlId","difficulty","context","detailMode","methodFamily","engineVersion","explanationText","explanationLinesJson","approval","reviewerNotes","status"
"CSV-001-0106","PCT-QL-017","Easy","workers","short","UNIT_VALUE","eev2-v1","We need to move from one percentage of the workers to another. | The question gives 25% of the workers as 500 workers. | Because 25% of the workers has 25 equal 1% parts, divide 500 workers by 25. | $$1\% = 500\text{ workers} \div 25 = 20\text{ workers}$$ | The percentage we still need is 50%. | Use the 1% value 50 times to get 50% of the workers. | $$50\% = 20\text{ workers} \times 50 = 1,000\text{ workers}$$ | Therefore, 50% of the workers represents 1,000 workers.","[""We need to move from one percentage of the workers to another."",""The question gives 25% of the workers as 500 workers."",""Because 25% of the workers has 25 equal 1% parts, divide 500 workers by 25. | $$1\\% = 500\\text{ workers} \\div 25 = 20\\text{ workers}$$"",""The percentage we still need is 50%."",""Use the 1% value 50 times to get 50% of the workers. | $$50\\% = 20\\text{ workers} \\times 50 = 1,000\\text{ workers}$$"",""Therefore, 50% of the workers represents 1,000 workers.""]","","","PENDING_REVIEW"
"CSV-001-0107","PCT-QL-117","Easy","employees","short","UNIT_VALUE","eev2-v1","We will first connect the known percentage of the employees with the required percentage. | The given information is 25% of the employees = 1,250 employees. | Because 25% of the employees has 25 equal 1% parts, divide 1,250 employees by 25. | $$1\% = 1,250\text{ employees} \div 25 = 50\text{ employees}$$ | Our target is 50% of the employees. | Use the 1% value 50 times to get 50% of the employees. | $$50\% = 50\text{ employees} \times 50 = 2,500\text{ employees}$$ | Therefore, 50% of the employees represents 2,500 employees.","[""We will first connect the known percentage of the employees with the required percentage."",""The given information is 25% of the employees = 1,250 employees."",""Because 25% of the employees has 25 equal 1% parts, divide 1,250 employees by 25. | $$1\\% = 1,250\\text{ employees} \\div 25 = 50\\text{ employees}$$"",""Our target is 50% of the employees."",""Use the 1% value 50 times to get 50% of the employees. | $$50\\% = 50\\text{ employees} \\times 50 = 2,500\\text{ employees}$$"",""Therefore, 50% of the employees represents 2,500 employees.""]","","","PENDING_REVIEW"
"CSV-001-0108","PCT-QL-217","Easy","books","short","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the books. | 2,500 books is the value of 25% of the books. | Because 25% of the books has 25 equal 1% parts, divide 2,500 books by 25. | $$1\% = 2,500\text{ books} \div 25 = 100\text{ books}$$ | The question asks for 50% of the books. | Use the 1% value 50 times to get 50% of the books. | $$50\% = 100\text{ books} \times 50 = 5,000\text{ books}$$ | This means the required books count is 5,000 books.","[""We can see that both percentage values belong to the books."",""2,500 books is the value of 25% of the books."",""Because 25% of the books has 25 equal 1% parts, divide 2,500 books by 25. | $$1\\% = 2,500\\text{ books} \\div 25 = 100\\text{ books}$$"",""The question asks for 50% of the books."",""Use the 1% value 50 times to get 50% of the books. | $$50\\% = 100\\text{ books} \\times 50 = 5,000\\text{ books}$$"",""This means the required books count is 5,000 books.""]","","","PENDING_REVIEW"
"CSV-001-0109","PCT-QL-317","Easy","trees","short","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the trees. | Start with the given relation: 50% of the trees is 100 trees. | Because 50% of the trees has 50 equal 1% parts, divide 100 trees by 50. | $$1\% = 100\text{ trees} \div 50 = 2\text{ trees}$$ | Now turn the 1% value into 25% of the trees. | Use the 1% value 25 times to get 25% of the trees. | $$25\% = 2\text{ trees} \times 25 = 50\text{ trees}$$ | This means the required trees count is 50 trees.","[""We can see that both percentage values belong to the trees."",""Start with the given relation: 50% of the trees is 100 trees."",""Because 50% of the trees has 50 equal 1% parts, divide 100 trees by 50. | $$1\\% = 100\\text{ trees} \\div 50 = 2\\text{ trees}$$"",""Now turn the 1% value into 25% of the trees."",""Use the 1% value 25 times to get 25% of the trees. | $$25\\% = 2\\text{ trees} \\times 25 = 50\\text{ trees}$$"",""This means the required trees count is 50 trees.""]","","","PENDING_REVIEW"
"CSV-001-0110","PCT-QL-417","Easy","families","short","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the families. | Here, 200 families represents 50% of the families. | Because 50% of the families has 50 equal 1% parts, divide 200 families by 50. | $$1\% = 200\text{ families} \div 50 = 4\text{ families}$$ | The question asks for 25% of the families. | Use the 1% value 25 times to get 25% of the families. | $$25\% = 4\text{ families} \times 25 = 100\text{ families}$$ | So the share of the families represented by 25% is 100 families.","[""We can see that both percentage values belong to the families."",""Here, 200 families represents 50% of the families."",""Because 50% of the families has 50 equal 1% parts, divide 200 families by 50. | $$1\\% = 200\\text{ families} \\div 50 = 4\\text{ families}$$"",""The question asks for 25% of the families."",""Use the 1% value 25 times to get 25% of the families. | $$25\\% = 4\\text{ families} \\times 25 = 100\\text{ families}$$"",""So the share of the families represented by 25% is 100 families.""]","","","PENDING_REVIEW"
"CSV-001-0111","PCT-QL-017","Medium","animals","short","UNIT_VALUE","eev2-v1","We are comparing two percentages of the animals. | 62.5% of the animals equals 625 animals. | Because 62.5% of the animals has 62.5 equal 1% parts, divide 625 animals by 62.5. | $$1\% = 625\text{ animals} \div 62.5 = 10\text{ animals}$$ | Our target is 25% of the animals. | Use the 1% value 25 times to get 25% of the animals. | $$25\% = 10\text{ animals} \times 25 = 250\text{ animals}$$ | So 25% of the animals is 250 animals.","[""We are comparing two percentages of the animals."",""62.5% of the animals equals 625 animals."",""Because 62.5% of the animals has 62.5 equal 1% parts, divide 625 animals by 62.5. | $$1\\% = 625\\text{ animals} \\div 62.5 = 10\\text{ animals}$$"",""Our target is 25% of the animals."",""Use the 1% value 25 times to get 25% of the animals. | $$25\\% = 10\\text{ animals} \\times 25 = 250\\text{ animals}$$"",""So 25% of the animals is 250 animals.""]","","","PENDING_REVIEW"
"CSV-001-0112","PCT-QL-117","Medium","inventory","short","UNIT_VALUE","eev2-v1","We need to move from one percentage of the inventory to another. | The question gives 25% of the inventory as 500 inventory. | Because 25% of the inventory has 25 equal 1% parts, divide 500 inventory by 25. | $$1\% = 500\text{ inventory} \div 25 = 20\text{ inventory}$$ | Next, use the 1% value to find 62.5% of the inventory. | Use the 1% value 62.5 times to get 62.5% of the inventory. | $$62.5\% = 20\text{ inventory} \times 62.5 = 1,250\text{ inventory}$$ | So 62.5% of the inventory is 1,250 inventory.","[""We need to move from one percentage of the inventory to another."",""The question gives 25% of the inventory as 500 inventory."",""Because 25% of the inventory has 25 equal 1% parts, divide 500 inventory by 25. | $$1\\% = 500\\text{ inventory} \\div 25 = 20\\text{ inventory}$$"",""Next, use the 1% value to find 62.5% of the inventory."",""Use the 1% value 62.5 times to get 62.5% of the inventory. | $$62.5\\% = 20\\text{ inventory} \\times 62.5 = 1,250\\text{ inventory}$$"",""So 62.5% of the inventory is 1,250 inventory.""]","","","PENDING_REVIEW"
"CSV-001-0113","PCT-QL-217","Medium","distance","standard","UNIT_VALUE","eev2-v1","We are finding a new percentage of the distance. | 25% of the distance equals 1,250 kilometres. | Because 25% of the distance has 25 equal 1% parts, divide 1,250 kilometres by 25. | $$1\% = 1,250\text{ kilometres} \div 25 = 50\text{ kilometres}$$ | Now we need 62.5% of the distance. | Because 1% is known, multiply its value by 62.5 to get 62.5% of the distance. | $$62.5\% = 50\text{ kilometres} \times 62.5 = 3,125\text{ kilometres}$$ | Therefore, 62.5% of the distance represents 3,125 kilometres.","[""We are finding a new percentage of the distance."",""25% of the distance equals 1,250 kilometres."",""Because 25% of the distance has 25 equal 1% parts, divide 1,250 kilometres by 25. | $$1\\% = 1,250\\text{ kilometres} \\div 25 = 50\\text{ kilometres}$$"",""Now we need 62.5% of the distance."",""Because 1% is known, multiply its value by 62.5 to get 62.5% of the distance. | $$62.5\\% = 50\\text{ kilometres} \\times 62.5 = 3,125\\text{ kilometres}$$"",""Therefore, 62.5% of the distance represents 3,125 kilometres.""]","","","PENDING_REVIEW"
"CSV-001-0114","PCT-QL-317","Medium","area","standard","UNIT_VALUE","eev2-v1","We need to move from one percentage of the area to another. | In this question, 25% of the area stands for 2,500 square metres. | Because 25% of the area has 25 equal 1% parts, divide 2,500 square metres by 25. | $$1\% = 2,500\text{ square metres} \div 25 = 100\text{ square metres}$$ | Next, use the 1% value to find 62.5% of the area. | Because 1% is known, multiply its value by 62.5 to get 62.5% of the area. | $$62.5\% = 100\text{ square metres} \times 62.5 = 6,250\text{ square metres}$$ | Therefore, 62.5% of the area represents 6,250 square metres.","[""We need to move from one percentage of the area to another."",""In this question, 25% of the area stands for 2,500 square metres."",""Because 25% of the area has 25 equal 1% parts, divide 2,500 square metres by 25. | $$1\\% = 2,500\\text{ square metres} \\div 25 = 100\\text{ square metres}$$"",""Next, use the 1% value to find 62.5% of the area."",""Because 1% is known, multiply its value by 62.5 to get 62.5% of the area. | $$62.5\\% = 100\\text{ square metres} \\times 62.5 = 6,250\\text{ square metres}$$"",""Therefore, 62.5% of the area represents 6,250 square metres.""]","","","PENDING_REVIEW"
"CSV-001-0115","PCT-QL-417","Medium","weight","standard","UNIT_VALUE","eev2-v1","We can use the known percentage of the weight to find the required one. | We know that 62.5% of the weight is 125 kilograms. | Because 62.5% of the weight has 62.5 equal 1% parts, divide 125 kilograms by 62.5. | $$1\% = 125\text{ kilograms} \div 62.5 = 2\text{ kilograms}$$ | The required share is 25% of the weight. | Because 1% is known, multiply its value by 25 to get 25% of the weight. | $$25\% = 2\text{ kilograms} \times 25 = 50\text{ kilograms}$$ | This means the required weight count is 50 kilograms.","[""We can use the known percentage of the weight to find the required one."",""We know that 62.5% of the weight is 125 kilograms."",""Because 62.5% of the weight has 62.5 equal 1% parts, divide 125 kilograms by 62.5. | $$1\\% = 125\\text{ kilograms} \\div 62.5 = 2\\text{ kilograms}$$"",""The required share is 25% of the weight."",""Because 1% is known, multiply its value by 25 to get 25% of the weight. | $$25\\% = 2\\text{ kilograms} \\times 25 = 50\\text{ kilograms}$$"",""This means the required weight count is 50 kilograms.""]","","","PENDING_REVIEW"
"CSV-001-0117","PCT-QL-117","Hard","production","standard","UNIT_VALUE","eev2-v1","We know one percentage of the production and need another. | Here, 825 units represents 82.5% of the production. | Because 82.5% of the production has 82.5 equal 1% parts, divide 825 units by 82.5. | $$1\% = 825\text{ units} \div 82.5 = 10\text{ units}$$ | The question asks for 17.5% of the production. | Because 1% is known, multiply its value by 17.5 to get 17.5% of the production. | $$17.5\% = 10\text{ units} \times 17.5 = 175\text{ units}$$ | So the share of the production represented by 17.5% is 175 units.","[""We know one percentage of the production and need another."",""Here, 825 units represents 82.5% of the production."",""Because 82.5% of the production has 82.5 equal 1% parts, divide 825 units by 82.5. | $$1\\% = 825\\text{ units} \\div 82.5 = 10\\text{ units}$$"",""The question asks for 17.5% of the production."",""Because 1% is known, multiply its value by 17.5 to get 17.5% of the production. | $$17.5\\% = 10\\text{ units} \\times 17.5 = 175\\text{ units}$$"",""So the share of the production represented by 17.5% is 175 units.""]","","","PENDING_REVIEW"
"CSV-001-0118","PCT-QL-217","Hard","population","standard","UNIT_VALUE","eev2-v1","The required percentage is the same 99% already given for the population. | 99% of the population is 1,980 people. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 99% of the population. | No multiplication or scaling is needed. | So 99% of the population remains 1,980 people.","[""The required percentage is the same 99% already given for the population."",""99% of the population is 1,980 people."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 99% of the population."",""No multiplication or scaling is needed."",""So 99% of the population remains 1,980 people.""]","","","PENDING_REVIEW"
"CSV-001-0120","PCT-QL-417","Hard","number","detailed","UNIT_VALUE","eev2-v1","Here, the given and required percentages are both 99%. | 99% of the number is 4,950. | We can skip the 1% step because both percentages are equal. | The question asks for that same 99% of the number. | There is no change from the given percentage. | The requested percentage and the given percentage are identical. | So 99% of the number remains 4,950.","[""Here, the given and required percentages are both 99%."",""99% of the number is 4,950."",""We can skip the 1% step because both percentages are equal."",""The question asks for that same 99% of the number."",""There is no change from the given percentage."",""The requested percentage and the given percentage are identical."",""So 99% of the number remains 4,950.""]","","","PENDING_REVIEW"
"CSV-001-0121","PCT-QL-017","Easy","monthly salary","detailed","UNIT_VALUE","eev2-v1","We will first connect the known percentage of the monthly salary with the required percentage. | The given information is 40% of the monthly salary = ₹40,000. | Because 40% has 40 equal parts, dividing ₹40,000 by 40 gives 1% of the monthly salary. | $$1\% = \text{₹}40,000 \div 40 = \text{₹}1,000$$ | Our target is 60% of the monthly salary. | Since 1% is one part, multiply its value by 60 to get 60% of the monthly salary. | $$60\% = \text{₹}1,000 \times 60 = \text{₹}60,000$$ | As a check, the 1% value used 40 times gives ₹40,000. | $$\text{₹}1,000 \times 40 = \text{₹}40,000$$ | Therefore, 60% of the monthly salary is ₹60,000.","[""We will first connect the known percentage of the monthly salary with the required percentage."",""The given information is 40% of the monthly salary = ₹40,000."",""Because 40% has 40 equal parts, dividing ₹40,000 by 40 gives 1% of the monthly salary. | $$1\\% = \\text{₹}40,000 \\div 40 = \\text{₹}1,000$$"",""Our target is 60% of the monthly salary."",""Since 1% is one part, multiply its value by 60 to get 60% of the monthly salary. | $$60\\% = \\text{₹}1,000 \\times 60 = \\text{₹}60,000$$"",""As a check, the 1% value used 40 times gives ₹40,000. | $$\\text{₹}1,000 \\times 40 = \\text{₹}40,000$$"",""Therefore, 60% of the monthly salary is ₹60,000.""]","","","PENDING_REVIEW"
"CSV-001-0122","PCT-QL-117","Easy","annual income","detailed","UNIT_VALUE","eev2-v1","We know one percentage of the annual income and need another. | ₹1,25,000 is the value of 50% of the annual income. | Because 50% has 50 equal parts, dividing ₹1,25,000 by 50 gives 1% of the annual income. | $$1\% = \text{₹}1,25,000 \div 50 = \text{₹}2,500$$ | The question asks for 75% of the annual income. | Since 1% is one part, multiply its value by 75 to get 75% of the annual income. | $$75\% = \text{₹}2,500 \times 75 = \text{₹}1,87,500$$ | Check: multiplying the 1% value by 50 returns ₹1,25,000. | $$\text{₹}2,500 \times 50 = \text{₹}1,25,000$$ | This means 75% of the annual income comes to ₹1,87,500.","[""We know one percentage of the annual income and need another."",""₹1,25,000 is the value of 50% of the annual income."",""Because 50% has 50 equal parts, dividing ₹1,25,000 by 50 gives 1% of the annual income. | $$1\\% = \\text{₹}1,25,000 \\div 50 = \\text{₹}2,500$$"",""The question asks for 75% of the annual income."",""Since 1% is one part, multiply its value by 75 to get 75% of the annual income. | $$75\\% = \\text{₹}2,500 \\times 75 = \\text{₹}1,87,500$$"",""Check: multiplying the 1% value by 50 returns ₹1,25,000. | $$\\text{₹}2,500 \\times 50 = \\text{₹}1,25,000$$"",""This means 75% of the annual income comes to ₹1,87,500.""]","","","PENDING_REVIEW"
"CSV-001-0123","PCT-QL-217","Easy","annual profit","detailed","UNIT_VALUE","eev2-v1","We know one percentage of the annual profit and need another. | Start with the given relation: 50% of the annual profit is ₹75,000. | Because 50% has 50 equal parts, dividing ₹75,000 by 50 gives 1% of the annual profit. | $$1\% = \text{₹}75,000 \div 50 = \text{₹}1,500$$ | Now turn the 1% value into 75% of the annual profit. | Since 1% is one part, multiply its value by 75 to get 75% of the annual profit. | $$75\% = \text{₹}1,500 \times 75 = \text{₹}1,12,500$$ | A quick check gives the original 50% value, ₹75,000. | $$\text{₹}1,500 \times 50 = \text{₹}75,000$$ | This means 75% of the annual profit comes to ₹1,12,500.","[""We know one percentage of the annual profit and need another."",""Start with the given relation: 50% of the annual profit is ₹75,000."",""Because 50% has 50 equal parts, dividing ₹75,000 by 50 gives 1% of the annual profit. | $$1\\% = \\text{₹}75,000 \\div 50 = \\text{₹}1,500$$"",""Now turn the 1% value into 75% of the annual profit."",""Since 1% is one part, multiply its value by 75 to get 75% of the annual profit. | $$75\\% = \\text{₹}1,500 \\times 75 = \\text{₹}1,12,500$$"",""A quick check gives the original 50% value, ₹75,000. | $$\\text{₹}1,500 \\times 50 = \\text{₹}75,000$$"",""This means 75% of the annual profit comes to ₹1,12,500.""]","","","PENDING_REVIEW"
"CSV-001-0124","PCT-QL-317","Easy","expenses","detailed","UNIT_VALUE","eev2-v1","We know one percentage of the expenses and need another. | Here, ₹37,500 represents 75% of the expenses. | Because 75% has 75 equal parts, dividing ₹37,500 by 75 gives 1% of the expenses. | $$1\% = \text{₹}37,500 \div 75 = \text{₹}500$$ | We can now move from 1% to 50% of the expenses. | Since 1% is one part, multiply its value by 50 to get 50% of the expenses. | $$50\% = \text{₹}500 \times 50 = \text{₹}25,000$$ | The check agrees with the question: 75% gives ₹37,500. | $$\text{₹}500 \times 75 = \text{₹}37,500$$ | This means 50% of the expenses comes to ₹25,000.","[""We know one percentage of the expenses and need another."",""Here, ₹37,500 represents 75% of the expenses."",""Because 75% has 75 equal parts, dividing ₹37,500 by 75 gives 1% of the expenses. | $$1\\% = \\text{₹}37,500 \\div 75 = \\text{₹}500$$"",""We can now move from 1% to 50% of the expenses."",""Since 1% is one part, multiply its value by 50 to get 50% of the expenses. | $$50\\% = \\text{₹}500 \\times 50 = \\text{₹}25,000$$"",""The check agrees with the question: 75% gives ₹37,500. | $$\\text{₹}500 \\times 75 = \\text{₹}37,500$$"",""This means 50% of the expenses comes to ₹25,000.""]","","","PENDING_REVIEW"
"CSV-001-0125","PCT-QL-417","Easy","bonus","detailed","UNIT_VALUE","eev2-v1","We can see that both percentage values belong to the bonus. | Start with the given relation: 75% of the bonus is ₹75,000. | Because 75% has 75 equal parts, dividing ₹75,000 by 75 gives 1% of the bonus. | $$1\% = \text{₹}75,000 \div 75 = \text{₹}1,000$$ | Now turn the 1% value into 50% of the bonus. | Since 1% is one part, multiply its value by 50 to get 50% of the bonus. | $$50\% = \text{₹}1,000 \times 50 = \text{₹}50,000$$ | A quick check gives the original 75% value, ₹75,000. | $$\text{₹}1,000 \times 75 = \text{₹}75,000$$ | This means 50% of the bonus comes to ₹50,000.","[""We can see that both percentage values belong to the bonus."",""Start with the given relation: 75% of the bonus is ₹75,000."",""Because 75% has 75 equal parts, dividing ₹75,000 by 75 gives 1% of the bonus. | $$1\\% = \\text{₹}75,000 \\div 75 = \\text{₹}1,000$$"",""Now turn the 1% value into 50% of the bonus."",""Since 1% is one part, multiply its value by 50 to get 50% of the bonus. | $$50\\% = \\text{₹}1,000 \\times 50 = \\text{₹}50,000$$"",""A quick check gives the original 75% value, ₹75,000. | $$\\text{₹}1,000 \\times 75 = \\text{₹}75,000$$"",""This means 50% of the bonus comes to ₹50,000.""]","","","PENDING_REVIEW"
"CSV-001-0126","PCT-QL-017","Medium","commission","detailed","UNIT_VALUE","eev2-v1","We are comparing two percentages of the commission. | The question gives 80% of the commission as ₹40,040. | Because 80% has 80 equal parts, dividing ₹40,040 by 80 gives 1% of the commission. | $$1\% = \text{₹}40,040 \div 80 = \text{₹}500.5$$ | The percentage we still need is 30%. | Since 1% is one part, multiply its value by 30 to get 30% of the commission. | $$30\% = \text{₹}500.5 \times 30 = \text{₹}15,015$$ | Going back to 80% reproduces the given ₹40,040. | $$\text{₹}500.5 \times 80 = \text{₹}40,040$$ | Therefore, 30% of the commission is ₹15,015.","[""We are comparing two percentages of the commission."",""The question gives 80% of the commission as ₹40,040."",""Because 80% has 80 equal parts, dividing ₹40,040 by 80 gives 1% of the commission. | $$1\\% = \\text{₹}40,040 \\div 80 = \\text{₹}500.5$$"",""The percentage we still need is 30%."",""Since 1% is one part, multiply its value by 30 to get 30% of the commission. | $$30\\% = \\text{₹}500.5 \\times 30 = \\text{₹}15,015$$"",""Going back to 80% reproduces the given ₹40,040. | $$\\text{₹}500.5 \\times 80 = \\text{₹}40,040$$"",""Therefore, 30% of the commission is ₹15,015.""]","","","PENDING_REVIEW"
"CSV-001-0127","PCT-QL-117","Medium","savings","short","UNIT_VALUE","eev2-v1","We know one percentage of the savings and need another. | Start with the given relation: 30% of the savings is ₹15,015. | Because 30% of the savings has 30 equal 1% parts, divide ₹15,015 by 30. | $$1\% = \text{₹}15,015 \div 30 = \text{₹}500.5$$ | Now turn the 1% value into 80% of the savings. | Use the 1% value 80 times to get 80% of the savings. | $$80\% = \text{₹}500.5 \times 80 = \text{₹}40,040$$ | This means 80% of the savings comes to ₹40,040.","[""We know one percentage of the savings and need another."",""Start with the given relation: 30% of the savings is ₹15,015."",""Because 30% of the savings has 30 equal 1% parts, divide ₹15,015 by 30. | $$1\\% = \\text{₹}15,015 \\div 30 = \\text{₹}500.5$$"",""Now turn the 1% value into 80% of the savings."",""Use the 1% value 80 times to get 80% of the savings. | $$80\\% = \\text{₹}500.5 \\times 80 = \\text{₹}40,040$$"",""This means 80% of the savings comes to ₹40,040.""]","","","PENDING_REVIEW"
"CSV-001-0128","PCT-QL-217","Medium","revenue","short","UNIT_VALUE","eev2-v1","We are finding a new percentage of the revenue. | 30% of the revenue equals ₹30,000. | Because 30% of the revenue has 30 equal 1% parts, divide ₹30,000 by 30. | $$1\% = \text{₹}30,000 \div 30 = \text{₹}1,000$$ | Our target is 80% of the revenue. | Use the 1% value 80 times to get 80% of the revenue. | $$80\% = \text{₹}1,000 \times 80 = \text{₹}80,000$$ | So the amount corresponding to 80% of the revenue is ₹80,000.","[""We are finding a new percentage of the revenue."",""30% of the revenue equals ₹30,000."",""Because 30% of the revenue has 30 equal 1% parts, divide ₹30,000 by 30. | $$1\\% = \\text{₹}30,000 \\div 30 = \\text{₹}1,000$$"",""Our target is 80% of the revenue."",""Use the 1% value 80 times to get 80% of the revenue. | $$80\\% = \\text{₹}1,000 \\times 80 = \\text{₹}80,000$$"",""So the amount corresponding to 80% of the revenue is ₹80,000.""]","","","PENDING_REVIEW"
"CSV-001-0129","PCT-QL-317","Medium","students","short","UNIT_VALUE","eev2-v1","We can use the known percentage of the students to find the required one. | We know that 30% of the students is 300 students. | Because 30% of the students has 30 equal 1% parts, divide 300 students by 30. | $$1\% = 300\text{ students} \div 30 = 10\text{ students}$$ | The required share is 80% of the students. | Use the 1% value 80 times to get 80% of the students. | $$80\% = 10\text{ students} \times 80 = 800\text{ students}$$ | This means the required students count is 800 students.","[""We can use the known percentage of the students to find the required one."",""We know that 30% of the students is 300 students."",""Because 30% of the students has 30 equal 1% parts, divide 300 students by 30. | $$1\\% = 300\\text{ students} \\div 30 = 10\\text{ students}$$"",""The required share is 80% of the students."",""Use the 1% value 80 times to get 80% of the students. | $$80\\% = 10\\text{ students} \\times 80 = 800\\text{ students}$$"",""This means the required students count is 800 students.""]","","","PENDING_REVIEW"
"CSV-001-0130","PCT-QL-417","Medium","workers","short","UNIT_VALUE","eev2-v1","We need to move from one percentage of the workers to another. | 80% of the workers equals 1,600 workers. | Because 80% of the workers has 80 equal 1% parts, divide 1,600 workers by 80. | $$1\% = 1,600\text{ workers} \div 80 = 20\text{ workers}$$ | Now we need 30% of the workers. | Use the 1% value 30 times to get 30% of the workers. | $$30\% = 20\text{ workers} \times 30 = 600\text{ workers}$$ | Therefore, 30% of the workers represents 600 workers.","[""We need to move from one percentage of the workers to another."",""80% of the workers equals 1,600 workers."",""Because 80% of the workers has 80 equal 1% parts, divide 1,600 workers by 80. | $$1\\% = 1,600\\text{ workers} \\div 80 = 20\\text{ workers}$$"",""Now we need 30% of the workers."",""Use the 1% value 30 times to get 30% of the workers. | $$30\\% = 20\\text{ workers} \\times 30 = 600\\text{ workers}$$"",""Therefore, 30% of the workers represents 600 workers.""]","","","PENDING_REVIEW"
"CSV-001-0131","PCT-QL-017","Hard","employees","short","UNIT_VALUE","eev2-v1","We can use the known percentage of the employees to find the required one. | We know that 99% of the employees is 4,950 employees. | Because 99% of the employees has 99 equal 1% parts, divide 4,950 employees by 99. | $$1\% = 4,950\text{ employees} \div 99 = 50\text{ employees}$$ | Now turn the 1% value into 75% of the employees. | Use the 1% value 75 times to get 75% of the employees. | $$75\% = 50\text{ employees} \times 75 = 3,750\text{ employees}$$ | So the share of the employees represented by 75% is 3,750 employees.","[""We can use the known percentage of the employees to find the required one."",""We know that 99% of the employees is 4,950 employees."",""Because 99% of the employees has 99 equal 1% parts, divide 4,950 employees by 99. | $$1\\% = 4,950\\text{ employees} \\div 99 = 50\\text{ employees}$$"",""Now turn the 1% value into 75% of the employees."",""Use the 1% value 75 times to get 75% of the employees. | $$75\\% = 50\\text{ employees} \\times 75 = 3,750\\text{ employees}$$"",""So the share of the employees represented by 75% is 3,750 employees.""]","","","PENDING_REVIEW"
"CSV-001-0132","PCT-QL-117","Hard","books","short","UNIT_VALUE","eev2-v1","We are working with two percentages of the books. | We know that 99% of the books is 9,900 books. | Because 99% of the books has 99 equal 1% parts, divide 9,900 books by 99. | $$1\% = 9,900\text{ books} \div 99 = 100\text{ books}$$ | The required share is 75% of the books. | Use the 1% value 75 times to get 75% of the books. | $$75\% = 100\text{ books} \times 75 = 7,500\text{ books}$$ | This means the required books count is 7,500 books.","[""We are working with two percentages of the books."",""We know that 99% of the books is 9,900 books."",""Because 99% of the books has 99 equal 1% parts, divide 9,900 books by 99. | $$1\\% = 9,900\\text{ books} \\div 99 = 100\\text{ books}$$"",""The required share is 75% of the books."",""Use the 1% value 75 times to get 75% of the books. | $$75\\% = 100\\text{ books} \\times 75 = 7,500\\text{ books}$$"",""This means the required books count is 7,500 books.""]","","","PENDING_REVIEW"
"CSV-001-0134","PCT-QL-317","Hard","families","standard","UNIT_VALUE","eev2-v1","The required percentage is the same 0.5% already given for the families. | 0.5% of the families is 2 families. | There is no need to find 1% because the requested percentage is already known. | The question asks for that same 0.5% of the families. | No multiplication or scaling is needed. | So 0.5% of the families remains 2 families.","[""The required percentage is the same 0.5% already given for the families."",""0.5% of the families is 2 families."",""There is no need to find 1% because the requested percentage is already known."",""The question asks for that same 0.5% of the families."",""No multiplication or scaling is needed."",""So 0.5% of the families remains 2 families.""]","","","PENDING_REVIEW"
"CSV-001-0136","PCT-QL-017","Easy","inventory","standard","UNIT_VALUE","eev2-v1","We are working with two percentages of the inventory. | 400 inventory is the value of 20% of the inventory. | Because 20% of the inventory has 20 equal 1% parts, divide 400 inventory by 20. | $$1\% = 400\text{ inventory} \div 20 = 20\text{ inventory}$$ | The question asks for 25% of the inventory. | Because 1% is known, multiply its value by 25 to get 25% of the inventory. | $$25\% = 20\text{ inventory} \times 25 = 500\text{ inventory}$$ | This means the required inventory count is 500 inventory.","[""We are working with two percentages of the inventory."",""400 inventory is the value of 20% of the inventory."",""Because 20% of the inventory has 20 equal 1% parts, divide 400 inventory by 20. | $$1\\% = 400\\text{ inventory} \\div 20 = 20\\text{ inventory}$$"",""The question asks for 25% of the inventory."",""Because 1% is known, multiply its value by 25 to get 25% of the inventory. | $$25\\% = 20\\text{ inventory} \\times 25 = 500\\text{ inventory}$$"",""This means the required inventory count is 500 inventory.""]","","","PENDING_REVIEW"
"CSV-001-0137","PCT-QL-117","Easy","distance","standard","UNIT_VALUE","eev2-v1","We are comparing two percentages of the distance. | 20% of the distance equals 1,000 kilometres. | Because 20% of the distance has 20 equal 1% parts, divide 1,000 kilometres by 20. | $$1\% = 1,000\text{ kilometres} \div 20 = 50\text{ kilometres}$$ | Now we need 25% of the distance. | Because 1% is known, multiply its value by 25 to get 25% of the distance. | $$25\% = 50\text{ kilometres} \times 25 = 1,250\text{ kilometres}$$ | Therefore, 25% of the distance represents 1,250 kilometres.","[""We are comparing two percentages of the distance."",""20% of the distance equals 1,000 kilometres."",""Because 20% of the distance has 20 equal 1% parts, divide 1,000 kilometres by 20. | $$1\\% = 1,000\\text{ kilometres} \\div 20 = 50\\text{ kilometres}$$"",""Now we need 25% of the distance."",""Because 1% is known, multiply its value by 25 to get 25% of the distance. | $$25\\% = 50\\text{ kilometres} \\times 25 = 1,250\\text{ kilometres}$$"",""Therefore, 25% of the distance represents 1,250 kilometres.""]","","","PENDING_REVIEW"
